season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2018-19,203552,Seth Curry,Seth,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,14.6,76.2,75.9,75.9,73.2,71.4,71.4,3.0,4.4,4.4,0.222,2.0,50.0,0.0,0.143,0.061,25.0,22.5,0.0,0.347,0.061,0.077,92.67,93.99,78.32,93.99,0.074,29,0,1,0.0,1.0,0.0,1,883,883,883,1221,1561,1545,1545,118,119,119,760,720,720,390,238,31,870,685,1072,1609,1596,1436,1268,1600,1567,1521,1487,1487,982,1436,1496,1436,1496,1436,1,14:33,2018,2019
2018-19,203086,Meyers Leonard,Meyers,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,40.3,109.9,112.0,112.0,119.0,119.0,119.0,-9.1,-7.0,-7.0,0.115,1.5,13.6,0.0,0.286,0.145,9.1,9.1,0.906,0.889,0.216,0.213,100.5,99.5,82.91,99.5,0.182,83,12,16,12.0,16.0,0.75,1,883,883,883,125,694,626,626,1326,1307,1307,1086,1041,1041,803,379,825,870,142,300,1022,1041,100,117,539,615,841,912,912,252,27,221,27,221,115,1,40:17,2018,2019
2018-19,203918,Rodney Hood,Rodney,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,40.1,101.1,103.8,103.8,102.3,101.3,101.3,-1.2,2.5,2.5,0.067,0.0,15.4,0.024,0.022,0.023,0.0,0.0,0.318,0.318,0.129,0.129,96.62,95.87,79.89,95.87,0.003,80,3,11,3.0,11.0,0.273,1,883,883,883,135,1011,918,918,726,701,701,888,778,778,1028,810,736,821,1455,1460,1,1,1238,1335,1235,1262,1231,1292,1293,1399,732,444,732,444,1244,1,40:03,2018,2019
2018-19,1628380,Zach Collins,Zach,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,11.4,64.0,63.6,63.6,94.3,95.7,95.7,-30.4,-32.0,-32.0,0.0,0.0,0.0,0.0,0.222,0.087,12.5,11.8,0.643,0.672,0.32,0.353,95.17,94.75,78.96,94.75,0.366,22,4,7,4.0,7.0,0.571,1,883,883,883,1343,1656,1638,1638,454,476,476,1478,1495,1495,1186,810,1186,870,306,770,1229,1221,417,428,128,81,1368,1416,1416,32,577,801,577,801,366,1,11:24,2018,2019
2018-19,203468,CJ McCollum,CJ,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,44.1,113.5,115.4,115.4,114.1,115.4,115.4,-0.6,0.0,0.0,0.212,7.0,23.3,0.0,0.043,0.023,3.3,3.3,0.568,0.579,0.24,0.243,100.38,98.99,82.49,98.99,0.105,91,10,22,10.0,22.0,0.455,1,883,883,883,38,589,529,529,1161,1185,1185,869,833,833,429,8,444,870,1381,1461,758,758,603,686,401,429,862,965,965,736,82,57,82,57,721,1,44:08,2018,2019
2018-19,202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,11.2,145.8,147.8,147.8,157.7,159.1,159.1,-11.9,-11.3,-11.3,0.0,0.0,0.0,0.0,0.2,0.067,0.0,0.0,0.0,0.0,0.077,0.076,97.98,96.86,80.72,96.86,-0.006,23,0,2,0.0,2.0,0.0,1,883,883,883,1346,52,42,42,1716,1727,1727,1155,1136,1136,1186,810,1186,870,373,989,1,1,1436,1488,1552,1568,1094,1199,1199,1519,1436,1368,1436,1368,1436,1,11:09,2018,2019
2018-19,203081,Damian Lillard,Damian,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,43.8,109.3,111.1,111.1,114.2,115.6,115.6,-5.0,-4.4,-4.4,0.414,3.0,29.3,0.022,0.068,0.045,9.8,9.8,0.542,0.563,0.305,0.302,100.11,98.71,82.26,98.71,0.12,90,11,24,11.0,24.0,0.458,1,883,883,883,40,715,649,649,1170,1190,1190,976,993,993,75,118,288,843,1238,1255,1084,1089,658,737,160,188,888,996,996,603,46,34,46,34,718,1,43:46,2018,2019
2018-19,203090,Maurice Harkless,Maurice,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,16.0,136.3,139.4,139.4,121.6,118.2,118.2,14.7,21.2,21.2,0.118,2.0,28.6,0.143,0.154,0.148,14.3,13.7,0.667,0.579,0.139,0.145,99.07,99.31,82.76,99.31,0.065,33,2,3,2.0,3.0,0.667,1,883,883,883,1163,105,76,76,1400,1286,1286,465,360,360,786,238,293,109,645,282,1323,1323,343,687,1152,1138,999,924,928,1057,943,1260,943,1260,166,1,15:57,2018,2019
2018-19,202323,Evan Turner,Evan,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,31.0,100.6,104.9,104.9,112.4,112.9,112.9,-11.8,-8.0,-8.0,0.13,1.5,23.1,0.032,0.171,0.106,15.4,15.4,0.25,0.25,0.154,0.152,97.48,95.22,79.35,95.22,0.031,61,2,8,2.0,8.0,0.25,1,883,883,883,555,1031,884,884,1104,1106,1106,1152,1057,1057,727,379,448,691,535,572,1387,1393,1296,1399,1023,1082,1151,1367,1367,1283,943,702,943,702,1256,1,31:00,2018,2019
2018-19,202683,Enes Freedom,Enes,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,12.7,96.9,100.0,100.0,81.5,79.2,79.2,15.5,20.8,20.8,0.0,0.0,0.0,0.077,0.091,0.083,0.0,0.0,0.75,0.75,0.148,0.149,90.74,90.59,75.49,90.59,0.254,24,3,4,3.0,4.0,0.75,1,883,883,883,1287,1183,1004,1004,194,181,181,455,367,366,1186,810,1186,318,1060,803,1,1,199,244,1073,1102,1608,1658,1658,85,732,1151,732,1151,115,1,12:43,2018,2019
