season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2024-25,1610612755,PHI,Philadelphia 76ers,22401191,2025-04-13,PHI vs. CHI,L,48.0,94.2,95.3,111.1,114.0,-16.9,-18.7,0.556,1.33,14.2,0.233,0.661,0.445,0.14,0.447,0.494,109.0,107.0,89.17,107,0.405,1,1231,1231,1231,121,2312,1248,2182,1979,2005,2288,1913,1804,2124,1219,2305,2256,135,2149,1,2024,2025,True,PHI,CHI
2024-25,1610612753,ORL,Orlando Magic,22401186,2025-04-13,ORL @ ATL,L,48.0,107.6,106.1,117.7,118.2,-10.1,-12.1,0.625,1.67,18.2,0.265,0.738,0.484,0.152,0.54,0.555,98.5,99.0,82.5,99,0.462,1,1231,1231,1231,121,1834,1605,1922,1373,1540,1353,1516,870,1554,1491,1283,1566,1269,1614,1,2024,2025,False,ATL,ORL
2024-25,1610612751,BKN,Brooklyn Nets,22401188,2025-04-13,BKN vs. NYK,L,48.0,107.1,108.2,113.6,115.3,-6.5,-7.1,0.553,1.11,16.7,0.2,0.725,0.495,0.196,0.595,0.618,98.7,97.5,81.25,97,0.46,1,1231,1231,1231,121,1681,1361,1653,2001,2264,1823,2186,1035,1356,2231,549,620,1559,1652,1,2024,2025,True,BKN,NYK
2024-25,1610612765,DET,Detroit Pistons,22401192,2025-04-13,DET @ MIL,L,53.0,118.6,122.0,126.5,128.4,-7.9,-6.4,0.686,2.69,21.5,0.322,0.816,0.515,0.119,0.579,0.588,100.9,98.72,82.26,109,0.473,1,1231,1231,1231,9,586,2201,1624,750,432,464,810,188,924,714,719,1080,1379,1501,1,2024,2025,False,MIL,DET
2024-25,1610612743,DEN,Denver Nuggets,22401193,2025-04-13,DEN @ HOU,W,48.0,126.5,127.3,110.8,113.3,15.6,14.0,0.622,3.11,20.0,0.318,0.672,0.52,0.091,0.568,0.62,99.9,98.5,82.08,99,0.593,1,1,1,1,121,315,1173,446,1405,235,826,865,1723,858,201,858,593,1387,332,1,2024,2025,False,HOU,DEN
2024-25,1610612749,MIL,Milwaukee Bucks,22401192,2025-04-13,MIL vs. DET,W,53.0,126.5,128.4,118.6,122.0,7.9,6.4,0.6,1.43,20.5,0.184,0.678,0.485,0.193,0.715,0.732,100.9,98.72,82.26,109,0.527,1,1,1,1,9,258,1873,837,1595,1886,674,2272,1644,1528,2198,16,17,1379,960,1,2024,2025,True,MIL,DET
2024-25,1610612764,WAS,Washington Wizards,22401190,2025-04-13,WAS @ MIA,W,48.0,116.1,116.7,115.4,114.6,0.8,2.1,0.717,3.0,23.1,0.174,0.776,0.484,0.108,0.6,0.61,102.4,102.5,85.42,102,0.49,1,1,1,1,121,981,1293,1134,478,261,206,2316,453,1538,465,477,713,609,1329,1,2024,2025,False,MIA,WAS
2024-25,1610612750,MIN,Minnesota Timberwolves,22401195,2025-04-13,MIN vs. UTA,W,48.0,114.8,119.6,106.2,107.1,8.6,12.4,0.5,1.77,16.4,0.37,0.765,0.562,0.134,0.536,0.552,99.9,97.5,81.25,97,0.546,1,1,1,1,121,736,701,525,2261,1406,1902,374,563,268,1065,1344,1609,1559,743,1,2024,2025,True,MIN,UTA
2024-25,1610612763,MEM,Memphis Grizzlies,22401194,2025-04-13,MEM vs. DAL,W,48.0,127.4,129.4,92.7,95.1,34.7,34.3,0.596,2.58,20.0,0.423,0.725,0.573,0.118,0.572,0.597,104.1,102.0,85.0,102,0.665,1,1,1,1,121,216,140,46,1643,494,826,100,1035,189,670,819,919,699,69,1,2024,2025,True,MEM,DAL
2024-25,1610612746,LAC,LA Clippers,22401198,2025-04-13,LAC @ GSW,W,53.0,122.9,125.3,116.5,119.0,6.3,6.3,0.583,1.75,20.0,0.333,0.825,0.582,0.162,0.64,0.66,91.9,90.11,75.09,99,0.527,1,1,1,1,9,408,1676,847,1784,1434,826,661,146,132,1702,179,225,2419,969,1,2024,2025,False,GSW,LAC
