season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away
2024-25,1610612747,LAL,Los Angeles Lakers,42400165,2025-04-30,LAL vs. MIN,L,48.0,100.0,101.1,104.5,108.4,-4.5,-7.4,0.727,1.6,18.5,0.229,0.576,0.421,0.158,0.494,0.539,97.3,95.0,79.17,95,0.441,1,79,79,79,11,126,61,109,10,80,49,137,150,147,107,107,99,91,113,1,2024,2025,True,LAL,MIN
2024-25,1610612744,GSW,Golden State Warriors,42400155,2025-04-30,GSW @ HOU,L,48.0,114.1,118.4,131.4,132.3,-17.3,-14.0,0.581,1.79,16.3,0.469,0.703,0.554,0.143,0.49,0.515,100.7,98.5,82.08,98,0.395,1,79,79,79,11,52,146,126,79,64,89,3,73,19,75,110,124,43,135,1,2024,2025,False,HOU,GSW
2024-25,1610612750,MIN,Minnesota Timberwolves,42400165,2025-04-30,MIN @ LAL,W,48.0,104.5,108.4,100.0,101.1,4.5,7.4,0.694,1.92,17.2,0.424,0.771,0.579,0.137,0.444,0.497,97.3,95.0,79.17,95,0.559,1,1,1,1,11,96,31,48,18,55,74,7,20,10,68,139,136,91,44,1,2024,2025,False,LAL,MIN
2024-25,1610612745,HOU,Houston Rockets,42400155,2025-04-30,HOU vs. GSW,W,48.0,131.4,132.3,114.1,118.4,17.3,14.0,0.535,1.77,17.3,0.297,0.531,0.446,0.131,0.635,0.692,100.7,98.5,82.08,99,0.605,1,1,1,1,11,11,104,31,112,66,72,84,154,137,62,11,6,43,22,1,2024,2025,True,HOU,GSW
2024-25,1610612749,MIL,Milwaukee Bucks,42400135,2025-04-29,MIL @ IND,L,53.0,110.9,108.3,108.9,110.2,2.0,-1.9,0.61,1.39,16.9,0.273,0.778,0.523,0.165,0.561,0.582,97.7,98.26,81.89,109,0.488,1,79,79,79,1,98,70,87,63,104,76,107,16,44,119,52,67,51,86,1,2024,2025,False,IND,MIL
2024-25,1610612738,BOS,Boston Celtics,42400115,2025-04-29,BOS vs. ORL,W,48.0,126.9,129.0,94.0,95.7,32.9,33.3,0.698,2.73,23.4,0.147,0.667,0.473,0.118,0.651,0.693,94.6,93.0,77.5,93,0.686,1,1,1,1,11,15,15,9,15,22,4,152,106,117,41,8,5,113,8,1,2024,2025,True,BOS,ORL
2024-25,1610612753,ORL,Orlando Magic,42400115,2025-04-29,ORL @ BOS,L,48.0,94.0,95.7,126.9,129.0,-32.9,-33.3,0.576,1.58,14.5,0.333,0.853,0.527,0.129,0.42,0.456,94.6,93.0,77.5,93,0.314,1,79,79,79,11,142,142,148,82,82,116,47,5,40,60,150,150,113,149,1,2024,2025,False,BOS,ORL
2024-25,1610612752,NYK,New York Knicks,42400125,2025-04-29,NYK vs. DET,L,48.0,101.1,106.2,103.1,108.2,-2.0,-2.0,0.487,1.27,14.0,0.357,0.636,0.495,0.155,0.483,0.505,102.4,97.5,81.25,97,0.457,1,79,79,79,11,109,57,88,131,112,126,36,126,82,99,117,132,59,101,1,2024,2025,True,NYK,DET
2024-25,1610612746,LAC,LA Clippers,42400175,2025-04-29,LAC @ DEN,L,48.0,121.9,121.1,133.5,139.4,-11.6,-18.3,0.674,2.9,21.2,0.289,0.732,0.5,0.105,0.591,0.61,96.2,94.5,78.75,95,0.451,1,79,79,79,11,40,152,133,26,17,16,92,45,76,22,27,41,95,105,1,2024,2025,False,DEN,LAC
2024-25,1610612743,DEN,Denver Nuggets,42400175,2025-04-29,DEN vs. LAC,W,48.0,133.5,139.4,121.9,121.1,11.6,18.3,0.604,2.9,21.6,0.268,0.711,0.5,0.106,0.657,0.681,96.2,94.5,78.75,94,0.549,1,1,1,1,11,5,117,24,67,17,13,111,63,76,26,5,8,95,52,1,2024,2025,True,DEN,LAC
2024-25,1610612754,IND,Indiana Pacers,42400135,2025-04-29,IND vs. MIL,W,53.0,108.9,110.2,110.9,108.3,-2.0,1.9,0.558,1.85,16.7,0.222,0.727,0.477,0.12,0.527,0.565,97.7,98.26,81.89,108,0.512,1,1,1,1,1,87,59,70,98,61,80,140,49,113,44,76,80,51,71,1,2024,2025,True,IND,MIL
2024-25,1610612765,DET,Detroit Pistons,42400125,2025-04-29,DET @ NYK,W,48.0,103.1,108.2,101.1,106.2,2.0,2.0,0.583,1.5,15.2,0.364,0.643,0.505,0.143,0.471,0.526,102.4,97.5,81.25,98,0.543,1,1,1,1,11,100,48,69,78,91,105,31,121,75,75,129,119,59,56,1,2024,2025,False,NYK,DET
2024-25,1610612739,CLE,Cleveland Cavaliers,42400104,2025-04-28,CLE @ MIA,W,48.0,136.6,142.3,83.3,84.7,53.3,57.6,0.553,2.17,19.3,0.286,0.705,0.534,0.124,0.674,0.711,100.3,97.5,81.25,97,0.793,1,1,1,1,11,2,2,1,102,44,35,97,70,34,50,4,3,59,1,1,2024,2025,False,MIA,CLE
2024-25,1610612745,HOU,Houston Rockets,42400154,2025-04-28,HOU @ GSW,L,48.0,116.9,119.1,112.7,123.9,4.2,-4.8,0.474,1.38,14.5,0.395,0.647,0.532,0.146,0.565,0.585,93.7,88.5,73.75,89,0.48,1,79,79,79,11,48,129,99,133,105,114,15,117,36,85,50,64,143,93,1,2024,2025,False,GSW,HOU
2024-25,1610612748,MIA,Miami Heat,42400104,2025-04-28,MIA vs. CLE,L,48.0,83.3,84.7,136.6,142.3,-53.3,-57.6,0.531,0.89,12.9,0.295,0.714,0.466,0.194,0.416,0.434,100.3,97.5,81.25,98,0.207,1,79,79,79,11,155,155,156,114,148,136,86,57,123,136,151,155,59,156,1,2024,2025,True,MIA,CLE
2024-25,1610612744,GSW,Golden State Warriors,42400154,2025-04-28,GSW vs. HOU,W,48.0,112.7,123.9,116.9,119.1,-4.2,4.8,0.75,2.7,20.3,0.353,0.605,0.468,0.114,0.517,0.57,93.7,88.5,73.75,88,0.52,1,1,1,1,11,28,109,58,6,23,21,39,142,121,38,87,78,143,64,1,2024,2025,True,GSW,HOU
2024-25,1610612754,IND,Indiana Pacers,42400134,2025-04-27,IND @ MIL,W,48.0,134.8,135.8,107.9,109.6,26.9,26.2,0.72,3.0,26.3,0.235,0.774,0.563,0.126,0.711,0.727,95.6,94.5,78.75,95,0.642,1,1,1,1,11,8,66,14,11,11,1,133,18,18,54,2,1,95,12,1,2024,2025,False,MIL,IND
2024-25,1610612749,MIL,Milwaukee Bucks,42400134,2025-04-27,MIL vs. IND,L,48.0,107.9,109.6,134.8,135.8,-26.9,-26.2,0.676,3.13,19.1,0.226,0.765,0.437,0.085,0.5,0.534,95.6,94.5,78.75,94,0.358,1,79,79,79,11,91,149,143,24,9,39,139,24,139,12,96,109,95,145,1,2024,2025,True,MIL,IND
2024-25,1610612738,BOS,Boston Celtics,42400114,2025-04-27,BOS @ ORL,W,48.0,116.2,115.1,98.2,105.4,18.0,9.7,0.5,1.55,13.9,0.273,0.731,0.521,0.118,0.494,0.581,95.9,93.0,77.5,93,0.582,1,1,1,1,11,64,44,40,121,87,127,107,47,49,41,107,70,113,33,1,2024,2025,False,ORL,BOS
2024-25,1610612750,MIN,Minnesota Timberwolves,42400164,2025-04-27,MIN vs. LAL,W,48.0,121.4,126.1,122.8,121.5,-1.4,4.6,0.5,2.11,14.3,0.386,0.711,0.529,0.098,0.5,0.555,93.8,92.5,77.08,92,0.495,1,1,1,1,11,23,121,59,121,46,121,20,63,38,17,96,87,119,81,1,2024,2025,True,MIN,LAL
2024-25,1610612753,ORL,Orlando Magic,42400114,2025-04-27,ORL vs. BOS,L,48.0,98.2,105.4,116.2,115.1,-18.0,-9.7,0.605,2.3,17.8,0.269,0.727,0.479,0.108,0.477,0.506,95.9,93.0,77.5,93,0.418,1,79,79,79,11,113,93,117,65,35,61,110,49,106,29,124,131,113,124,1,2024,2025,True,ORL,BOS
2024-25,1610612765,DET,Detroit Pistons,42400124,2025-04-27,DET vs. NYK,L,48.0,96.4,98.9,97.0,98.9,-0.6,0.0,0.5,0.95,13.8,0.36,0.705,0.55,0.202,0.47,0.508,96.7,94.5,78.75,94,0.551,1,79,79,79,11,135,23,79,121,145,128,33,70,24,142,130,129,95,51,1,2024,2025,True,DET,NYK
2024-25,1610612752,NYK,New York Knicks,42400124,2025-04-27,NYK @ DET,W,48.0,97.0,98.9,96.4,98.9,0.6,0.0,0.559,1.9,14.4,0.295,0.64,0.45,0.105,0.456,0.475,96.7,94.5,78.75,95,0.449,1,1,1,1,11,134,22,78,94,58,118,86,124,133,22,135,145,95,106,1,2024,2025,False,DET,NYK
2024-25,1610612747,LAL,Los Angeles Lakers,42400164,2025-04-27,LAL @ MIN,L,48.0,122.8,121.5,121.4,126.1,1.4,-4.6,0.639,1.92,17.8,0.289,0.614,0.471,0.129,0.569,0.621,93.8,92.5,77.08,93,0.505,1,79,79,79,11,36,134,98,48,56,61,92,136,119,60,47,29,119,76,1,2024,2025,False,MIN,LAL
2024-25,1610612739,CLE,Cleveland Cavaliers,42400103,2025-04-26,CLE @ MIA,W,48.0,133.6,136.3,94.2,94.6,39.5,41.7,0.696,2.91,22.9,0.405,0.826,0.625,0.121,0.622,0.654,92.6,91.5,76.25,91,0.698,1,1,1,1,11,7,10,5,17,16,6,11,7,2,45,13,14,125,5,1,2024,2025,False,MIA,CLE
2024-25,1610612748,MIA,Miami Heat,42400103,2025-04-26,MIA vs. CLE,L,48.0,94.2,94.6,133.6,136.3,-39.5,-41.7,0.563,1.06,15.3,0.174,0.595,0.375,0.185,0.526,0.541,92.6,91.5,76.25,92,0.302,1,79,79,79,11,147,150,152,89,137,104,150,146,155,133,77,96,125,152,1,2024,2025,True,MIA,CLE
2024-25,1610612744,GSW,Golden State Warriors,42400153,2025-04-26,GSW vs. HOU,W,48.0,107.7,110.6,96.3,100.0,11.3,10.6,0.667,2.6,19.3,0.278,0.655,0.473,0.106,0.511,0.538,96.6,93.5,77.92,94,0.583,1,1,1,1,11,85,26,37,27,27,35,104,114,115,26,89,100,111,32,1,2024,2025,True,GSW,HOU
2024-25,1610612745,HOU,Houston Rockets,42400153,2025-04-26,HOU @ GSW,L,48.0,96.3,100.0,107.7,110.6,-11.3,-10.6,0.559,1.27,14.4,0.345,0.722,0.527,0.161,0.459,0.482,96.6,93.5,77.92,93,0.417,1,79,79,79,11,128,72,120,94,112,118,43,53,42,114,133,142,111,125,1,2024,2025,False,GSW,HOU
2024-25,1610612743,DEN,Denver Nuggets,42400174,2025-04-26,DEN @ LAC,W,48.0,105.2,111.0,107.6,110.0,-2.4,1.0,0.7,2.0,20.3,0.388,0.712,0.554,0.154,0.517,0.537,94.0,90.5,75.42,91,0.527,1,1,1,1,11,82,68,73,14,48,24,17,61,19,98,88,102,131,61,1,2024,2025,False,LAC,DEN
2024-25,1610612760,OKC,Oklahoma City Thunder,42400144,2025-04-26,OKC @ MEM,W,48.0,111.0,114.7,109.3,111.7,1.7,3.1,0.537,2.75,15.8,0.268,0.614,0.42,0.078,0.473,0.535,105.3,102.5,85.42,102,0.496,1,1,1,1,11,67,77,62,111,21,98,113,138,148,4,127,106,15,79,1,2024,2025,False,MEM,OKC
2024-25,1610612746,LAC,LA Clippers,42400174,2025-04-26,LAC vs. DEN,L,48.0,107.6,110.0,105.2,111.0,2.4,-1.0,0.641,2.5,19.2,0.288,0.612,0.446,0.111,0.5,0.521,94.0,90.5,75.42,90,0.473,1,79,79,79,11,88,75,84,46,31,38,95,140,137,34,96,122,131,96,1,2024,2025,True,LAC,DEN
2024-25,1610612763,MEM,Memphis Grizzlies,42400144,2025-04-26,MEM vs. OKC,L,48.0,109.3,111.7,111.0,114.7,-1.7,-3.1,0.649,1.09,16.8,0.386,0.732,0.58,0.214,0.538,0.617,105.3,102.5,85.42,103,0.504,1,79,79,79,11,80,89,95,40,134,79,18,44,9,147,67,32,15,78,1,2024,2025,True,MEM,OKC
