season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end
2018-19,1610612761,TOR,Toronto Raptors,41800401,2019-05-30T00:00:00,TOR vs. GSW,W,48.0,29.3,57.8,0.506,9.8,24.8,0.394,20.3,24.0,0.844,5.3,21.8,27.0,18.8,7.5,4.5,4.5,1.5,19.5,20.3,88.5,6.8,1,1,1,1,9,61,150,21,43,73,46,14,17,50,120,133,149,45,26,88,37,11,140,10,28,41,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800401,2019-05-30T00:00:00,GSW @ TOR,L,48.0,25.5,58.5,0.436,9.0,23.3,0.387,21.8,23.3,0.935,6.8,21.8,28.5,21.8,12.8,4.5,1.5,4.5,20.3,19.5,81.8,-6.8,1,83,83,83,9,128,146,90,59,90,56,7,24,9,87,133,139,18,132,88,132,113,149,17,66,122,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800306,2019-05-25T00:00:00,TOR vs. MIL,W,48.0,27.0,55.5,0.486,9.0,20.3,0.444,12.0,16.5,0.727,4.5,24.0,28.5,15.0,8.3,5.3,3.0,5.3,18.0,16.5,75.0,4.5,1,1,1,1,9,101,162,37,59,131,13,117,106,116,146,101,139,106,37,72,83,129,118,68,112,53,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800306,2019-05-25T00:00:00,MIL @ TOR,L,48.0,22.5,56.3,0.4,9.0,25.5,0.353,16.5,23.3,0.71,9.0,22.5,31.5,14.3,8.3,5.3,5.3,3.0,16.5,18.0,70.5,-4.5,1,83,83,83,9,154,158,120,59,65,82,51,24,124,39,125,103,118,37,72,24,55,73,32,139,110,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800305,2019-05-23T00:00:00,MIL vs. TOR,L,48.0,28.5,63.0,0.452,7.5,23.3,0.323,9.8,13.5,0.722,6.0,33.8,39.8,19.5,8.3,1.5,1.5,3.0,16.5,12.0,74.3,-4.5,1,83,83,83,9,76,101,76,102,90,99,139,135,117,101,7,15,36,37,162,132,55,73,155,118,110,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800305,2019-05-23T00:00:00,TOR @ MIL,W,48.0,23.3,63.0,0.369,13.5,32.3,0.419,18.8,23.3,0.806,7.5,26.3,33.8,14.3,4.5,4.5,3.0,1.5,12.0,16.5,78.8,4.5,1,1,1,1,9,150,101,153,3,9,34,21,24,68,70,67,67,118,3,88,83,11,5,68,84,53,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800304,2019-05-21T00:00:00,TOR vs. MIL,W,48.0,30.8,65.3,0.471,10.5,30.8,0.341,18.0,20.3,0.889,7.5,25.5,33.0,24.0,8.3,6.8,3.8,5.3,17.3,16.5,90.0,13.5,1,1,1,1,9,43,71,53,35,14,88,30,52,23,70,78,81,6,37,28,57,129,98,68,22,22,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800304,2019-05-21T00:00:00,MIL @ TOR,L,48.0,27.8,60.0,0.463,8.3,26.3,0.314,12.8,19.5,0.654,5.3,24.8,30.0,22.5,9.8,6.0,5.3,3.8,16.5,17.3,76.5,-13.5,1,83,83,83,9,88,134,65,76,57,107,100,62,149,120,90,126,14,65,50,24,85,73,48,103,142,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800314,2019-05-20T00:00:00,POR vs. GSW,L,53.0,31.9,66.6,0.48,10.9,27.8,0.39,4.8,6.8,0.7,4.1,21.7,25.8,21.1,8.8,3.4,4.1,3.4,10.2,11.5,79.5,-1.4,1,83,83,83,5,28,61,44,33,40,54,161,161,128,156,140,156,23,51,134,54,84,3,161,83,84,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800314,2019-05-20T00:00:00,GSW @ POR,W,53.0,31.2,67.2,0.465,8.2,26.5,0.308,10.2,12.9,0.789,10.2,27.8,38.0,20.4,10.2,6.8,3.4,4.1,11.5,10.2,80.8,1.4,1,1,1,1,5,42,46,62,100,56,115,138,142,80,25,48,28,26,88,27,81,109,4,162,78,81,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800303,2019-05-19T00:00:00,MIL @ TOR,L,58.0,23.6,63.3,0.373,8.7,27.3,0.318,13.7,20.5,0.667,8.1,31.0,39.1,13.7,12.4,8.7,3.1,6.2,18.6,18.6,69.5,-3.7,1,83,83,83,3,149,98,146,75,47,102,85,51,141,69,22,19,133,131,9,82,149,134,30,145,101,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800303,2019-05-19T00:00:00,TOR vs. MIL,W,58.0,24.8,63.3,0.392,10.6,27.9,0.378,13.0,16.1,0.808,5.0,29.2,34.1,17.4,10.6,6.8,6.2,3.1,18.6,18.6,73.2,3.7,1,1,1,1,3,138,98,134,34,39,65,99,114,66,144,35,66,70,105,26,16,83,134,30,129,64,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800313,2019-05-18T00:00:00,POR vs. GSW,L,48.0,25.5,63.8,0.4,8.3,26.3,0.314,15.0,24.8,0.606,7.5,23.3,30.8,16.5,8.3,6.8,2.3,3.8,17.3,18.0,74.3,-8.3,1,83,83,83,9,128,89,120,76,57,107,70,15,156,70,113,116,82,37,28,112,85,98,32,118,127,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800313,2019-05-18T00:00:00,GSW @ POR,W,48.0,30.8,63.0,0.488,6.0,19.5,0.308,15.0,17.3,0.87,5.3,31.5,36.8,20.3,10.5,6.8,3.8,2.3,18.0,17.3,82.5,8.3,1,1,1,1,9,43,101,34,130,141,115,70,94,35,120,17,35,27,89,28,57,34,118,48,61,36,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800302,2019-05-17T00:00:00,MIL vs. TOR,W,48.0,32.3,69.0,0.467,9.8,30.8,0.317,19.5,26.3,0.743,8.3,31.5,39.8,20.3,5.3,4.5,3.0,4.5,19.5,22.5,93.8,16.5,1,1,1,1,9,21,28,59,43,14,104,18,8,110,55,17,15,27,9,88,83,113,140,6,9,9,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800302,2019-05-17T00:00:00,TOR @ MIL,L,48.0,27.8,65.3,0.425,7.5,24.0,0.313,14.3,18.8,0.76,4.5,25.5,30.0,14.3,10.5,2.3,4.5,3.0,22.5,19.5,77.3,-16.5,1,83,83,83,9,88,71,97,102,82,111,82,73,98,146,78,126,118,89,151,37,55,158,17,99,151,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800312,2019-05-16T00:00:00,POR @ GSW,L,48.0,28.5,64.5,0.442,13.5,29.3,0.462,12.8,13.5,0.944,7.5,20.3,27.8,17.3,9.8,6.0,0.8,6.8,16.5,15.8,83.3,-2.3,1,83,83,83,9,76,77,87,3,24,9,100,135,5,70,146,143,71,65,50,155,150,73,94,57,87,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800312,2019-05-16T00:00:00,GSW vs. POR,W,48.0,31.5,61.5,0.512,6.8,21.8,0.31,15.8,20.3,0.778,9.0,28.5,37.5,22.5,12.0,3.0,6.8,0.8,15.8,16.5,85.5,2.3,1,1,1,1,9,29,116,17,118,109,113,61,52,85,39,36,29,14,117,135,11,1,51,68,44,75,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800301,2019-05-15T00:00:00,TOR @ MIL,L,48.0,25.5,69.0,0.37,11.3,31.5,0.357,12.8,15.0,0.85,6.0,28.5,34.5,12.8,9.0,6.8,3.0,8.3,15.8,12.0,75.0,-6.0,1,83,83,83,9,128,28,152,16,11,74,100,123,46,101,36,59,144,52,28,83,157,51,155,112,116,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800301,2019-05-15T00:00:00,MIL vs. TOR,W,48.0,27.8,69.8,0.398,8.3,33.0,0.25,17.3,20.3,0.852,11.3,33.8,45.0,15.8,9.8,6.0,8.3,3.0,12.0,15.8,81.0,6.0,1,1,1,1,9,88,22,126,76,7,140,42,52,44,16,7,2,96,65,50,3,55,5,94,70,44,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800311,2019-05-14T00:00:00,POR @ GSW,L,48.0,22.5,62.3,0.361,5.3,21.0,0.25,20.3,23.3,0.871,12.0,23.3,35.3,15.8,15.8,3.8,3.8,6.0,12.0,18.0,70.5,-16.5,1,83,83,83,9,154,110,159,140,117,140,14,24,33,7,113,52,96,161,116,57,142,5,32,139,151,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800311,2019-05-14T00:00:00,GSW vs. POR,W,48.0,31.5,63.0,0.5,12.8,24.8,0.515,11.3,13.5,0.833,8.3,23.3,31.5,22.5,10.5,9.8,6.0,3.8,18.0,12.0,87.0,16.5,1,1,1,1,9,29,101,25,5,73,3,127,135,51,55,113,103,14,89,4,17,85,118,155,34,9,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800237,2019-05-12T00:00:00,POR @ DEN,W,48.0,28.5,69.8,0.409,3.0,19.5,0.154,15.0,18.0,0.833,9.0,32.3,41.3,12.0,3.0,3.8,5.3,6.8,23.3,17.3,75.0,3.0,1,1,1,1,9,76,22,115,161,141,160,70,79,51,39,13,8,154,1,116,24,150,160,48,112,66,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800217,2019-05-12T00:00:00,TOR vs. PHI,W,48.0,25.5,66.8,0.382,5.3,22.5,0.233,12.8,14.3,0.895,12.0,24.8,36.8,11.3,7.5,7.5,3.0,5.3,16.5,15.8,69.0,1.5,1,1,1,1,9,128,47,141,140,101,148,100,132,20,7,90,35,157,26,14,83,129,73,94,146,80,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,41800237,2019-05-12T00:00:00,DEN vs. POR,L,48.0,24.8,66.8,0.371,1.5,14.3,0.105,21.0,29.3,0.718,9.8,28.5,38.3,11.3,3.8,0.8,6.8,5.3,17.3,23.3,72.0,-3.0,1,83,83,83,9,139,47,150,163,160,163,11,4,121,26,36,24,157,2,164,11,129,98,3,132,91,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,41800217,2019-05-12T00:00:00,PHI @ TOR,L,48.0,21.0,48.8,0.431,6.8,20.3,0.333,18.8,22.5,0.833,3.8,27.0,30.8,12.0,12.8,3.0,5.3,3.0,15.8,16.5,67.5,-1.5,1,83,83,83,9,161,164,95,118,131,90,21,35,51,157,56,116,154,132,135,24,55,51,68,151,85,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800226,2019-05-10T00:00:00,GSW @ HOU,W,48.0,31.5,63.8,0.494,12.0,28.5,0.421,13.5,17.3,0.783,7.5,18.8,26.3,18.8,12.8,6.8,5.3,0.8,14.3,16.5,88.5,3.8,1,1,1,1,9,29,89,30,13,31,31,86,94,82,70,159,153,45,132,28,24,1,26,68,28,56,1,2018,2019
2018-19,1610612745,HOU,Houston Rockets,41800226,2019-05-10T00:00:00,HOU vs. GSW,L,48.0,31.5,66.8,0.472,12.8,29.3,0.436,9.0,12.8,0.706,9.0,21.0,30.0,15.8,12.8,6.8,0.8,5.3,16.5,14.3,84.8,-3.8,1,83,83,83,9,29,47,51,5,24,18,145,143,127,39,141,126,96,132,28,155,129,73,129,48,102,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800236,2019-05-09T00:00:00,POR vs. DEN,W,48.0,30.8,66.8,0.461,11.3,24.8,0.455,16.5,22.5,0.733,8.3,24.0,32.3,13.5,6.8,3.0,3.8,2.3,15.0,17.3,89.3,8.3,1,1,1,1,9,43,47,68,16,73,10,51,35,115,55,101,90,135,20,135,57,34,39,48,26,36,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,41800216,2019-05-09T00:00:00,PHI vs. TOR,W,48.0,30.8,66.8,0.461,7.5,21.0,0.357,15.0,19.5,0.769,12.0,27.0,39.0,20.3,13.5,3.8,2.3,3.0,16.5,18.0,84.0,8.3,1,1,1,1,9,43,47,68,102,117,74,70,62,93,7,56,20,27,144,116,112,55,73,32,52,36,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,41800236,2019-05-09T00:00:00,DEN @ POR,L,48.0,24.8,64.5,0.384,9.0,24.0,0.375,22.5,24.0,0.938,12.0,21.0,33.0,16.5,5.3,5.3,2.3,3.8,17.3,15.0,81.0,-8.3,1,83,83,83,9,139,77,139,59,82,66,4,17,7,7,141,81,82,9,72,112,85,98,115,70,127,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800216,2019-05-09T00:00:00,TOR @ PHI,L,48.0,26.3,60.8,0.432,6.8,27.0,0.25,16.5,21.8,0.759,6.8,18.8,25.5,18.8,9.0,6.8,3.0,2.3,18.0,16.5,75.8,-8.3,1,83,83,83,9,115,124,92,118,48,140,51,42,100,87,159,157,45,52,28,83,34,118,68,106,127,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800205,2019-05-08T00:00:00,MIL vs. BOS,W,48.0,31.5,70.5,0.447,11.3,35.3,0.319,12.8,16.5,0.773,9.0,34.5,43.5,20.3,12.8,6.0,5.3,0.8,17.3,13.5,87.0,18.8,1,1,1,1,9,29,17,82,16,2,101,100,106,90,39,4,3,27,132,50,24,1,98,140,34,7,2,2018,2019
2018-19,1610612738,BOS,Boston Celtics,41800205,2019-05-08T00:00:00,BOS @ MIL,L,48.0,21.8,69.8,0.312,5.3,29.3,0.179,19.5,25.5,0.765,9.0,27.0,36.0,14.3,10.5,6.8,0.8,5.3,13.5,17.3,68.3,-18.8,1,83,83,83,9,159,22,164,140,24,158,18,11,95,39,56,44,118,89,28,155,129,18,48,148,158,2,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800225,2019-05-08T00:00:00,GSW vs. HOU,W,48.0,29.3,63.8,0.459,9.8,27.8,0.351,9.8,13.5,0.722,9.0,22.5,31.5,21.0,11.3,4.5,0.8,2.3,14.3,15.0,78.0,3.8,1,1,1,1,9,61,89,71,43,41,83,139,135,117,39,125,103,24,108,88,155,34,26,115,90,56,1,2018,2019
2018-19,1610612745,HOU,Houston Rockets,41800225,2019-05-08T00:00:00,HOU @ GSW,L,48.0,24.8,59.3,0.418,9.0,30.8,0.293,15.8,18.0,0.875,6.0,23.3,29.3,14.3,12.8,7.5,2.3,0.8,15.0,14.3,74.3,-3.8,1,83,83,83,9,139,139,108,59,14,125,61,79,31,101,113,134,118,132,14,112,1,39,129,118,102,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800215,2019-05-07T00:00:00,TOR vs. PHI,W,48.0,30.0,61.5,0.488,12.0,30.0,0.4,21.8,24.8,0.879,4.5,27.0,31.5,16.5,9.8,9.0,1.5,3.8,13.5,19.5,93.8,27.0,1,1,1,1,9,53,116,35,13,20,44,7,15,30,146,56,103,82,65,5,132,85,18,17,9,1,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800235,2019-05-07T00:00:00,POR @ DEN,L,48.0,27.0,73.5,0.367,7.5,27.8,0.27,12.0,22.5,0.533,9.8,22.5,32.3,14.3,4.5,4.5,3.8,3.0,17.3,16.5,73.5,-19.5,1,83,83,83,9,101,5,154,102,41,133,117,35,163,26,125,90,118,3,88,57,55,98,68,125,159,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,41800215,2019-05-07T00:00:00,PHI @ TOR,L,48.0,24.8,59.3,0.418,4.5,18.0,0.25,12.8,15.0,0.85,3.8,24.0,27.8,14.3,14.3,4.5,3.8,1.5,19.5,13.5,66.8,-27.0,1,83,83,83,9,139,139,108,151,149,140,100,123,46,157,101,143,118,151,88,57,11,140,140,157,164,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,41800235,2019-05-07T00:00:00,DEN vs. POR,W,48.0,33.0,66.8,0.494,6.0,18.0,0.333,21.0,23.3,0.903,7.5,39.0,46.5,19.5,6.0,3.0,3.0,3.8,16.5,17.3,93.0,19.5,1,1,1,1,9,15,47,28,130,149,90,11,24,16,70,1,1,36,15,135,83,85,73,48,11,6,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800224,2019-05-06T00:00:00,GSW @ HOU,L,48.0,31.5,67.5,0.467,6.0,24.8,0.242,12.0,17.3,0.696,6.0,26.3,32.3,18.0,8.3,4.5,1.5,4.5,15.8,17.3,81.0,-3.0,1,83,83,83,9,29,35,60,130,73,146,117,94,132,101,67,90,61,37,88,132,113,51,48,70,91,1,2018,2019
2018-19,1610612745,HOU,Houston Rockets,41800224,2019-05-06T00:00:00,HOU vs. GSW,W,48.0,29.3,66.8,0.438,12.8,37.5,0.34,12.8,18.0,0.708,9.8,27.8,37.5,13.5,10.5,4.5,4.5,1.5,17.3,15.8,84.0,3.0,1,1,1,1,9,61,47,89,5,1,89,100,79,125,26,49,29,135,89,88,37,11,98,94,52,66,1,2018,2019
2018-19,1610612738,BOS,Boston Celtics,41800204,2019-05-06T00:00:00,BOS vs. MIL,L,48.0,25.5,67.5,0.378,6.8,30.8,0.22,18.0,22.5,0.8,6.8,31.5,38.3,18.8,8.3,2.3,3.8,3.8,15.0,18.8,75.8,-9.0,1,83,83,83,9,128,35,143,118,14,150,30,35,72,87,17,24,45,37,151,57,85,39,26,106,130,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800204,2019-05-06T00:00:00,MIL @ BOS,W,48.0,33.0,75.0,0.44,6.0,27.8,0.216,12.8,18.8,0.68,8.3,33.8,42.0,18.8,5.3,3.0,3.8,3.8,18.8,15.0,84.8,9.0,1,1,1,1,9,15,1,88,130,41,152,100,73,138,55,7,5,45,9,135,57,85,136,115,48,34,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800234,2019-05-05T00:00:00,POR vs. DEN,L,48.0,29.3,61.5,0.476,9.0,21.0,0.429,16.5,21.0,0.786,9.0,23.3,32.3,13.5,10.5,3.0,3.8,3.0,20.3,16.5,84.0,-3.0,1,83,83,83,9,61,116,48,59,117,20,51,46,81,39,113,90,135,89,135,57,55,149,68,52,91,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,41800214,2019-05-05T00:00:00,PHI vs. TOR,L,48.0,24.8,61.5,0.402,9.0,28.5,0.316,13.5,18.8,0.72,8.3,24.0,32.3,16.5,9.8,6.0,4.5,2.3,17.3,18.0,72.0,-3.8,1,83,83,83,9,139,116,119,59,31,105,86,73,119,55,101,90,82,65,50,37,34,98,32,132,102,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800214,2019-05-05T00:00:00,TOR @ PHI,W,48.0,26.3,57.0,0.461,7.5,23.3,0.323,15.8,19.5,0.808,6.0,26.3,32.3,14.3,10.5,4.5,2.3,4.5,18.0,17.3,75.8,3.8,1,1,1,1,9,115,156,70,102,90,99,61,62,66,101,67,90,118,89,88,112,113,118,48,106,56,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,41800234,2019-05-05T00:00:00,DEN @ POR,W,48.0,30.0,69.0,0.435,8.3,18.8,0.44,18.8,21.0,0.893,12.8,21.0,33.8,15.8,7.5,5.3,3.0,3.8,16.5,20.3,87.0,3.0,1,1,1,1,9,53,28,91,76,146,16,21,46,22,4,141,67,96,26,72,83,85,73,10,34,66,1,2018,2019
2018-19,1610612744,GSW,Golden State Warriors,41800223,2019-05-04T00:00:00,GSW @ HOU,L,53.0,28.5,64.5,0.442,9.5,22.4,0.424,15.6,19.7,0.793,4.8,19.0,23.8,18.3,5.4,4.1,4.1,4.1,14.9,16.3,82.2,-3.4,1,83,83,83,5,75,76,86,58,106,26,69,61,78,145,158,163,60,14,115,54,109,38,93,65,100,1,2018,2019
2018-19,1610612745,HOU,Houston Rockets,41800223,2019-05-04T00:00:00,HOU vs. GSW,W,53.0,30.6,63.2,0.484,12.2,28.5,0.429,12.2,17.7,0.692,11.5,25.8,37.4,13.6,10.9,2.7,4.1,4.1,16.3,14.9,85.6,3.4,1,1,1,1,5,52,100,38,12,30,20,116,93,133,15,77,34,134,106,150,54,109,72,127,43,65,1,2018,2019
2018-19,1610612749,MIL,Milwaukee Bucks,41800203,2019-05-03T00:00:00,MIL @ BOS,W,48.0,31.5,62.3,0.506,11.3,27.8,0.405,18.0,27.0,0.667,5.3,27.8,33.0,17.3,11.3,6.0,5.3,2.3,19.5,20.3,92.3,5.3,1,1,1,1,9,29,110,23,16,41,42,30,7,141,120,49,81,71,108,50,24,34,140,10,12,50,1,2018,2019
2018-19,1610612743,DEN,Denver Nuggets,41800233,2019-05-03T00:00:00,DEN @ POR,L,68.0,28.6,63.0,0.454,7.9,22.2,0.357,7.4,10.6,0.7,12.7,22.2,34.9,14.8,11.1,5.8,4.2,2.6,14.3,12.7,72.5,-1.6,1,83,83,83,1,74,101,74,101,107,74,151,151,128,5,132,58,117,107,71,53,54,37,154,131,86,1,2018,2019
2018-19,1610612738,BOS,Boston Celtics,41800203,2019-05-03T00:00:00,BOS vs. MIL,L,48.0,26.3,60.8,0.432,12.0,30.0,0.4,22.5,24.0,0.938,4.5,28.5,33.0,18.0,13.5,6.8,2.3,5.3,20.3,19.5,87.0,-5.3,1,83,83,83,9,115,124,92,13,20,44,4,17,7,146,36,81,61,144,28,112,129,149,17,34,113,1,2018,2019
2018-19,1610612757,POR,Portland Trail Blazers,41800233,2019-05-03T00:00:00,POR vs. DEN,W,68.0,27.5,65.6,0.419,6.4,22.2,0.286,12.7,14.8,0.857,12.7,20.1,32.8,12.2,7.4,6.9,2.6,4.2,12.7,14.3,74.1,1.6,1,1,1,1,1,100,70,104,129,107,130,115,131,40,5,154,89,153,25,25,111,112,11,128,124,79,1,2018,2019
2018-19,1610612761,TOR,Toronto Raptors,41800213,2019-05-02T00:00:00,TOR @ PHI,L,48.0,26.3,62.3,0.422,5.3,20.3,0.259,13.5,17.3,0.783,6.0,20.3,26.3,11.3,6.8,5.3,3.0,6.0,12.8,12.8,71.3,-15.8,1,83,83,83,9,115,110,100,140,131,138,86,94,82,101,146,153,157,20,72,83,142,12,148,137,148,1,2018,2019
2018-19,1610612755,PHI,Philadelphia 76ers,41800213,2019-05-02T00:00:00,PHI vs. TOR,W,48.0,32.3,63.0,0.512,7.5,17.3,0.435,15.0,17.3,0.87,6.8,27.0,33.8,21.8,9.8,3.0,6.0,3.0,12.8,12.8,87.0,15.8,1,1,1,1,9,21,101,18,102,155,19,70,94,35,87,56,67,18,65,135,17,55,12,148,34,15,1,2018,2019
