TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1610612745,Houston Rockets,HOU,82,82,0.43,23.66,36.3,0.652,0.652,0.43,23.66,36.3,0.652,0.0,0.0,0.0,
1610612760,Oklahoma City Thunder,OKC,82,82,0.447,22.3,35.88,0.622,0.622,0.447,22.3,35.88,0.622,0.0,0.0,0.0,
1610612741,Chicago Bulls,CHI,82,82,0.427,21.27,34.94,0.609,0.609,0.427,21.27,34.94,0.609,0.0,0.0,0.0,
1610612744,Golden State Warriors,GSW,82,82,0.422,21.84,34.79,0.628,0.628,0.422,21.84,34.79,0.628,0.0,0.0,0.0,
1610612753,Orlando Magic,ORL,82,82,0.425,22.06,34.59,0.638,0.638,0.425,22.06,34.59,0.638,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,82,82,0.406,21.33,34.4,0.62,0.62,0.406,21.33,34.4,0.62,0.0,0.0,0.0,
1610612752,New York Knicks,NYK,82,82,0.419,21.9,34.3,0.638,0.638,0.419,21.9,34.3,0.638,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,82,82,0.434,20.8,34.07,0.611,0.611,0.434,20.8,34.07,0.611,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,82,82,0.419,21.49,33.8,0.636,0.636,0.419,21.49,33.8,0.636,0.0,0.0,0.0,
1610612751,Brooklyn Nets,BKN,81,81,0.392,20.84,33.8,0.617,0.617,0.392,20.84,33.8,0.617,0.0,0.0,0.0,
1610612743,Denver Nuggets,DEN,81,81,0.399,21.57,33.62,0.642,0.642,0.399,21.57,33.62,0.642,0.0,0.0,0.0,
1610612764,Washington Wizards,WAS,82,82,0.414,20.84,33.54,0.621,0.621,0.414,20.84,33.54,0.621,0.0,0.0,0.0,
1610612747,Los Angeles Lakers,LAL,82,82,0.407,22.37,33.38,0.67,0.67,0.407,22.37,33.38,0.67,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,82,82,0.423,21.96,33.33,0.659,0.659,0.423,21.96,33.33,0.659,0.0,0.0,0.0,
1610612740,New Orleans Pelicans,NOP,82,82,0.394,21.12,32.93,0.641,0.641,0.394,21.12,32.93,0.641,0.0,0.0,0.0,
1610612757,Portland Trail Blazers,POR,82,82,0.405,19.7,32.85,0.599,0.599,0.405,19.7,32.85,0.599,0.0,0.0,0.0,
1610612756,Phoenix Suns,PHX,80,80,0.404,20.71,32.84,0.631,0.631,0.404,20.71,32.84,0.631,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,82,82,0.398,20.24,32.45,0.624,0.624,0.398,20.24,32.45,0.624,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,82,82,0.415,20.74,32.17,0.645,0.645,0.415,20.74,32.17,0.645,0.0,0.0,0.0,
1610612761,Toronto Raptors,TOR,81,81,0.411,19.95,32.0,0.623,0.623,0.411,19.95,32.0,0.623,0.0,0.0,0.0,
1610612759,San Antonio Spurs,SAS,81,81,0.413,19.49,31.98,0.61,0.61,0.413,19.49,31.98,0.61,0.0,0.0,0.0,
1610612762,Utah Jazz,UTA,82,82,0.414,18.91,31.84,0.594,0.594,0.414,18.91,31.84,0.594,0.0,0.0,0.0,
1610612765,Detroit Pistons,DET,82,82,0.386,18.87,30.65,0.616,0.616,0.386,18.87,30.65,0.616,0.0,0.0,0.0,
1610612746,LA Clippers,LAC,82,82,0.377,19.74,30.55,0.646,0.646,0.377,19.74,30.55,0.646,0.0,0.0,0.0,
1610612758,Sacramento Kings,SAC,82,82,0.385,19.5,30.5,0.639,0.639,0.385,19.5,30.5,0.639,0.0,0.0,0.0,
1610612754,Indiana Pacers,IND,81,81,0.378,18.98,29.9,0.635,0.635,0.378,18.98,29.9,0.635,0.0,0.0,0.0,
1610612766,Charlotte Hornets,CHA,82,82,0.364,19.09,29.72,0.642,0.642,0.364,19.09,29.72,0.642,0.0,0.0,0.0,
1610612737,Atlanta Hawks,ATL,82,82,0.359,18.01,29.59,0.609,0.609,0.359,18.01,29.59,0.609,0.0,0.0,0.0,
1610612742,Dallas Mavericks,DAL,81,81,0.378,18.8,28.46,0.661,0.661,0.378,18.8,28.46,0.661,0.0,0.0,0.0,
1610612763,Memphis Grizzlies,MEM,82,82,0.38,17.74,28.34,0.626,0.626,0.38,17.74,28.34,0.626,0.0,0.0,0.0,
