SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700404,2018-06-08T00:00:00,CLE vs. GSW,L,48.0,22.5,65.3,0.345,6.0,20.3,0.296,12.8,18.8,0.68,12.8,20.3,33.0,15.8,8.3,3.8,3.8,9.8,16.5,18.0,63.8,-17.3,1,83,83,83,9,156,45,163,121,102,126,75,47,134,3,145,66,81,41,121,52,163,110,22,158,155,1
2017-18,1610612744,GSW,Golden State Warriors,0041700404,2018-06-08T00:00:00,GSW @ CLE,W,48.0,29.3,64.5,0.453,10.5,28.5,0.368,12.0,12.0,1.0,7.5,25.5,33.0,18.8,7.5,5.3,9.8,3.8,18.0,16.5,81.0,17.3,1,1,1,1,9,66,55,83,25,15,68,84,140,1,50,68,66,40,28,79,2,89,132,48,51,10,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700403,2018-06-06T00:00:00,CLE vs. GSW,L,48.0,30.0,69.0,0.435,6.8,23.3,0.29,9.8,12.8,0.765,11.3,24.0,35.3,15.0,10.5,4.5,3.0,3.8,13.5,15.0,76.5,-6.0,1,83,83,83,9,54,17,104,98,65,128,121,132,86,15,91,36,93,90,102,80,89,31,82,86,104,1
2017-18,1610612744,GSW,Golden State Warriors,0041700403,2018-06-06T00:00:00,GSW @ CLE,W,48.0,31.5,60.8,0.519,6.8,19.5,0.346,12.8,14.3,0.895,4.5,23.3,27.8,20.3,8.3,4.5,3.8,3.0,15.0,13.5,82.5,6.0,1,1,1,1,9,31,102,22,98,112,87,75,111,17,122,102,128,22,41,102,52,56,73,119,46,53,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700402,2018-06-03T00:00:00,CLE @ GSW,L,48.0,27.8,67.5,0.411,6.8,20.3,0.333,15.0,19.5,0.769,12.0,19.5,31.5,18.8,8.3,6.8,3.0,6.0,11.3,18.8,77.3,-14.3,1,83,83,83,9,86,27,130,98,102,93,43,40,80,9,157,82,40,41,37,80,144,5,17,76,145,1
2017-18,1610612744,GSW,Golden State Warriors,0041700402,2018-06-03T00:00:00,GSW vs. CLE,W,48.0,35.3,61.5,0.573,11.3,27.0,0.417,9.8,15.8,0.619,5.3,25.5,30.8,21.0,9.0,2.3,6.0,3.0,18.8,11.3,91.5,14.3,1,1,1,1,9,10,92,5,16,25,34,121,86,143,103,68,91,16,58,149,14,56,144,158,11,17,1
2017-18,1610612739,CLE,Cleveland Cavaliers,0041700401,2018-05-31T00:00:00,CLE @ GSW,L,53.0,29.9,67.2,0.444,6.8,25.1,0.27,10.9,14.9,0.727,12.9,23.1,36.0,12.2,8.2,3.4,2.0,4.1,12.2,12.2,77.4,-6.8,1,83,83,83,1,65,35,96,96,45,138,112,109,114,2,118,27,140,40,135,143,114,17,147,75,117,1
2017-18,1610612744,GSW,Golden State Warriors,0041700401,2018-05-31T00:00:00,GSW vs. CLE,W,53.0,31.2,61.1,0.511,8.8,24.5,0.361,12.9,13.6,0.95,2.7,23.1,25.8,21.1,5.4,6.8,4.1,2.0,12.2,12.2,84.2,6.8,1,1,1,1,1,38,101,31,56,55,75,73,124,4,158,118,150,15,12,36,50,22,17,147,40,48,1
2017-18,1610612745,HOU,Houston Rockets,0041700317,2018-05-28T00:00:00,HOU vs. GSW,L,48.0,27.0,67.5,0.4,5.3,33.0,0.159,9.8,16.5,0.591,12.8,20.3,33.0,12.8,9.0,9.8,2.3,5.3,12.8,16.5,69.0,-6.8,1,83,83,83,9,105,27,136,135,2,161,121,74,152,3,145,66,130,58,3,110,129,19,48,134,113,1
2017-18,1610612744,GSW,Golden State Warriors,0041700317,2018-05-28T00:00:00,GSW @ HOU,W,48.0,29.3,60.0,0.488,12.0,29.3,0.41,5.3,10.5,0.5,8.3,23.3,31.5,18.8,12.8,6.8,5.3,2.3,16.5,12.8,75.8,6.8,1,1,1,1,9,66,114,45,8,9,39,160,147,163,35,102,82,40,132,37,23,23,110,135,98,49,1
2017-18,1610612738,BOS,Boston Celtics,0041700307,2018-05-27T00:00:00,BOS vs. CLE,L,48.0,21.8,63.8,0.341,5.3,29.3,0.179,10.5,14.3,0.737,8.3,23.3,31.5,13.5,4.5,4.5,0.0,3.0,15.0,15.8,59.3,-6.0,1,83,83,83,9,161,63,164,135,9,160,113,111,108,35,102,82,115,4,102,162,56,73,56,164,104,1
