season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2015-16,2216,Zach Randolph,Zach,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,25.7,0.905,0.095,0.917,0.167,0.0,0.083,0.083,0.167,0.75,0.545,0.455,0.0,0.0,0.545,0.455,11,21,0.524,1,13074,13074,13074,11123,8281,16617,5178,8312,11051,9396,12949,8724,4273,9736,11194,10164,2592,12931,9550,393,510,7823,1.0,25:41,2015,2016
2015-16,203798,PJ Hairston,PJ,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,17.1,0.375,0.625,0.4,0.0,0.6,0.0,0.0,1.0,0.4,0.0,1.0,1.0,0.0,0.5,0.5,2,8,0.25,1,13074,13074,13074,18176,21779,2954,16416,11228,2448,9917,14161,1,11363,16482,1,1,2592,12979,6652,14994,10529,19755,1.0,17:08,2015,2016
2015-16,200770,Jordan Farmar,Jordan,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,21.5,0.556,0.444,0.667,0.667,0.333,0.222,0.0,0.222,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,9,0.444,1,13074,13074,13074,14601,17923,6733,9490,868,7002,5158,14161,6783,18861,16482,1,10164,1,20021,1,8539,8964,12281,1.0,21:29,2015,2016
2015-16,2440,Matt Barnes,Matt,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,31.7,0.545,0.455,0.667,0.0,0.0,0.0,0.333,0.333,0.667,1.0,0.0,0.0,0.0,1.0,0.0,2,11,0.182,1,13074,13074,13074,6142,18204,6542,9490,11228,11051,9917,3330,3480,5082,1,15334,10164,2592,1,15808,14994,6284,21674,1.0,31:42,2015,2016
2015-16,204098,Xavier Munford,Xavier,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,25.6,0.8,0.2,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,2,10,0.2,1,13074,13074,13074,11208,10480,13735,1,1564,11051,1022,14161,12059,8633,9758,8335,10164,2592,12979,6652,14994,7514,21086,1.0,25:36,2015,2016
2015-16,1713,Vince Carter,Vince,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,23.0,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,8,0.375,1,13074,13074,13074,13383,16037,8553,20947,11228,1,9917,14161,12059,18861,16482,15334,1,2592,1,15808,11544,10529,15466,1.0,22:59,2015,2016
2015-16,1626185,Jarell Martin,Jarell,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,24.0,1.0,0.0,0.727,0.182,0.0,0.0,0.273,0.0,0.545,0.75,0.25,0.0,0.0,0.75,0.25,4,8,0.5,1,13074,13074,13074,12549,1,17277,8697,7789,11051,9917,5478,12059,8117,6464,13697,10164,2592,8290,13125,8539,10529,7886,1.0,24:00,2015,2016
2015-16,202362,Lance Stephenson,Lance,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,35.4,0.786,0.214,0.455,0.182,0.409,0.091,0.136,0.091,0.273,0.6,0.4,1.0,0.0,0.75,0.25,8,14,0.571,1,13074,13074,13074,3196,11227,13603,15709,7789,6061,9222,10975,11386,15440,9039,11433,1,2592,8290,13125,1806,3506,6087,1.0,35:26,2015,2016
2015-16,2365,Chris Andersen,Chris,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,13074,13074,13074,23167,23918,17277,20947,11228,11051,9917,14161,12059,18861,16482,15334,10164,2592,20021,15808,22516,24912,22516,1.0,8:03,2015,2016
2015-16,203210,JaMychal Green,JaMychal,1610612763,MEM,Memphis Grizzlies,21501227,2016-04-13T00:00:00,MEM @ GSW,L,26.0,1.0,0.0,0.833,0.167,0.0,0.167,0.167,0.167,0.667,0.6,0.4,0.0,0.0,0.6,0.4,5,8,0.625,1,13074,13074,13074,10840,1,17277,6458,8312,11051,6797,9339,8724,5082,9039,11433,10164,2592,11853,10001,6175,10529,4401,1.0,26:00,2015,2016
