season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612748,MIA,Miami Heat,22201219,2023-04-09,MIA vs. ORL,W,48.0,119.6,121.8,108.3,110.0,11.3,11.8,0.667,1.67,21.4,0.244,0.732,0.526,0.178,0.651,0.67,102.2,100.5,83.75,101,0.556,1,1,1,1,159,587,869,449,603,1434,316,1635,1103,748,2070,162,200,1049,583,1,2022,2023,True,MIA,ORL,APR
2022-23,1610612748,MIA,Miami Heat,22201204,2023-04-07,MIA @ WAS,L,48.0,102.6,103.8,108.3,108.6,-5.7,-4.7,0.605,1.63,17.9,0.276,0.714,0.477,0.154,0.515,0.523,105.3,104.5,87.08,104,0.442,1,1231,1231,1231,159,2040,750,1519,1237,1517,1285,1257,1313,1669,1584,1663,2070,349,1901,1,2022,2023,False,WAS,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201198,2023-04-06,MIA @ PHI,W,48.0,134.9,133.0,104.6,105.2,30.4,27.8,0.796,3.55,26.5,0.275,0.895,0.577,0.113,0.659,0.682,96.1,96.5,80.42,97,0.615,1,1,1,1,159,115,518,56,42,98,8,1265,23,144,614,125,148,1835,153,1,2022,2023,False,PHI,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201177,2023-04-04,MIA @ DET,W,48.0,124.9,128.3,113.0,114.1,11.9,14.1,0.634,3.25,20.5,0.231,0.789,0.506,0.087,0.594,0.645,93.7,92.0,76.67,92,0.582,1,1,1,1,159,252,1244,357,909,152,517,1783,487,1077,178,568,387,2343,351,1,2022,2023,False,DET,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201161,2023-04-01,MIA vs. DAL,W,48.0,129.3,131.6,125.7,123.2,3.6,8.4,0.6,2.45,19.6,0.302,0.967,0.575,0.112,0.599,0.653,98.4,98.5,82.08,98,0.505,1,1,1,1,159,144,1957,662,1263,466,753,921,1,155,585,511,314,1433,1187,1,2022,2023,True,MIA,DAL,APR
2022-23,1610612748,MIA,Miami Heat,22201138,2023-03-29,MIA @ NYK,L,48.0,102.0,100.0,108.5,111.0,-6.4,-11.0,0.571,1.82,16.7,0.174,0.744,0.449,0.12,0.525,0.54,91.6,91.5,76.25,92,0.425,1,1231,1231,1231,159,2199,956,1966,1552,1197,1667,2258,960,2065,746,1499,1862,2369,2063,1,2022,2023,False,NYK,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201132,2023-03-28,MIA @ TOR,L,48.0,99.6,100.0,116.5,116.5,-16.9,-16.5,0.563,1.13,14.4,0.313,0.673,0.495,0.174,0.463,0.521,91.7,91.5,76.25,92,0.403,1,1231,1231,1231,159,2199,1457,2174,1641,2271,2207,802,1799,1327,1998,2221,2097,2369,2226,1,2022,2023,False,TOR,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201108,2023-03-25,MIA vs. BKN,L,48.0,108.5,113.6,141.8,146.6,-33.3,-33.0,0.579,1.57,17.9,0.326,0.565,0.449,0.159,0.55,0.58,91.6,88.0,73.33,88,0.378,1,1231,1231,1231,159,1247,2455,2437,1484,1600,1302,674,2414,2065,1727,1117,1214,2453,2336,1,2022,2023,True,MIA,BKN,MAR
2022-23,1610612748,MIA,Miami Heat,22201084,2023-03-22,MIA vs. NYK,W,48.0,129.0,128.3,118.8,120.0,10.2,8.3,0.622,2.8,21.5,0.083,0.69,0.41,0.101,0.671,0.702,99.7,99.5,82.92,99,0.535,1,1,1,1,159,246,1722,671,1028,283,298,2452,1621,2379,375,97,80,1231,822,1,2022,2023,True,MIA,NYK,MAR
2022-23,1610612748,MIA,Miami Heat,22201066,2023-03-19,MIA @ DET,W,48.0,121.7,120.4,107.0,109.9,14.8,10.5,0.868,3.3,24.1,0.256,0.766,0.522,0.108,0.563,0.622,92.7,92.0,76.67,93,0.582,1,1,1,1,159,698,862,523,4,141,56,1492,699,805,479,938,638,2343,349,1,2022,2023,False,DET,MIA,MAR
