season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612748,MIA,Miami Heat,22201219,2023-04-09,MIA vs. ORL,W,48.0,0.651,0.241,0.178,0.244,0.517,0.267,0.14,0.268,0,0,0,0,159,162,1463,2070,1635,823,1281,1197,1103,1,2022,2023,True,MIA,ORL,APR
2022-23,1610612748,MIA,Miami Heat,22201204,2023-04-07,MIA @ WAS,L,48.0,0.515,0.122,0.154,0.276,0.506,0.44,0.162,0.286,0,0,0,0,159,1663,2389,1584,1257,687,2377,668,1313,1,2022,2023,False,WAS,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201198,2023-04-06,MIA @ PHI,W,48.0,0.659,0.17,0.113,0.275,0.579,0.197,0.177,0.105,0,0,0,0,159,125,2182,614,1265,1705,481,397,23,1,2022,2023,False,PHI,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201177,2023-04-04,MIA @ DET,W,48.0,0.594,0.325,0.087,0.231,0.568,0.37,0.152,0.211,0,0,0,0,159,568,605,178,1783,1578,2165,915,487,1,2022,2023,False,DET,MIA,APR
2022-23,1610612748,MIA,Miami Heat,22201161,2023-04-01,MIA vs. DAL,W,48.0,0.599,0.337,0.112,0.302,0.701,0.208,0.141,0.033,0,0,0,0,159,511,483,585,921,2429,591,1155,1,1,2022,2023,True,MIA,DAL,APR
2022-23,1610612748,MIA,Miami Heat,22201138,2023-03-29,MIA @ NYK,L,48.0,0.525,0.177,0.12,0.174,0.586,0.303,0.176,0.256,0,0,0,0,159,1499,2128,746,2258,1793,1658,428,960,1,2022,2023,False,NYK,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201132,2023-03-28,MIA @ TOR,L,48.0,0.463,0.238,0.174,0.313,0.527,0.097,0.099,0.327,0,0,0,0,159,2221,1517,1998,802,982,26,2117,1799,1,2022,2023,False,TOR,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201108,2023-03-25,MIA vs. BKN,L,48.0,0.55,0.175,0.159,0.326,0.596,0.281,0.091,0.435,0,0,0,0,159,1117,2150,1727,674,1909,1431,2228,2414,1,2022,2023,True,MIA,BKN,MAR
2022-23,1610612748,MIA,Miami Heat,22201084,2023-03-22,MIA vs. NYK,W,48.0,0.671,0.329,0.101,0.083,0.61,0.305,0.17,0.31,0,0,0,0,159,97,567,375,2452,2043,1683,512,1621,1,2022,2023,True,MIA,NYK,MAR
2022-23,1610612748,MIA,Miami Heat,22201066,2023-03-19,MIA @ DET,W,48.0,0.563,0.316,0.108,0.256,0.524,0.207,0.143,0.234,0,0,0,0,159,938,680,479,1492,947,585,1116,699,1,2022,2023,False,DET,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201060,2023-03-18,MIA @ CHI,L,48.0,0.488,0.293,0.156,0.388,0.669,0.075,0.157,0.229,0,0,0,0,159,2021,906,1638,175,2361,9,778,643,1,2022,2023,False,CHI,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201036,2023-03-15,MIA vs. MEM,W,48.0,0.677,0.402,0.127,0.229,0.604,0.154,0.158,0.265,0,0,0,0,159,76,183,927,1814,1995,168,744,1071,1,2022,2023,True,MIA,MEM,MAR
2022-23,1610612748,MIA,Miami Heat,22201022,2023-03-13,MIA vs. UTA,W,48.0,0.557,0.456,0.13,0.227,0.567,0.2,0.178,0.367,0,0,0,0,159,1023,63,991,1826,1559,501,381,2171,1,2022,2023,True,MIA,UTA,MAR
2022-23,1610612748,MIA,Miami Heat,22201007,2023-03-11,MIA @ ORL,L,53.0,0.505,0.213,0.155,0.245,0.551,0.202,0.174,0.34,0,0,0,0,21,1813,1823,1596,1599,1345,521,454,1931,1,2022,2023,False,ORL,MIA,MAR
2022-23,1610612748,MIA,Miami Heat,22201000,2023-03-10,MIA vs. CLE,W,48.0,0.598,0.28,0.163,0.341,0.57,0.244,0.113,0.224,0,0,0,0,159,527,1031,1797,490,1589,1037,1830,600,1,2022,2023,True,MIA,CLE,MAR
2022-23,1610612748,MIA,Miami Heat,22200987,2023-03-08,MIA vs. CLE,L,48.0,0.557,0.414,0.253,0.342,0.544,0.238,0.181,0.262,0,0,0,0,159,1022,148,2454,484,1226,936,353,1029,1,2022,2023,True,MIA,CLE,MAR
2022-23,1610612748,MIA,Miami Heat,22200974,2023-03-06,MIA vs. ATL,W,48.0,0.636,0.481,0.112,0.27,0.603,0.25,0.112,0.378,0,0,0,0,159,231,41,585,1325,1984,1092,1853,2244,1,2022,2023,True,MIA,ATL,MAR
2022-23,1610612748,MIA,Miami Heat,22200958,2023-03-04,MIA vs. ATL,W,48.0,0.584,0.277,0.2,0.326,0.525,0.38,0.162,0.25,0,0,0,0,159,680,1063,2311,674,960,2203,679,871,1,2022,2023,True,MIA,ATL,MAR
2022-23,1610612748,MIA,Miami Heat,22200949,2023-03-03,MIA vs. NYK,L,48.0,0.556,0.395,0.126,0.349,0.685,0.21,0.126,0.189,0,0,0,0,159,1041,209,908,435,2402,610,1539,296,1,2022,2023,True,MIA,NYK,MAR
2022-23,1610612748,MIA,Miami Heat,22200936,2023-03-01,MIA vs. PHI,L,48.0,0.481,0.295,0.14,0.222,0.584,0.265,0.097,0.262,0,0,0,0,159,2077,884,1245,1864,1775,1267,2145,1029,1,2022,2023,True,MIA,PHI,MAR
2022-23,1610612748,MIA,Miami Heat,22200920,2023-02-27,MIA @ PHI,W,48.0,0.525,0.272,0.144,0.313,0.507,0.384,0.217,0.409,0,0,0,0,159,1505,1125,1392,802,706,2210,58,2354,1,2022,2023,False,PHI,MIA,FEB
