season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2020-21,1610612749,42000121,2021-05-22,MIA,MIL,1610612748,109,107,W,2,rnd1,1
2020-21,1610612749,42000122,2021-05-24,MIA,MIL,1610612748,132,98,W,34,rnd1,2
2020-21,1610612749,42000123,2021-05-27,MIL,MIA,1610612748,113,84,W,29,rnd1,3
2020-21,1610612749,42000124,2021-05-29,MIL,MIA,1610612748,120,103,W,17,rnd1,4
2020-21,1610612749,42000211,2021-06-05,MIL,BKN,1610612751,107,115,L,-8,sf,1
2020-21,1610612749,42000212,2021-06-07,MIL,BKN,1610612751,86,125,L,-39,sf,2
2020-21,1610612749,42000213,2021-06-10,BKN,MIL,1610612751,86,83,W,3,sf,3
2020-21,1610612749,42000214,2021-06-13,BKN,MIL,1610612751,107,96,W,11,sf,4
2020-21,1610612749,42000215,2021-06-15,MIL,BKN,1610612751,108,114,L,-6,sf,5
2020-21,1610612749,42000216,2021-06-17,BKN,MIL,1610612751,104,89,W,15,sf,6
2020-21,1610612749,42000217,2021-06-19,MIL,BKN,1610612751,115,111,W,4,sf,7
2020-21,1610612749,42000301,2021-06-23,ATL,MIL,1610612737,113,116,L,-3,conf,1
2020-21,1610612749,42000302,2021-06-25,ATL,MIL,1610612737,125,91,W,34,conf,2
2020-21,1610612749,42000303,2021-06-27,MIL,ATL,1610612737,113,102,W,11,conf,3
2020-21,1610612749,42000304,2021-06-29,MIL,ATL,1610612737,88,110,L,-22,conf,4
2020-21,1610612749,42000305,2021-07-01,ATL,MIL,1610612737,123,112,W,11,conf,5
2020-21,1610612749,42000306,2021-07-03,MIL,ATL,1610612737,118,107,W,11,conf,6
2020-21,1610612749,42000401,2021-07-06,MIL,PHX,1610612756,105,118,L,-13,finals,1
2020-21,1610612749,42000402,2021-07-08,MIL,PHX,1610612756,108,118,L,-10,finals,2
2020-21,1610612749,42000403,2021-07-11,PHX,MIL,1610612756,120,100,W,20,finals,3
2020-21,1610612749,42000404,2021-07-14,PHX,MIL,1610612756,109,103,W,6,finals,4
2020-21,1610612749,42000405,2021-07-17,MIL,PHX,1610612756,123,119,W,4,finals,5
2020-21,1610612749,42000406,2021-07-20,PHX,MIL,1610612756,105,98,W,7,finals,6
