player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
201572,Brook Lopez,Brook,1610612749,MIL,31.0,15,10,5,0.667,437.975,61,134,0.455,22,75,0.293,24,29,0.828,12,70,82,21,10,6,28,5,46,22,168,96,389.9,1,0,361.0,28,20,156,20,23,32,31,72,20,19,105,34,43,71,48,18,23,46,61,56,3,151,196,49,30,12,27,32,7,28,MIL
1628391,D.J. Wilson,D.J.,1610612749,MIL,23.0,8,6,2,0.75,42.73833333333334,8,16,0.5,1,5,0.2,2,2,1.0,1,9,10,4,7,0,1,1,7,2,19,-21,33.0,0,0,36.0,80,61,13,4,156,142,145,38,130,139,140,151,158,1,143,135,142,129,88,171,96,58,66,161,147,148,156,55,7,152,MIL
202339,Eric Bledsoe,Eric,1610612749,MIL,29.0,15,10,5,0.667,422.96,76,185,0.411,17,72,0.236,36,51,0.706,20,36,56,64,32,16,6,8,28,50,205,85,402.2,0,0,386.0,28,20,156,20,27,18,16,115,33,20,133,22,17,128,23,54,46,15,14,18,41,179,168,16,20,14,25,55,7,24,MIL
101141,Ersan Ilyasova,Ersan,1610612749,MIL,32.0,15,10,5,0.667,272.2966666666667,35,81,0.432,12,40,0.3,20,25,0.8,20,51,71,21,7,10,6,5,40,26,102,88,259.7,0,0,238.0,28,20,156,20,52,61,57,98,48,42,100,50,54,83,23,35,35,46,88,36,41,151,190,42,59,13,46,55,7,50,MIL
201588,George Hill,George,1610612749,MIL,33.0,15,10,5,0.667,394.505,63,118,0.534,20,48,0.417,27,33,0.818,15,38,53,42,6,12,4,7,34,29,173,72,341.6,0,0,320.0,28,20,156,20,33,31,36,29,25,34,37,31,35,77,36,48,48,27,98,26,61,174,177,33,29,19,33,55,7,31,MIL
203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,24.0,15,10,5,0.667,513.9,129,261,0.494,18,55,0.327,107,168,0.637,36,147,183,73,50,18,30,18,48,125,383,113,806.1,10,0,753.0,28,20,156,20,16,8,9,49,28,29,85,3,2,146,8,3,3,8,7,14,2,207,197,2,8,6,5,3,7,6,MIL
203114,Khris Middleton,Khris,1610612749,MIL,27.0,15,10,5,0.667,515.2466666666667,84,201,0.418,40,92,0.435,46,52,0.885,9,86,95,66,29,9,0,8,44,45,254,105,465.0,3,0,473.0,28,20,156,20,15,15,14,111,8,12,31,15,16,37,62,13,15,12,17,40,141,179,194,20,14,8,19,14,7,16,MIL
1627763,Malcolm Brogdon,Malcolm,1610612749,MIL,26.0,7,3,4,0.429,198.22666666666663,35,78,0.449,14,37,0.378,7,11,0.636,6,28,34,24,10,5,1,4,16,9,91,53,175.8,1,0,175.0,85,89,69,101,66,61,60,78,42,48,52,99,91,147,80,67,74,41,61,68,96,137,133,103,63,26,67,32,7,62,MIL
202703,Nikola Mirotic,Nikola,1610612749,MIL,28.0,14,10,4,0.714,297.8233333333333,44,117,0.376,22,76,0.289,23,28,0.821,17,43,60,10,14,10,3,5,25,21,133,11,245.0,1,0,251.0,36,20,69,12,47,46,37,135,20,18,107,38,46,76,29,44,41,101,45,36,69,151,162,53,42,55,48,32,7,44,MIL
1626192,Pat Connaughton,Pat,1610612749,MIL,26.0,15,10,5,0.667,324.17833333333334,37,77,0.481,15,42,0.357,4,8,0.5,10,83,93,21,9,6,13,4,14,8,93,54,284.1,0,0,260.0,28,20,156,20,44,56,61,59,37,41,62,125,109,160,59,14,18,46,72,56,14,137,119,110,61,25,38,55,7,40,MIL
1628425,Sterling Brown,Sterling,1610612749,MIL,24.0,11,8,3,0.727,161.93333333333334,15,38,0.395,7,21,0.333,8,11,0.727,4,26,30,19,8,6,3,3,17,8,45,33,128.5,0,0,119.0,52,30,38,10,84,112,110,128,85,81,74,92,91,119,97,71,84,54,77,56,69,113,138,110,109,34,91,55,7,95,MIL
204025,Tim Frazier,Tim,1610612749,MIL,28.0,11,9,2,0.818,39.81166666666667,8,13,0.615,3,6,0.5,2,2,1.0,0,9,9,10,3,1,0,2,5,4,21,-13,46.8,0,0,45.0,52,28,13,2,160,142,155,17,105,134,11,151,158,1,170,135,146,101,126,149,141,92,55,138,145,130,144,55,7,144,MIL
203503,Tony Snell,Tony,1610612749,MIL,27.0,9,7,2,0.778,28.405,2,6,0.333,1,2,0.5,0,0,0.0,2,1,3,0,1,1,1,1,3,1,5,-16,13.6,0,0,13.0,70,42,13,3,168,171,180,157,130,154,11,178,183,178,124,186,176,183,157,149,96,58,38,178,179,138,180,55,7,180,MIL
