close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201143,Al Horford,1610612738,BOS,C-F,36.0,69,69,0.478,2.64,7.19,0.367,0.364,0.003
1629057,Robert Williams III,1610612738,BOS,C-F,24.0,61,61,0.498,2.28,6.7,0.34,0.363,-0.023
1627759,Jaylen Brown,1610612738,BOS,G-F,25.0,66,65,0.481,2.2,5.92,0.371,0.365,0.006
203935,Marcus Smart,1610612738,BOS,G,28.0,71,71,0.557,2.01,5.92,0.34,0.369,-0.029
1629752,Juwan Morgan,1610612738,BOS,F,25.0,2,2,0.688,1.5,5.5,0.273,0.32,-0.048
1628369,Jayson Tatum,1610612738,BOS,F-G,24.0,76,76,0.456,1.75,5.43,0.322,0.368,-0.046
1629684,Grant Williams,1610612738,BOS,F,23.0,77,75,0.479,1.94,5.38,0.36,0.363,-0.003
1628464,Daniel Theis,1610612738,BOS,F-C,30.0,47,44,0.437,2.0,5.3,0.378,0.356,0.021
1628401,Derrick White,1610612738,BOS,G,27.0,75,74,0.406,1.91,5.09,0.374,0.362,0.012
202683,Enes Freedom,1610612738,BOS,C,30.0,35,30,0.472,1.54,3.6,0.429,0.355,0.073
1629103,Kelan Martin,1610612738,BOS,F,26.0,29,24,0.412,0.62,2.41,0.257,0.361,-0.104
203953,Jabari Parker,1610612738,BOS,F,27.0,12,9,0.452,1.08,2.33,0.464,0.355,0.11
203917,Nik Stauskas,1610612738,BOS,G,28.0,5,4,0.647,0.2,2.2,0.091,0.335,-0.244
1630202,Payton Pritchard,1610612738,BOS,G,24.0,66,54,0.413,0.61,2.02,0.301,0.365,-0.065
1628436,Luke Kornet,1610612738,BOS,C-F,26.0,12,11,0.358,0.92,2.0,0.458,0.35,0.109
1630174,Aaron Nesmith,1610612738,BOS,G-F,22.0,51,41,0.461,0.84,1.96,0.43,0.354,0.076
1630238,Malik Fitts,1610612738,BOS,F,24.0,11,7,0.667,0.73,1.45,0.5,0.332,0.168
1630573,Sam Hauser,1610612738,BOS,F,24.0,16,12,0.465,0.31,1.25,0.25,0.349,-0.099
101139,CJ Miles,1610612738,BOS,G,35.0,1,1,1.0,1.0,1.0,1.0,0.25,0.75
2207,Joe Johnson,1610612738,BOS,G-F,41.0,1,1,1.0,1.0,1.0,1.0,0.304,0.696
1630271,Brodric Thomas,1610612738,BOS,G,25.0,6,4,0.364,0.17,0.67,0.25,0.36,-0.11
