close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201143,Al Horford,1610612738,BOS,C-F,36.0,23,23,0.457,3.09,8.74,0.353,0.376,-0.023
203935,Marcus Smart,1610612738,BOS,G,28.0,21,21,0.547,2.19,6.71,0.326,0.384,-0.057
1629684,Grant Williams,1610612738,BOS,F,23.0,24,24,0.457,2.13,6.04,0.352,0.38,-0.029
1629057,Robert Williams III,1610612738,BOS,C-F,24.0,17,17,0.463,1.88,5.53,0.34,0.382,-0.041
1628369,Jayson Tatum,1610612738,BOS,F-G,24.0,24,24,0.492,1.67,5.38,0.31,0.386,-0.076
1627759,Jaylen Brown,1610612738,BOS,G-F,25.0,24,24,0.462,1.79,5.13,0.35,0.393,-0.044
1628401,Derrick White,1610612738,BOS,G,27.0,23,21,0.396,1.13,3.74,0.302,0.384,-0.081
1630202,Payton Pritchard,1610612738,BOS,G,24.0,22,20,0.566,1.41,2.73,0.517,0.377,0.139
1628464,Daniel Theis,1610612738,BOS,F-C,30.0,16,13,0.385,0.88,2.63,0.333,0.398,-0.064
1630174,Aaron Nesmith,1610612738,BOS,G-F,22.0,10,9,0.542,0.2,1.3,0.154,0.354,-0.201
1630573,Sam Hauser,1610612738,BOS,F,24.0,1,1,1.0,1.0,1.0,1.0,0.377,0.623
1630238,Malik Fitts,1610612738,BOS,F,24.0,4,2,0.667,0.5,1.0,0.5,0.362,0.138
1629752,Juwan Morgan,1610612738,BOS,F,25.0,5,4,0.667,0.0,0.8,0.0,0.334,-0.334
1628436,Luke Kornet,1610612738,BOS,C-F,26.0,5,2,0.429,0.0,0.6,0.0,0.356,-0.356
203917,Nik Stauskas,1610612738,BOS,G,28.0,5,2,0.4,0.0,0.4,0.0,0.349,-0.349
