TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,5,1,4,0.2,55.1,58.8,100.0,0.588,5.9,17.6,0.333,23.5,41.2,0.571,11.8,41.2,52.9,29.4,0.0,5.9,17.6,0.0,0.0,41.2,147.1,70.6,4,10,15,13,3,15,13,15,4,1,8,6,8,2,8,15,14,14,15,5,16,12,1,2,12,15
1610612738,Boston Celtics,4,2,2,0.5,53.7,38.1,88.1,0.432,16.7,35.7,0.467,23.8,28.6,0.833,11.9,33.3,45.2,21.4,19.0,7.1,14.3,4.8,28.6,21.4,116.7,-2.4,8,8,5,8,4,9,10,8,12,10,13,7,5,9,9,10,11,11,3,8,15,6,10,14,9,8
1610612741,Chicago Bulls,1,1,0,1.0,39.7,11.1,55.6,0.2,0.0,33.3,0.0,22.2,22.2,1.0,0.0,11.1,11.1,11.1,22.2,11.1,0.0,11.1,55.6,22.2,44.4,-66.7,15,10,1,1,16,1,1,2,1,6,1,4,4,13,1,2,1,3,2,13,1,2,16,13,1,2
1610612739,Cleveland Cavaliers,7,5,2,0.714,48.6,27.3,69.1,0.395,12.7,34.5,0.368,12.7,16.4,0.778,7.3,38.2,45.5,16.4,12.7,7.3,7.3,1.8,27.3,14.5,80.0,-14.5,1,1,5,4,10,3,4,5,9,8,10,2,2,7,4,14,12,6,6,9,14,10,8,16,2,7
1610612744,Golden State Warriors,4,4,0,1.0,46.3,13.8,72.4,0.19,3.4,31.0,0.111,55.2,58.6,0.941,13.8,13.8,27.6,3.4,6.9,6.9,0.0,10.3,27.6,24.1,86.2,-82.8,8,3,1,1,12,2,5,1,2,5,2,14,12,12,10,3,2,1,12,7,1,3,9,11,3,1
1610612745,Houston Rockets,5,3,2,0.6,45.2,29.4,76.5,0.385,7.8,33.3,0.235,33.3,62.7,0.531,21.6,19.6,41.2,11.8,11.8,9.8,2.0,2.0,25.5,41.2,100.0,-17.6,4,4,5,6,13,5,8,4,5,6,3,10,13,1,15,5,7,4,7,10,7,9,7,2,4,5
1610612754,Indiana Pacers,4,0,4,0.0,57.6,31.0,93.1,0.333,13.8,37.9,0.364,41.4,65.5,0.632,17.2,37.9,55.2,17.2,13.8,20.7,3.4,10.3,10.3,37.9,117.2,55.2,8,14,15,14,2,6,12,3,11,12,9,12,14,3,13,13,16,7,4,15,9,3,3,4,10,14
1610612746,LA Clippers,5,2,3,0.4,50.7,50.0,88.9,0.563,19.4,41.7,0.467,27.8,41.7,0.667,11.1,30.6,41.7,30.6,11.1,5.6,0.0,0.0,41.7,25.0,147.2,27.8,4,8,11,10,9,13,11,12,15,14,13,8,9,4,7,8,8,15,8,4,1,12,14,9,13,11
1610612763,Memphis Grizzlies,3,1,2,0.333,51.0,57.1,100.0,0.571,17.9,35.7,0.5,17.9,17.9,1.0,14.3,14.3,28.6,28.6,7.1,10.7,0.0,3.6,35.7,28.6,150.0,35.7,13,10,5,11,8,14,13,13,13,10,15,3,3,13,11,4,3,13,11,12,1,8,13,8,14,12
1610612749,Milwaukee Bucks,3,0,3,0.0,52.1,42.1,73.7,0.571,5.3,21.1,0.25,36.8,52.6,0.7,0.0,42.1,42.1,21.1,5.3,10.5,5.3,5.3,15.8,36.8,126.3,10.5,13,14,11,14,6,12,7,13,3,2,4,11,10,5,1,16,9,10,13,11,12,5,4,5,11,10
1610612760,Oklahoma City Thunder,4,1,3,0.25,42.6,40.0,73.3,0.545,13.3,46.7,0.286,63.3,76.7,0.826,10.0,33.3,43.3,20.0,10.0,13.3,3.3,0.0,46.7,36.7,156.7,50.0,8,10,11,12,15,10,6,11,10,15,6,15,15,8,6,10,10,8,10,14,8,12,15,6,15,13
1610612757,Portland Trail Blazers,1,0,1,0.0,64.2,133.3,200.0,0.667,33.3,66.7,0.5,133.3,133.3,1.0,33.3,0.0,33.3,66.7,0.0,33.3,0.0,0.0,0.0,66.7,433.3,366.7,15,14,3,14,1,16,16,16,16,16,15,16,16,13,16,1,6,16,15,16,1,12,1,1,16,16
