player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1630162,Anthony Edwards,Anthony,1610612750,MIN,21.0,5,1,4,0.2,198.63166666666663,17,2,26,62,65,53,65,214,10,3,13,25,276.0,120,132,71,158,64,49,134,26,38,144,137,156,156,22,136,123,43,45,MIN
203085,Austin Rivers,Austin,1610612750,MIN,30.0,4,1,3,0.25,46.24166666666667,0,3,2,4,23,17,15,36,0,0,1,1,19.5,155,132,51,151,151,161,119,131,150,77,73,72,64,147,1,31,152,162,MIN
1629669,Jaylen Nowell,Jaylen,1610612750,MIN,23.0,5,1,4,0.2,62.13,0,3,0,6,26,32,19,92,0,0,4,2,24.5,120,132,71,158,141,161,119,149,140,84,100,80,91,147,1,65,136,157,MIN
1629162,Jordan McLaughlin,Jordan,1610612750,MIN,27.0,2,1,1,0.5,14.11,0,0,0,0,7,2,8,16,0,1,2,1,5.4,184,132,12,71,175,161,160,149,177,49,15,53,45,147,83,42,152,190,MIN
1631169,Josh Minott,Josh,1610612750,MIN,20.0,1,0,1,0.0,6.316666666666666,0,0,0,0,0,2,2,6,1,0,1,0,8.0,203,189,12,189,195,161,160,149,177,1,15,18,22,108,1,31,182,183,MIN
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,27.0,5,1,4,0.2,179.995,14,7,8,52,56,41,68,182,4,4,21,34,170.2,120,132,71,158,81,63,97,74,49,131,114,159,138,56,146,159,29,69,MIN
203937,Kyle Anderson,Kyle,1610612750,MIN,29.0,4,1,3,0.25,103.52,8,6,6,26,33,24,28,112,2,2,13,2,101.2,155,132,51,151,120,85,102,89,86,93,88,96,101,84,115,123,136,108,MIN
201144,Mike Conley,Mike,1610612750,MIN,35.0,5,1,4,0.2,182.75666666666663,6,2,2,16,58,30,61,172,0,2,11,16,125.6,120,132,71,158,79,106,134,131,106,135,96,151,131,147,115,112,64,94,MIN
1630233,Nathan Knight,Nathan,1610612750,MIN,25.0,2,0,2,0.0,4.73,2,0,0,2,0,0,2,4,0,0,0,0,2.2,184,189,36,189,205,144,160,149,165,1,1,18,18,147,1,1,182,197,MIN
1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,24.0,5,1,4,0.2,147.80666666666667,8,0,2,10,43,29,44,148,1,0,9,8,72.5,120,132,71,158,105,85,160,131,127,110,95,125,120,108,1,100,94,124,MIN
203497,Rudy Gobert,Rudy,1610612750,MIN,31.0,5,1,4,0.2,176.76,6,23,3,58,68,47,58,186,5,3,24,21,176.2,120,132,71,158,83,106,28,118,44,148,131,145,141,45,136,163,52,67,MIN
1627752,Taurean Prince,Taurean,1610612750,MIN,29.0,5,1,4,0.2,99.935,14,1,5,8,41,31,40,120,1,2,9,5,60.4,120,132,71,158,124,63,156,98,133,102,99,116,104,108,115,100,117,129,MIN
1631111,Wendell Moore Jr.,Wendell,1610612750,MIN,21.0,1,0,1,0.0,2.066666666666667,0,0,0,0,0,2,0,2,0,0,0,0,-1.0,203,189,12,189,213,161,160,149,177,1,15,1,3,147,1,1,182,216,MIN
