player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1630162,Anthony Edwards,Anthony,1610612750,MIN,21.0,5,1,4,0.2,198.63166666666663,55,114,0.482,15,43,0.349,33,39,0.846,3,22,25,26,8,9,10,3,13,25,158,-15,276.0,0,0,262.0,120,132,71,158,64,39,42,70,40,40,78,23,25,61,111,80,91,48,74,42,22,136,123,43,38,154,45,58,6,44,MIN
203085,Austin Rivers,Austin,1610612750,MIN,30.0,4,1,3,0.25,46.24166666666667,4,8,0.5,2,6,0.333,0,0,0.0,1,4,5,1,1,1,0,0,1,1,10,-20,19.5,0,0,20.0,155,132,51,151,151,155,160,54,122,130,82,162,164,162,138,152,155,161,150,141,147,1,31,152,156,167,162,58,6,158,MIN
1629669,Jaylen Nowell,Jaylen,1610612750,MIN,23.0,5,1,4,0.2,62.13,6,26,0.231,3,9,0.333,1,2,0.5,4,1,5,3,2,0,0,0,4,2,16,-29,24.5,0,0,27.0,120,132,71,158,141,149,127,183,116,123,82,151,139,145,98,182,155,141,131,159,147,1,65,136,150,189,157,58,6,152,MIN
1629162,Jordan McLaughlin,Jordan,1610612750,MIN,27.0,2,1,1,0.5,14.11,0,4,0.0,0,2,0.0,0,0,0.0,0,2,2,2,0,0,0,1,2,1,0,-11,5.4,0,0,4.0,184,132,12,71,175,189,173,189,153,152,153,162,164,162,165,172,178,151,182,159,147,83,42,152,194,140,190,58,6,191,MIN
1631169,Josh Minott,Josh,1610612750,MIN,20.0,1,0,1,0.0,6.316666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,2,1,0,1,0,0,-4,8.0,0,0,6.0,203,189,12,189,195,189,200,189,153,163,153,162,164,162,165,198,201,184,150,115,108,1,31,182,194,97,183,58,6,185,MIN
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,27.0,5,1,4,0.2,179.995,32,70,0.457,6,24,0.25,21,28,0.75,6,45,51,10,18,3,4,4,21,34,91,-46,170.2,4,0,172.0,120,132,71,158,81,65,65,93,96,84,126,43,43,96,86,38,43,90,36,95,56,146,159,29,61,212,69,11,6,63,MIN
203937,Kyle Anderson,Kyle,1610612750,MIN,29.0,4,1,3,0.25,103.52,15,30,0.5,2,6,0.333,2,2,1.0,3,13,16,18,6,7,2,2,13,2,34,-26,101.2,0,0,88.0,155,132,51,151,120,112,117,54,122,130,82,128,139,1,111,111,115,62,88,61,84,115,123,136,122,180,108,58,6,115,MIN
201144,Mike Conley,Mike,1610612750,MIN,35.0,5,1,4,0.2,182.75666666666663,20,42,0.476,10,22,0.455,10,11,0.909,2,11,13,32,7,3,0,2,11,16,60,-17,125.6,0,0,121.0,120,132,71,158,79,97,99,77,68,87,26,72,81,34,128,121,122,42,83,95,147,115,112,64,90,159,94,58,6,92,MIN
1630233,Nathan Knight,Nathan,1610612750,MIN,25.0,2,0,2,0.0,4.73,1,4,0.25,0,2,0.0,0,0,0.0,1,0,1,0,1,0,0,0,0,0,2,-3,2.2,0,0,3.0,184,189,36,189,205,178,173,177,153,152,153,162,164,162,138,198,187,184,150,159,147,1,1,182,185,90,197,58,6,196,MIN
1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,24.0,5,1,4,0.2,147.80666666666667,15,35,0.429,10,25,0.4,2,3,0.667,1,9,10,7,4,3,1,0,9,8,42,3,72.5,0,0,77.0,120,132,71,158,105,112,111,108,68,79,42,128,130,119,138,129,132,106,106,95,108,1,100,94,114,63,124,58,6,122,MIN
203497,Rudy Gobert,Rudy,1610612750,MIN,31.0,5,1,4,0.2,176.76,29,46,0.63,0,0,0.0,17,27,0.63,18,43,61,10,8,2,5,3,24,21,75,-18,176.2,3,0,160.0,120,132,71,158,83,69,88,12,153,182,153,52,47,134,27,42,35,90,74,115,45,136,163,52,72,161,67,15,6,70,MIN
1627752,Taurean Prince,Taurean,1610612750,MIN,29.0,5,1,4,0.2,99.935,12,33,0.364,8,21,0.381,7,9,0.778,3,4,7,4,5,3,1,2,9,5,39,-35,60.4,0,0,66.0,120,132,71,158,124,122,114,157,82,91,54,88,88,87,111,152,143,134,95,95,108,115,100,117,118,200,129,58,6,126,MIN
1631111,Wendell Moore Jr.,Wendell,1610612750,MIN,21.0,1,0,1,0.0,2.066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,-1.0,0,0,0.0,203,189,12,189,213,189,208,189,153,182,153,162,164,162,165,198,201,184,150,159,147,1,1,182,194,70,216,58,6,210,MIN
