season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22016,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.949,75,0.038,0.944,0.57,0.403,0.431,0.042,0.03,0.486,0.00643,72,68,8,14,6
22016,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.863,80,0.04,0.743,0.34,0.229,0.314,0.014,0.0,0.386,0.00391,70,52,11,32,21
22016,203086,Meyers Leonard,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.835,74,0.074,0.719,0.29,0.344,0.438,0.0,0.0,0.375,0.0042899999999999995,32,23,2,7,5
22016,203486,Mason Plumlee,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.143,54,0.105,0.258,0.15,0.197,0.606,0.015,0.0,0.212,0.00154,66,17,2,13,11
22016,203459,Allen Crabbe,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.628,79,0.028,0.571,0.25,0.286,0.524,0.048,0.0,0.333,0.0025,21,12,1,4,3
22016,202323,Evan Turner,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.19,65,0.056,0.308,0.43,0.128,0.692,0.0,0.0,0.179,0.0042899999999999995,39,12,3,7,4
22016,203943,Noah Vonleh,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.229,74,0.088,0.333,1.0,0.152,0.818,0.0,0.0,0.182,0.01,33,11,1,1,0
22016,203090,Maurice Harkless,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.394,77,0.03,0.435,0.5,0.174,0.652,0.087,0.0,0.261,0.005,23,10,2,4,2
22016,202329,Al-Farouq Aminu,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.156,61,0.054,0.273,0.33,0.121,0.636,0.03,0.03,0.182,0.00333,33,9,3,9,6
22016,202334,Ed Davis,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.148,46,0.137,0.267,0.67,0.2,0.7,0.0,0.0,0.2,0.006670000000000001,30,8,2,3,1
22016,203994,Jusuf Nurkić,1610612757,POR,Portland Trail Blazers,Misc,Offensive,0.086,20,0.1,0.206,0.25,0.088,0.794,0.0,0.0,0.118,0.0025,34,7,1,4,3
