close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
2544,LeBron James,1610612739,CLE,F,32.0,74,74,0.509,1.8,5.85,0.307,0.37,-0.062
202684,Tristan Thompson,1610612739,CLE,C,26.0,78,77,0.386,2.4,5.71,0.42,0.376,0.044
202681,Kyrie Irving,1610612739,CLE,G,25.0,72,72,0.554,2.22,5.51,0.403,0.378,0.025
201567,Kevin Love,1610612739,CLE,F,28.0,60,60,0.389,1.98,5.27,0.377,0.368,0.009
2747,JR Smith,1610612739,CLE,G,31.0,41,41,0.628,1.95,5.22,0.374,0.371,0.003
202697,Iman Shumpert,1610612739,CLE,G,27.0,76,76,0.6,1.74,4.96,0.35,0.378,-0.028
101114,Deron Williams,1610612739,CLE,G,33.0,62,60,0.569,1.61,4.66,0.346,0.368,-0.022
2210,Richard Jefferson,1610612739,CLE,F,37.0,79,79,0.586,1.56,4.62,0.337,0.368,-0.031
2594,Kyle Korver,1610612739,CLE,G,36.0,67,66,0.529,1.79,4.58,0.391,0.37,0.021
101112,Channing Frye,1610612739,CLE,F,34.0,74,74,0.389,1.53,3.89,0.392,0.366,0.026
202682,Derrick Williams,1610612739,CLE,F,26.0,46,42,0.504,1.13,2.89,0.391,0.373,0.018
203895,Jordan McRae,1610612739,CLE,G,26.0,31,28,0.559,0.97,2.45,0.395,0.362,0.032
1627770,Kay Felder,1610612739,CLE,G,22.0,35,30,0.65,0.97,2.29,0.425,0.351,0.074
2563,Dahntay Jones,1610612739,CLE,G-F,36.0,1,1,0.667,1.0,2.0,0.5,0.377,0.123
101106,Andrew Bogut,1610612739,CLE,C,32.0,27,19,0.248,0.78,1.96,0.396,0.388,0.008
2592,James Jones,1610612739,CLE,G-F,36.0,36,26,0.402,0.64,1.36,0.469,0.347,0.122
2365,Chris Andersen,1610612739,CLE,F-C,38.0,12,8,0.281,0.58,1.33,0.438,0.351,0.087
202336,Larry Sanders,1610612739,CLE,F-C,28.0,5,4,0.556,0.4,1.0,0.4,0.336,0.064
204002,Edy Tavares,1610612739,CLE,C,25.0,2,2,0.105,0.0,1.0,0.0,0.339,-0.339
