player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1631214,Alondes Williams,Alondes,1610612748,MIA,25.0,7,5,2,0.714,2.2,0.3,1.1,0.25,0.0,0.6,0.0,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.3,0.0,0.1,0.1,0.3,0.1,0.7,-2.9,1.0,0,0,1.1,518,466,535,46,568,553,533,547,498,461,498,497,514,1,545,551,559,553,475,539,403,448,536,519,553,459,565,257,38,561,MIA
1628389,Bam Adebayo,Bam,1610612748,MIA,26.0,71,40,31,0.563,34.0,7.5,14.3,0.521,0.2,0.6,0.357,4.1,5.5,0.755,2.2,8.1,10.4,3.9,2.3,1.1,0.9,0.6,2.2,4.8,19.3,0.7,41.5,42,2,37.9,118,110,149,241,37,49,63,113,429,458,238,31,26,299,38,10,14,86,49,53,45,116,99,20,59,188,26,11,10,37,MIA
1628997,Caleb Martin,Caleb,1610612748,MIA,28.0,64,36,28,0.563,27.4,3.8,8.7,0.431,1.3,3.6,0.349,1.2,1.5,0.778,1.2,3.2,4.4,2.2,1.2,0.7,0.5,0.6,2.0,1.7,10.0,1.0,21.0,2,0,20.3,185,146,193,243,137,177,152,370,170,156,263,190,189,259,137,158,144,181,178,199,194,125,163,158,183,169,185,157,38,187,MIA
1631306,Cole Swider,Cole,1610612748,MIA,25.0,18,8,10,0.444,4.8,0.8,2.1,0.395,0.6,1.7,0.333,0.1,0.1,1.0,0.1,0.3,0.4,0.3,0.4,0.1,0.1,0.0,0.2,0.1,2.3,-1.1,3.1,0,0,3.8,450,423,440,359,522,491,486,457,326,334,302,505,522,1,539,537,545,529,416,534,501,525,545,543,481,343,533,257,38,514,MIA
1626153,Delon Wright,Delon,1610612748,MIA,32.0,47,16,31,0.34,15.8,1.6,4.0,0.394,0.5,1.4,0.368,0.8,1.0,0.822,0.4,1.4,1.8,2.5,0.3,1.1,0.2,0.2,0.7,0.9,4.5,0.3,14.3,0,0,12.1,312,343,149,429,321,382,352,460,331,361,204,281,318,169,402,393,405,157,471,51,330,361,469,300,366,229,293,257,38,329,MIA
1630696,Dru Smith,Dru,1610612748,MIA,26.0,9,7,2,0.778,14.5,1.7,3.7,0.455,0.8,1.9,0.412,0.2,0.2,1.0,0.7,0.9,1.6,1.6,0.6,1.0,0.3,0.1,1.3,0.7,4.3,-4.8,12.0,0,0,10.9,498,440,535,25,345,366,378,272,270,311,63,475,496,1,281,475,436,246,364,80,256,474,327,372,379,518,344,257,38,351,MIA
1629130,Duncan Robinson,Duncan,1610612748,MIA,30.0,68,38,30,0.559,28.0,4.5,9.9,0.45,2.8,7.0,0.395,1.2,1.3,0.889,0.2,2.3,2.5,2.8,1.4,0.7,0.2,0.4,2.4,1.1,12.9,0.6,21.5,0,0,22.8,148,124,168,253,128,145,127,290,25,30,106,196,236,57,489,266,325,138,138,220,329,251,77,251,124,201,179,257,38,155,MIA
1629312,Haywood Highsmith,Haywood,1610612748,MIA,27.0,66,39,27,0.591,20.7,2.3,5.0,0.465,1.2,2.9,0.396,0.3,0.5,0.639,1.0,2.2,3.2,1.1,0.5,0.8,0.5,0.2,1.8,0.6,6.1,0.1,14.8,0,0,14.0,170,117,213,186,236,296,294,233,197,223,105,429,416,451,177,290,264,352,380,166,192,378,203,385,296,239,286,257,38,284,MIA
1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,23.0,75,44,31,0.587,28.2,4.5,9.3,0.489,0.9,2.7,0.322,1.9,2.3,0.811,1.1,2.7,3.8,2.6,1.5,1.0,0.3,0.8,2.2,1.8,11.9,1.4,22.7,1,0,21.7,76,72,149,195,125,141,139,170,244,235,341,120,129,194,150,219,200,153,122,72,303,59,101,145,141,146,170,190,38,169,MIA
1631288,Jamal Cain,Jamal,1610612748,MIA,25.0,26,14,12,0.538,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.3,0.4,0.2,0.1,0.8,0.6,3.7,-1.0,7.4,0,0,7.1,406,361,422,278,445,426,427,372,368,390,248,322,331,252,309,483,454,504,468,374,362,472,449,403,413,338,446,257,38,445,MIA
