season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22017,201936,Tyreke Evans,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.857,52,0.38,0.969,0.462,0.093,0.137,0.083,0.021,0.433,0.531,386,374,141,305,164,2017-18,2017,2018
22017,1626150,Andrew Harrison,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.809,56,0.426,0.927,0.46,0.126,0.142,0.097,0.028,0.437,0.495,247,229,86,187,101,2017-18,2017,2018
22017,201596,Mario Chalmers,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.522,66,0.355,0.81,0.431,0.113,0.208,0.077,0.014,0.398,0.454,221,179,66,153,87,2017-18,2017,2018
22017,1628415,Dillon Brooks,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.261,82,0.234,0.687,0.341,0.097,0.15,0.097,0.009,0.335,0.364,227,156,59,173,114,2017-18,2017,2018
22017,201144,Mike Conley,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.879,12,0.415,0.989,0.437,0.148,0.08,0.148,0.034,0.455,0.486,88,87,31,71,40,2017-18,2017,2018
22017,202718,Chandler Parsons,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.933,36,0.283,1.038,0.515,0.051,0.127,0.025,0.013,0.468,0.568,79,82,34,66,32,2017-18,2017,2018
22017,1627782,Wayne Selden,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.51,35,0.28,0.806,0.37,0.102,0.163,0.082,0.01,0.367,0.432,98,79,27,73,46,2017-18,2017,2018
22017,1628424,Kobi Simmons,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.229,32,0.282,0.667,0.339,0.043,0.145,0.043,0.0,0.319,0.357,69,46,19,56,37,2017-18,2017,2018
22017,203463,Ben McLemore,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.118,56,0.119,0.564,0.278,0.091,0.255,0.091,0.0,0.273,0.306,55,31,10,36,26,2017-18,2017,2018
22017,202705,MarShon Brooks,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.382,7,0.26,0.758,0.385,0.0,0.212,0.0,0.0,0.303,0.481,33,25,10,26,16,2017-18,2017,2018
22017,203516,James Ennis III,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.49,45,0.102,0.8,0.444,0.133,0.267,0.133,0.0,0.4,0.472,30,24,8,18,10,2017-18,2017,2018
22017,1626185,Jarell Martin,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.318,73,0.044,0.714,0.435,0.0,0.179,0.0,0.0,0.357,0.435,28,20,10,23,13,2017-18,2017,2018
22017,1628504,Xavier Rathan-Mayes,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.092,5,0.579,0.515,0.286,0.03,0.152,0.03,0.03,0.242,0.304,33,17,8,28,20,2017-18,2017,2018
22017,1627362,Briante Weber,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.952,5,0.438,1.071,0.667,0.143,0.214,0.071,0.0,0.571,0.667,14,15,6,9,3,2017-18,2017,2018
22017,1627988,Myke Henry,1610612763,MEM,Memphis Grizzlies,PRBallHandler,Offensive,0.28,20,0.076,0.7,0.333,0.1,0.1,0.1,0.1,0.3,0.333,10,7,3,9,6,2017-18,2017,2018
