season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22018,1628378,Donovan Mitchell,1610612762,UTA,Utah Jazz,Misc,Offensive,0.82,77,0.049,0.747,0.36,0.263,0.337,0.042,0.011,0.379,0.0039700000000000004,1.2,0.9,0.2,0.5,0.3,2018-19,2018,2019
22018,203497,Rudy Gobert,1610612762,UTA,Utah Jazz,Misc,Offensive,0.689,81,0.092,0.636,0.67,0.434,0.505,0.0,0.0,0.424,0.006670000000000001,1.2,0.8,0.0,0.1,0.0,2018-19,2018,2019
22018,201937,Ricky Rubio,1610612762,UTA,Utah Jazz,Misc,Offensive,0.869,68,0.057,0.789,0.33,0.351,0.439,0.035,0.0,0.404,0.00375,0.8,0.7,0.1,0.2,0.1,2018-19,2018,2019
22018,203109,Jae Crowder,1610612762,UTA,Utah Jazz,Misc,Offensive,0.836,80,0.055,0.755,0.32,0.321,0.321,0.0,0.0,0.415,0.0034200000000000003,0.7,0.5,0.1,0.2,0.2,2018-19,2018,2019
22018,204060,Joe Ingles,1610612762,UTA,Utah Jazz,Misc,Offensive,0.677,82,0.056,0.627,0.29,0.305,0.458,0.017,0.0,0.373,0.00393,0.7,0.5,0.0,0.2,0.1,2018-19,2018,2019
22018,202324,Derrick Favors,1610612762,UTA,Utah Jazz,Misc,Offensive,0.211,76,0.072,0.362,0.57,0.172,0.707,0.017,0.0,0.224,0.00571,0.8,0.3,0.1,0.1,0.0,2018-19,2018,2019
22018,2594,Kyle Korver,1610612762,UTA,Utah Jazz,Misc,Offensive,0.618,54,0.043,0.6,0.4,0.25,0.5,0.0,0.0,0.35,0.004,0.4,0.2,0.0,0.1,0.1,2018-19,2018,2019
22018,203957,Danté Exum,1610612762,UTA,Utah Jazz,Misc,Offensive,0.714,42,0.051,0.647,0.25,0.294,0.471,0.0,0.0,0.353,0.0025,0.4,0.3,0.0,0.1,0.1,2018-19,2018,2019
22018,1626220,Royce O'Neale,1610612762,UTA,Utah Jazz,Misc,Offensive,0.228,82,0.044,0.368,0.21,0.0,0.263,0.0,0.0,0.158,0.0025,0.2,0.1,0.0,0.2,0.1,2018-19,2018,2019
22018,203526,Raul Neto,1610612762,UTA,Utah Jazz,Misc,Offensive,0.529,37,0.052,0.545,0.5,0.273,0.545,0.0,0.0,0.364,0.005,0.3,0.2,0.0,0.1,0.0,2018-19,2018,2019
