close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
203994,Jusuf Nurkić,1610612757,POR,C,27.0,56,56,0.792,325,612,0.531,0.553,-0.022
1629234,Drew Eubanks,1610612757,POR,F-C,25.0,70,69,0.717,263,489,0.538,0.542,-0.004
1628404,Josh Hart,1610612757,POR,G,27.0,54,54,0.583,240,438,0.548,0.53,0.018
1629014,Anfernee Simons,1610612757,POR,G,23.0,57,57,0.59,223,365,0.611,0.531,0.08
202339,Eric Bledsoe,1610612757,POR,G,32.0,54,54,0.605,157,300,0.523,0.524,-0.001
1629642,Nassir Little,1610612757,POR,F-G,22.0,42,42,0.598,142,288,0.493,0.53,-0.037
1630570,Trendon Watford,1610612757,POR,F,21.0,48,47,0.652,157,275,0.571,0.547,0.024
1629604,CJ Elleby,1610612757,POR,F-G,22.0,52,52,0.63,139,264,0.527,0.532,-0.006
203463,Ben McLemore,1610612757,POR,G,29.0,62,57,0.52,132,211,0.626,0.533,0.093
203081,Damian Lillard,1610612757,POR,G,31.0,29,29,0.584,114,205,0.556,0.524,0.032
1626159,Justise Winslow,1610612757,POR,F-G,26.0,42,41,0.669,95,204,0.466,0.534,-0.068
204060,Joe Ingles,1610612757,POR,F-G,34.0,45,44,0.575,107,180,0.594,0.522,0.073
1630553,Keon Johnson,1610612757,POR,G,20.0,34,33,0.63,103,170,0.606,0.538,0.068
1630535,Greg Brown III,1610612757,POR,F,20.0,42,38,0.547,99,152,0.651,0.538,0.114
1630314,Brandon Williams,1610612757,POR,G,22.0,24,23,0.558,80,149,0.537,0.528,0.009
203469,Cody Zeller,1610612757,POR,F-C,29.0,27,27,0.77,82,137,0.599,0.557,0.041
1628372,Dennis Smith Jr.,1610612757,POR,G,24.0,35,34,0.575,68,130,0.523,0.52,0.003
1627739,Kris Dunn,1610612757,POR,G,28.0,14,14,0.669,53,93,0.57,0.528,0.041
1630190,Elijah Hughes,1610612757,POR,G,24.0,29,24,0.561,53,74,0.716,0.546,0.17
1629617,Reggie Perry,1610612757,POR,F-C,22.0,10,10,0.651,40,71,0.563,0.546,0.017
1629833,Keljin Blevins,1610612757,POR,G,26.0,30,25,0.552,41,64,0.641,0.554,0.086
1629712,Didi Louzada,1610612757,POR,G,22.0,8,7,0.537,12,22,0.545,0.56,-0.014
1630787,Cameron McGriff,1610612757,POR,F,24.0,3,3,0.444,5,8,0.625,0.574,0.051
1629600,Jarron Cumberland,1610612757,POR,G,24.0,1,1,1.0,0,2,0.0,0.593,-0.593
