TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,44,24,20,0.545,46.8,31.6,80.5,0.393,7.3,24.0,0.306,28.8,38.7,0.745,13.0,35.0,48.0,16.4,11.9,7.1,7.6,6.5,28.0,27.4,99.4,-7.6,10,13,12,13,23,11,17,10,14,8,17,12,14,7,26,27,27,14,16,21,27,8,15,18,10,10
1610612738,Boston Celtics,46,25,21,0.543,43.7,31.3,75.9,0.412,6.9,26.9,0.258,38.0,47.4,0.801,10.5,31.9,42.4,17.5,11.4,6.6,5.5,5.0,25.5,31.9,107.5,-4.4,7,7,15,14,30,10,6,18,11,22,8,27,26,25,13,12,15,20,21,20,18,15,9,6,19,12
1610612751,Brooklyn Nets,41,15,26,0.366,48.1,37.1,79.9,0.464,7.8,25.5,0.307,28.6,39.8,0.718,9.9,32.0,41.8,19.4,10.9,8.2,3.7,4.4,23.8,28.9,110.5,10.5,21,25,23,25,10,26,16,27,17,15,18,10,17,3,8,15,10,28,24,26,5,25,5,14,21,24
1610612766,Charlotte Hornets,42,22,20,0.524,46.9,30.5,83.1,0.367,6.9,29.0,0.24,26.0,32.9,0.789,13.0,32.0,45.0,16.6,11.5,4.5,7.6,4.8,30.8,22.7,94.0,-16.6,16,15,12,15,22,7,25,2,12,27,3,5,4,21,25,16,22,16,19,4,26,17,23,28,5,3
1610612741,Chicago Bulls,46,27,19,0.587,49.6,35.5,91.6,0.388,6.5,23.1,0.283,26.2,38.6,0.679,16.6,32.5,49.1,18.2,8.2,7.2,4.4,9.1,26.6,26.9,103.7,5.6,7,5,9,7,3,23,30,7,8,5,13,6,12,1,30,19,29,24,30,23,11,1,12,19,17,20
1610612739,Cleveland Cavaliers,33,19,14,0.576,48.6,32.8,81.2,0.403,7.5,27.0,0.278,30.0,37.2,0.807,8.9,33.1,42.0,17.7,13.3,5.1,7.8,4.4,30.7,27.6,103.1,-3.1,28,20,3,9,6,17,19,13,15,23,11,16,10,27,3,24,11,22,7,11,29,23,22,17,16,13
1610612742,Dallas Mavericks,49,25,24,0.51,50.1,34.6,85.1,0.406,8.6,28.2,0.307,23.1,32.6,0.707,12.4,36.4,48.8,18.2,13.5,4.7,4.4,4.4,26.4,22.4,100.9,-12.6,5,7,20,16,2,21,29,16,20,25,19,1,3,2,24,29,28,23,5,5,10,24,11,29,13,8
1610612743,Denver Nuggets,52,25,27,0.481,48.7,32.4,82.9,0.391,6.0,24.1,0.25,28.6,38.7,0.74,11.1,36.2,47.2,18.6,10.8,5.5,7.8,4.3,29.6,28.6,99.5,4.8,2,7,25,19,5,14,24,9,5,9,6,11,13,5,15,28,24,26,25,13,28,27,19,15,11,19
1610612765,Detroit Pistons,42,25,17,0.595,46.3,30.4,78.5,0.387,5.6,23.1,0.244,24.2,32.3,0.75,10.2,31.5,41.7,14.8,12.6,5.1,5.4,3.2,35.8,25.3,90.6,-14.8,16,7,4,4,24,6,11,6,4,4,5,3,2,9,11,9,9,6,11,10,17,30,30,24,3,7
1610612744,Golden State Warriors,34,30,4,0.882,47.1,26.6,82.3,0.323,3.6,20.3,0.177,25.9,34.8,0.745,11.5,26.2,37.7,14.1,12.5,7.2,4.3,5.9,31.1,24.3,82.6,-36.1,26,2,1,1,21,2,22,1,1,1,1,4,5,8,21,1,2,4,14,22,7,10,25,26,1,1
1610612745,Houston Rockets,49,28,21,0.571,48.3,30.7,78.6,0.391,6.4,25.6,0.25,29.7,37.8,0.786,10.1,33.7,43.7,17.2,13.0,5.7,4.2,5.2,34.9,25.6,97.5,-10.1,5,4,15,10,9,8,14,8,6,16,6,14,11,19,10,25,18,18,9,14,6,13,29,22,8,9
1610612754,Indiana Pacers,53,30,23,0.566,47.1,32.7,75.8,0.432,7.3,25.9,0.28,27.5,35.8,0.767,11.2,32.7,44.0,15.8,15.2,6.4,5.9,5.5,29.7,25.3,100.2,-0.4,1,2,19,11,20,15,5,22,13,19,12,7,6,11,17,22,19,11,2,18,21,12,20,23,12,15
