GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,202687,Bismack Biyombo,Bismack,1610612761,TOR,23.0,8,5,3,0.625,17.0,0.05,0.0,0.0,0.0,0.0,0.056,0.087,0.4,0.5,0.471,0.0,0.5,0.0,1.0,0.0,0.0,0.154,0.024,9,10,89,45,42,103,74,99,33,68,45,45,21,8,16,45,115,36,1,1,1,48,82
Players,202709,Cory Joseph,Cory,1610612761,TOR,24.0,8,5,3,0.625,33.0,0.134,0.25,0.189,0.2,0.1,0.077,0.061,0.0,0.1,0.069,0.2,0.0,0.0,0.0,0.167,0.1,0.091,0.183,9,10,89,45,9,73,30,56,23,58,42,47,48,77,84,33,1,36,32,102,59,57,46
Players,201942,DeMar DeRozan,DeMar,1610612761,TOR,26.0,9,6,3,0.667,42.0,0.316,0.2,0.279,0.2,0.2,0.515,0.489,0.0,0.222,0.167,0.143,0.25,0.167,0.0,0.333,0.15,0.464,0.318,3,5,89,27,2,19,41,31,23,42,7,13,48,42,59,40,100,31,32,111,71,11,28
Players,201960,DeMarre Carroll,DeMarre,1610612761,TOR,29.0,7,4,3,0.571,36.0,0.084,0.0,0.071,0.0,0.143,0.19,0.188,0.0,0.148,0.108,0.2,0.0,0.0,0.0,0.2,0.368,0.15,0.065,20,18,89,47,6,91,74,92,33,51,35,41,48,65,74,33,1,36,32,104,108,51,77
Players,202685,Jonas Valančiūnas,Jonas,1610612761,TOR,24.0,4,2,2,0.5,16.0,0.184,0.364,0.25,0.0,0.0,0.0,0.0,0.8,0.364,0.5,0.0,0.0,0.667,1.0,0.0,0.143,0.0,0.267,45,31,69,49,46,51,24,34,33,68,46,49,10,24,6,45,1,7,1,1,68,64,34
Players,200768,Kyle Lowry,Kyle,1610612761,TOR,30.0,9,6,3,0.667,39.0,0.367,0.458,0.414,0.6,0.583,0.242,0.255,0.182,0.037,0.079,0.429,0.5,0.333,0.0,0.5,0.333,0.25,0.384,3,5,89,27,5,13,17,11,7,6,29,30,38,82,82,23,115,21,32,120,98,33,18
Players,1626181,Norman Powell,Norman,1610612761,TOR,23.0,2,2,0,1.0,4.0,0.125,0.0,0.25,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,31,1,1,99,75,74,34,33,20,46,49,48,83,88,45,1,36,32,1,1,64,83
Players,202335,Patrick Patterson,Patrick,1610612761,TOR,27.0,6,3,3,0.5,25.0,0.073,0.071,0.088,0.0,0.0,0.0,0.0,0.5,0.333,0.389,0.5,0.125,0.5,0.0,0.0,0.133,0.0,0.043,26,21,89,49,26,95,69,85,33,68,46,49,12,25,25,14,90,9,32,1,66,64,81
Players,203082,Terrence Ross,Terrence,1610612761,TOR,25.0,6,3,3,0.5,17.0,0.1,0.111,0.08,0.0,0.0,0.2,0.2,0.25,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.222,0.286,0.125,26,21,89,49,43,84,59,88,33,68,33,38,28,37,35,45,90,36,32,1,86,30,57
