player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1630162,Anthony Edwards,Anthony,1610612750,MIN,23.0,15,9,6,0.6,39.0,109.1,6.6,0.166,0.256,1.1,0.215,0.7,0.19,12.9,11.7,8.1,33.1,-0.97,27,28,186,51,13,92,10,50,47,36,77,42,84,197,203,165,185,187,MIN
1628978,Donte DiVincenzo,Donte,1610612750,MIN,28.0,15,9,6,0.6,25.2,114.5,2.3,0.094,0.152,1.4,0.323,0.3,0.103,10.4,7.5,5.5,23.5,-0.738,27,28,186,51,79,148,91,139,137,17,22,101,133,171,145,122,141,149,MIN
1630183,Jaden McDaniels,Jaden,1610612750,MIN,24.0,15,9,6,0.6,33.1,106.5,3.8,0.109,0.173,1.3,0.271,0.9,0.26,10.3,10.1,6.2,28.5,-0.771,27,28,186,51,44,66,53,122,119,24,47,29,54,168,175,133,162,154,MIN
1641740,Jaylen Clark,Jaylen,1610612750,MIN,23.0,5,3,2,0.6,5.7,109.5,1.0,0.192,0.313,0.4,0.333,0.0,0.0,1.4,1.2,0.6,4.8,-0.159,115,88,24,51,175,97,143,30,30,120,17,160,160,35,29,19,44,56,MIN
1631169,Josh Minott,Josh,1610612750,MIN,22.0,5,3,2,0.6,4.5,117.6,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,1.2,0.6,4.4,-0.151,115,88,24,51,184,166,204,204,204,165,165,118,1,25,29,19,39,53,MIN
203944,Julius Randle,Julius,1610612750,MIN,30.0,15,9,6,0.6,35.6,109.7,4.1,0.114,0.177,0.8,0.162,0.1,0.039,12.1,10.6,8.2,32.0,-0.898,27,28,186,51,31,100,47,113,117,61,112,139,156,187,179,169,178,178,MIN
1631159,Leonard Miller,Leonard,1610612750,MIN,21.0,3,3,0,1.0,4.3,114.3,0.7,0.182,0.286,0.0,0.0,0.0,0.0,0.7,1.3,0.0,5.3,-0.13,176,88,1,1,190,146,169,33,35,165,165,160,160,16,31,1,48,40,MIN
1630568,Luka Garza,Luka,1610612750,MIN,26.0,5,3,2,0.6,3.7,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,3.2,-0.148,115,88,24,51,200,201,204,204,204,165,165,160,160,25,14,19,24,52,MIN
201144,Mike Conley,Mike,1610612750,MIN,37.0,15,9,6,0.6,23.7,107.6,2.1,0.087,0.136,0.6,0.17,0.2,0.083,6.8,7.5,7.0,21.9,-0.562,27,28,186,51,85,79,99,149,153,87,109,118,140,118,145,145,133,126,MIN
1629675,Naz Reid,Naz,1610612750,MIN,25.0,15,9,6,0.6,25.0,111.7,3.7,0.155,0.243,0.7,0.193,0.9,0.368,9.6,6.6,6.1,22.3,-0.674,27,28,186,51,80,123,58,63,64,70,97,26,32,161,129,132,135,135,MIN
1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,26.0,15,9,6,0.6,20.6,110.5,1.3,0.063,0.105,0.4,0.125,0.3,0.143,8.8,5.8,4.1,20.8,-0.557,27,28,186,51,97,109,138,183,181,120,132,85,104,148,118,100,128,125,MIN
1642265,Rob Dillingham,Rob,1610612750,MIN,20.0,3,1,2,0.333,5.5,125.6,0.7,0.167,0.222,0.0,0.0,0.0,0.0,1.3,1.3,1.0,6.0,-0.222,176,139,24,132,177,194,169,49,80,165,165,160,160,32,31,28,54,70,MIN
203497,Rudy Gobert,Rudy,1610612750,MIN,32.0,15,9,6,0.6,27.4,103.7,5.5,0.192,0.298,0.5,0.121,1.2,0.462,7.8,7.9,5.9,23.2,-0.598,27,28,186,51,72,49,26,31,32,99,138,14,23,132,152,128,138,131,MIN
1630545,Terrence Shannon Jr.,Terrence,1610612750,MIN,24.0,9,4,5,0.444,6.3,109.9,1.0,0.173,0.281,0.4,0.308,0.0,0.0,1.6,1.6,2.4,6.2,-0.185,63,73,156,99,170,102,143,44,38,113,28,160,160,38,46,64,55,63,MIN
