season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612739,CLE,Cleveland Cavaliers,21900962,2020-03-10,CLE @ CHI,L,48.0,0.538,0.288,0.184,0.238,0.571,0.179,0.212,0.349,0,0,0,0,139,952,761,1797,1384,1547,383,88,1878,1,2019,2020,False,CHI,CLE,MAR
2019-20,1610612739,CLE,Cleveland Cavaliers,21900954,2020-03-08,CLE vs. SAS,W,53.0,0.527,0.479,0.151,0.286,0.49,0.367,0.077,0.14,0,0,0,0,13,1067,36,1279,817,600,1823,2041,70,1,2019,2020,True,CLE,SAS,MAR
2019-20,1610612739,CLE,Cleveland Cavaliers,21900942,2020-03-07,CLE vs. DEN,W,48.0,0.632,0.158,0.234,0.278,0.582,0.094,0.189,0.273,0,0,0,0,139,138,1872,2086,893,1655,30,259,1142,1,2019,2020,True,CLE,DEN,MAR
2019-20,1610612739,CLE,Cleveland Cavaliers,21900917,2020-03-04,CLE vs. BOS,L,48.0,0.511,0.225,0.135,0.333,0.529,0.302,0.116,0.306,0,0,0,0,139,1276,1332,897,334,1074,1465,1570,1513,1,2019,2020,True,CLE,BOS,MAR
2019-20,1610612739,CLE,Cleveland Cavaliers,21900902,2020-03-02,CLE vs. UTA,L,48.0,0.555,0.198,0.073,0.231,0.687,0.169,0.156,0.278,0,0,0,0,139,738,1582,57,1467,2105,323,741,1217,1,2019,2020,True,CLE,UTA,MAR
2019-20,1610612739,CLE,Cleveland Cavaliers,21900890,2020-02-29,CLE vs. IND,L,48.0,0.512,0.235,0.162,0.273,0.586,0.161,0.131,0.238,0,0,0,0,139,1252,1239,1469,945,1692,261,1299,723,1,2019,2020,True,CLE,IND,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900883,2020-02-28,CLE @ NOP,L,48.0,0.511,0.126,0.141,0.259,0.597,0.17,0.17,0.366,0,0,0,0,139,1308,2024,1023,1107,1773,329,484,1972,1,2019,2020,False,NOP,CLE,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900865,2020-02-26,CLE vs. PHI,W,48.0,0.596,0.218,0.204,0.324,0.478,0.157,0.096,0.236,0,0,0,0,139,348,1408,1985,438,456,238,1891,709,1,2019,2020,True,CLE,PHI,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900849,2020-02-24,CLE vs. MIA,W,53.0,0.515,0.351,0.111,0.322,0.542,0.208,0.139,0.222,0,0,0,0,13,1226,360,461,447,1214,617,1134,549,1,2019,2020,True,CLE,MIA,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900838,2020-02-22,CLE @ MIA,L,48.0,0.563,0.278,0.248,0.386,0.69,0.253,0.162,0.135,0,0,0,0,139,654,847,2103,81,2107,1033,636,57,1,2019,2020,False,MIA,CLE,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900827,2020-02-21,CLE @ WAS,W,48.0,0.599,0.309,0.212,0.238,0.429,0.217,0.115,0.373,0,0,0,0,139,331,602,2022,1384,118,702,1576,2002,1,2019,2020,False,WAS,CLE,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900807,2020-02-12,CLE vs. ATL,W,48.0,0.564,0.266,0.162,0.388,0.506,0.298,0.165,0.2,0,0,0,0,139,652,966,1484,77,789,1422,579,332,1,2019,2020,True,CLE,ATL,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900791,2020-02-09,CLE vs. LAC,L,48.0,0.405,0.232,0.155,0.308,0.634,0.215,0.117,0.268,0,0,0,0,139,2066,1271,1348,571,1993,686,1553,1098,1,2019,2020,True,CLE,LAC,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900760,2020-02-05,CLE @ OKC,L,48.0,0.545,0.124,0.2,0.269,0.525,0.37,0.12,0.174,0,0,0,0,139,859,2031,1950,1004,1033,1843,1493,179,1,2019,2020,False,OKC,CLE,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900742,2020-02-03,CLE vs. NYK,L,53.0,0.663,0.196,0.138,0.19,0.608,0.206,0.11,0.347,0,0,0,0,13,53,1593,952,1837,1867,602,1659,1854,1,2019,2020,True,CLE,NYK,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900730,2020-02-01,CLE vs. GSW,L,48.0,0.516,0.147,0.158,0.352,0.633,0.211,0.109,0.233,0,0,0,0,139,1218,1928,1408,214,1988,644,1690,666,1,2019,2020,True,CLE,GSW,FEB
2019-20,1610612739,CLE,Cleveland Cavaliers,21900714,2020-01-30,CLE vs. TOR,L,48.0,0.539,0.156,0.225,0.36,0.56,0.333,0.136,0.213,0,0,0,0,139,932,1883,2073,172,1425,1668,1193,451,1,2019,2020,True,CLE,TOR,JAN
2019-20,1610612739,CLE,Cleveland Cavaliers,21900700,2020-01-28,CLE vs. NOP,L,48.0,0.49,0.186,0.137,0.351,0.608,0.273,0.176,0.289,0,0,0,0,139,1520,1678,940,226,1868,1212,397,1326,1,2019,2020,True,CLE,NOP,JAN
2019-20,1610612739,CLE,Cleveland Cavaliers,21900693,2020-01-27,CLE @ DET,W,48.0,0.547,0.135,0.14,0.34,0.524,0.202,0.182,0.25,0,0,0,0,139,835,1990,990,305,1021,580,332,860,1,2019,2020,False,DET,CLE,JAN
2019-20,1610612739,CLE,Cleveland Cavaliers,21900682,2020-01-25,CLE vs. CHI,L,48.0,0.577,0.131,0.212,0.273,0.588,0.282,0.111,0.209,0,0,0,0,139,501,2006,2025,945,1706,1302,1636,425,1,2019,2020,True,CLE,CHI,JAN
2019-20,1610612739,CLE,Cleveland Cavaliers,21900666,2020-01-23,CLE vs. WAS,L,48.0,0.516,0.177,0.092,0.259,0.647,0.212,0.1,0.205,0,0,0,0,139,1222,1748,190,1107,2027,650,1826,390,1,2019,2020,True,CLE,WAS,JAN
