season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2020-21,203504,Trey Burke,Trey,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,7.8,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,1,933,933,933,1470,662,947,1297,514,957,555,839,711,1226,981,924,845,310,1303,969,1470,1249,1470,1,7:45,2020,2021
2020-21,204001,Kristaps Porziņģis,Kristaps,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,42.9,0.583,0.417,0.75,0.125,0.0,0.0,0.25,0.125,0.625,1.0,0.0,0.0,0.0,1.0,0.0,6,12,0.5,1,933,933,933,53,868,811,396,386,957,555,341,551,410,1,924,845,310,1,969,370,408,565,1,42:51,2020,2021
2020-21,1626246,Boban Marjanović,Boban,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,31.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.714,0.286,0.0,0.0,0.714,0.286,7,11,0.636,1,933,933,933,582,1,1340,1,514,957,555,839,711,1,439,850,845,310,645,806,288,471,315,1,31:23,2020,2021
2020-21,1628467,Maxi Kleber,Maxi,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,9.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,933,933,933,1430,1528,1,1297,514,957,555,839,711,1226,981,924,845,310,1303,969,1470,1378,1470,1,9:18,2020,2021
2020-21,1626196,Josh Richardson,Josh,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,6.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1,933,933,933,1538,1528,1,1297,514,957,555,839,711,1226,981,924,845,310,1303,969,1470,1522,1470,1,6:04,2020,2021
2020-21,203501,Tim Hardaway Jr.,Tim,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,42.6,0.357,0.643,0.727,0.182,0.273,0.0,0.0,0.0,0.545,0.75,0.25,1.0,0.0,0.8,0.2,5,14,0.357,1,933,933,933,60,1251,433,417,292,758,555,839,711,502,410,860,1,310,545,893,474,320,1109,1,42:35,2020,2021
2020-21,1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,39.4,0.462,0.538,0.333,0.0,0.667,0.167,0.0,0.0,0.333,0.667,0.333,1.0,0.0,0.857,0.143,7,13,0.538,1,933,933,933,191,1114,567,1043,514,260,342,839,711,831,450,778,1,310,514,946,288,364,526,1,39:23,2020,2021
2020-21,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,5.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,2,1.0,1,933,933,933,1567,1,1340,1,514,957,555,839,711,1,569,585,845,310,855,474,949,1378,1,1,5:22,2020,2021
2020-21,1628973,Jalen Brunson,Jalen,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,10.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,3,0.333,1,933,933,933,1396,1,1340,1,514,957,555,839,711,1,981,1,845,310,1303,1,1202,1249,1124,1,10:27,2020,2021
2020-21,1629029,Luka Dončić,Luka,1610612742,DAL,Dallas Mavericks,42000177,2021-06-06T00:00:00,DAL @ LAC,L,44.9,0.633,0.367,0.522,0.087,0.326,0.109,0.152,0.152,0.435,0.0,1.0,0.0,1.0,0.0,1.0,17,30,0.567,1,933,933,933,31,763,922,722,464,714,454,593,497,656,981,1,845,1,1303,1,2,9,473,1,44:52,2020,2021
