season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2023-24,1610612744,GSW,Golden State Warriors,22300273,2023-11-30,GSW vs. LAC,W,48.0,11.0,15.0,14.0,46.0,11.0,18.0,15.0,58.0,0,0,0,0,119,1944,888,1124,1528,409,1860,1338,1826,1,2023,2024,True,GSW,LAC
2023-24,1610612754,IND,Indiana Pacers,22300267,2023-11-30,IND @ MIA,L,48.0,22.0,21.0,22.0,74.0,10.0,22.0,15.0,70.0,0,0,0,0,119,399,236,265,26,299,2226,1338,2373,1,2023,2024,False,MIA,IND
2023-24,1610612746,LAC,LA Clippers,22300273,2023-11-30,LAC @ GSW,L,48.0,11.0,18.0,15.0,58.0,11.0,15.0,14.0,46.0,0,0,0,0,119,1944,494,946,490,409,1400,1181,762,1,2023,2024,False,GSW,LAC
2023-24,1610612739,CLE,Cleveland Cavaliers,22300265,2023-11-30,CLE vs. POR,L,48.0,31.0,24.0,19.0,50.0,23.0,16.0,17.0,46.0,0,0,0,0,119,34,96,492,1116,2063,1574,1642,762,1,2023,2024,True,CLE,POR
2023-24,1610612760,OKC,Oklahoma City Thunder,22300271,2023-11-30,OKC vs. LAL,W,48.0,14.0,13.0,26.0,56.0,14.0,6.0,12.0,38.0,0,0,0,0,119,1482,1233,99,636,817,143,861,229,1,2023,2024,True,OKC,LAL
2023-24,1610612752,NYK,New York Knicks,22300268,2023-11-30,NYK vs. DET,W,48.0,21.0,16.0,8.0,44.0,22.0,7.0,14.0,44.0,0,0,0,0,119,493,730,2037,1700,1969,222,1181,609,1,2023,2024,True,NYK,DET
2023-24,1610612737,ATL,Atlanta Hawks,22300272,2023-11-30,ATL @ SAS,W,48.0,14.0,9.0,13.0,56.0,10.0,11.0,20.0,48.0,0,0,0,0,119,1482,1855,1281,636,299,751,1970,934,1,2023,2024,False,SAS,ATL
2023-24,1610612749,MIL,Milwaukee Bucks,22300269,2023-11-30,MIL @ CHI,L,53.0,19.0,17.0,11.0,44.0,25.0,17.0,20.0,52.0,0,0,0,0,17,692,602,1601,1700,2195,1732,1970,1346,1,2023,2024,False,CHI,MIL
2023-24,1610612751,BKN,Brooklyn Nets,22300266,2023-11-30,BKN vs. CHA,L,48.0,13.0,32.0,20.0,66.0,12.0,18.0,11.0,38.0,0,0,0,0,119,1645,9,405,128,518,1860,698,229,1,2023,2024,True,BKN,CHA
2023-24,1610612759,SAS,San Antonio Spurs,22300272,2023-11-30,SAS vs. ATL,L,48.0,10.0,11.0,20.0,48.0,14.0,9.0,13.0,56.0,0,0,0,0,119,2053,1550,405,1342,817,466,1013,1663,1,2023,2024,True,SAS,ATL
