close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,21,21,0.688,5.38,11.0,0.489,0.565,-0.076
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,26.0,21,21,0.599,4.24,8.24,0.514,0.561,-0.047
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,21,21,0.648,3.71,7.19,0.517,0.571,-0.055
1627936,Alex Caruso,1610612760,OKC,G,31.0,21,21,0.631,3.57,6.43,0.556,0.55,0.005
1629652,Luguentz Dort,1610612760,OKC,G,26.0,21,21,0.538,3.14,5.76,0.545,0.549,-0.003
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,21,21,0.656,3.29,5.62,0.585,0.553,0.032
1641717,Cason Wallace,1610612760,OKC,G,21.0,21,21,0.579,2.67,5.57,0.479,0.54,-0.061
1631119,Jaylin Williams,1610612760,OKC,F,22.0,14,13,0.667,1.86,4.0,0.464,0.565,-0.101
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,19,19,0.628,1.26,3.74,0.338,0.552,-0.214
1630198,Isaiah Joe,1610612760,OKC,G,25.0,19,18,0.721,1.58,2.58,0.612,0.547,0.065
1641794,Dillon Jones,1610612760,OKC,F,23.0,7,6,0.714,1.0,2.14,0.467,0.533,-0.067
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,4,3,0.667,1.0,2.0,0.5,0.566,-0.066
1642349,Ajay Mitchell,1610612760,OKC,G,22.0,8,7,0.636,0.88,1.75,0.5,0.561,-0.061
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,11,8,0.5,0.91,1.64,0.556,0.566,-0.01
