close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,26.0,23,23,0.407,2.17,5.39,0.403,0.376,0.027
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,23,23,0.314,1.52,5.04,0.302,0.378,-0.076
1629652,Luguentz Dort,1610612760,OKC,G,26.0,23,23,0.46,1.52,4.74,0.321,0.379,-0.058
1627936,Alex Caruso,1610612760,OKC,G,31.0,23,22,0.383,1.3,4.04,0.323,0.378,-0.056
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,23,22,0.36,1.65,3.91,0.422,0.388,0.035
1641717,Cason Wallace,1610612760,OKC,G,21.0,23,22,0.407,1.13,3.83,0.295,0.368,-0.072
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,23,21,0.349,1.09,2.91,0.373,0.384,-0.01
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,21,17,0.371,0.76,2.19,0.348,0.366,-0.018
1631119,Jaylin Williams,1610612760,OKC,F,23.0,15,10,0.344,0.67,2.07,0.323,0.365,-0.042
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,13,11,0.512,0.46,1.69,0.273,0.377,-0.104
1630198,Isaiah Joe,1610612760,OKC,G,25.0,20,13,0.297,0.4,1.1,0.364,0.377,-0.014
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,5,4,0.385,0.6,1.0,0.6,0.318,0.282
1642349,Ajay Mitchell,1610612760,OKC,G,23.0,9,6,0.308,0.33,0.89,0.375,0.364,0.011
1641794,Dillon Jones,1610612760,OKC,F,23.0,9,5,0.28,0.22,0.78,0.286,0.347,-0.061
