close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,21,21,1.0,6.95,16.0,0.435,0.497,-0.062
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,26.0,21,21,1.0,6.43,13.76,0.467,0.486,-0.019
1628392,Isaiah Hartenstein,1610612760,OKC,C-F,27.0,21,21,1.0,5.33,11.1,0.481,0.507,-0.026
1629652,Luguentz Dort,1610612760,OKC,G,26.0,21,21,1.0,4.67,10.71,0.436,0.48,-0.044
1627936,Alex Caruso,1610612760,OKC,G,31.0,21,21,1.0,4.76,10.19,0.467,0.483,-0.016
1641717,Cason Wallace,1610612760,OKC,G,21.0,21,21,1.0,3.86,9.62,0.401,0.479,-0.078
1631114,Jalen Williams,1610612760,OKC,G-F,24.0,21,21,1.0,4.29,8.57,0.5,0.492,0.008
1631119,Jaylin Williams,1610612760,OKC,F,22.0,14,14,1.0,2.5,6.0,0.417,0.497,-0.081
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,19,19,1.0,2.05,5.95,0.345,0.483,-0.138
1630198,Isaiah Joe,1610612760,OKC,G,25.0,19,19,1.0,1.95,3.58,0.544,0.479,0.065
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,11,11,1.0,1.45,3.27,0.444,0.466,-0.021
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,4,4,1.0,1.75,3.0,0.583,0.473,0.111
1641794,Dillon Jones,1610612760,OKC,F,23.0,7,7,1.0,1.29,3.0,0.429,0.449,-0.02
1642349,Ajay Mitchell,1610612760,OKC,G,22.0,8,8,1.0,1.25,2.75,0.455,0.459,-0.005
