close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1629028,Deandre Ayton,1610612756,PHX,C,20.0,71,71,0.528,5.58,9.54,0.585,0.585,0.0
1627733,Dragan Bender,1610612756,PHX,F,21.0,44,42,0.566,3.2,6.43,0.498,0.579,-0.081
1628969,Mikal Bridges,1610612756,PHX,F,22.0,81,80,0.514,3.17,5.59,0.567,0.568,0.0
1626164,Devin Booker,1610612756,PHX,G,22.0,64,62,0.474,3.13,5.22,0.599,0.564,0.034
1626162,Kelly Oubre Jr.,1610612756,PHX,F,23.0,69,66,0.49,2.97,4.99,0.596,0.568,0.028
1626158,Richaun Holmes,1610612756,PHX,F-C,25.0,69,68,0.5,2.55,4.99,0.512,0.576,-0.064
1628367,Josh Jackson,1610612756,PHX,F,22.0,79,77,0.497,2.65,4.97,0.532,0.562,-0.03
203933,T.J. Warren,1610612756,PHX,F,25.0,43,43,0.511,2.77,4.51,0.613,0.567,0.046
1629001,De'Anthony Melton,1610612756,PHX,G,21.0,48,46,0.523,2.48,4.44,0.559,0.555,0.003
204020,Tyler Johnson,1610612756,PHX,G,27.0,56,54,0.405,2.29,3.88,0.59,0.554,0.036
1629034,Ray Spalding,1610612756,PHX,F,22.0,14,12,0.582,2.5,3.79,0.66,0.588,0.073
1629059,Elie Okobo,1610612756,PHX,G,21.0,52,47,0.49,1.94,3.4,0.571,0.551,0.02
203112,Quincy Acy,1610612756,PHX,F,28.0,10,7,0.385,1.1,2.5,0.44,0.554,-0.114
203584,Troy Daniels,1610612756,PHX,G,27.0,49,42,0.477,1.37,2.35,0.583,0.569,0.014
2037,Jamal Crawford,1610612756,PHX,G,39.0,59,51,0.474,1.47,2.2,0.669,0.563,0.106
1628994,George King,1610612756,PHX,F,25.0,1,1,0.667,2.0,2.0,1.0,0.554,0.447
202690,Jimmer Fredette,1610612756,PHX,G,30.0,6,5,0.5,1.33,1.83,0.727,0.557,0.17
