group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1630623,Tyson Etienne,Tyson,1610612751,BKN,25.0,2,1,1,0.5,1.1,200.0,150.0,150.0,0.0,0.0,0.0,200.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.08,78.26,65.22,78.26,0.0,4,0,0,0.0,0.0,0.0,410,375,35,212,431,8,11,11,1,1,1,6,5,5,337,250,337,302,382,400,1,1,369,392,435,436,484,488,488,387,369,419,369,419,369,BKN
Players,1641721,Maxwell Lewis,Maxwell,1610612751,BKN,22.0,3,2,1,0.667,0.3,250.0,100.0,100.0,0.0,0.0,0.0,250.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74,189.47,157.89,189.47,0.0,5,0,0,0.0,0.0,0.0,380,335,35,73,476,3,308,308,1,1,1,2,9,9,337,250,337,302,382,400,1,1,369,392,435,436,381,29,29,387,369,419,369,419,369,BKN
Players,1631166,Drew Timme,Drew,1610612751,BKN,24.0,3,2,1,0.667,1.7,122.2,110.0,110.0,133.2,144.4,144.4,-11.0,-34.4,-34.4,0.333,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.111,90.9,92.06,76.72,92.06,0.128,10,1,1,0.3,0.3,1.0,380,335,35,73,380,115,197,197,424,471,471,327,431,431,30,250,10,302,382,400,1,1,15,22,342,337,440,468,468,135,306,362,200,352,1,BKN
Players,1630560,Cam Thomas,Cam,1610612751,BKN,23.0,15,5,10,0.333,3.8,86.8,89.3,89.3,126.9,117.6,117.6,-40.1,-28.4,-28.4,0.05,0.2,2.3,0.0,0.091,0.047,11.6,11.6,0.439,0.487,0.313,0.33,94.04,96.34,80.29,96.34,0.051,112,12,33,0.8,2.2,0.364,214,243,328,372,77,434,409,409,393,365,365,434,412,412,301,247,336,302,276,348,364,363,262,295,36,39,402,421,421,315,85,67,55,28,266,BKN
Players,1641730,Noah Clowney,Noah,1610612751,BKN,20.0,9,5,4,0.556,2.7,128.5,120.8,120.8,87.4,85.7,85.7,41.2,35.1,35.1,0.077,1.0,7.7,0.074,0.1,0.085,7.7,7.4,0.5,0.524,0.2,0.23,91.16,94.87,79.06,94.87,0.107,48,4,11,0.4,1.2,0.364,279,243,181,169,233,74,94,94,68,75,75,37,41,41,259,155,303,105,253,197,289,286,199,254,127,111,439,441,441,170,210,196,153,97,266,BKN
Players,1629001,De'Anthony Melton,De'Anthony,1610612751,BKN,27.0,1,1,0,1.0,3.5,170.1,142.9,142.9,62.5,62.5,62.5,107.6,80.4,80.4,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,94.28,101.89,84.91,101.89,0.087,7,0,0,0.0,0.0,0.0,439,375,1,1,115,13,19,19,34,37,37,10,14,14,337,250,337,302,34,22,1,1,369,392,435,436,397,275,275,213,369,419,369,419,369,BKN
Players,1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,23.0,3,1,2,0.333,0.7,225.0,150.0,150.0,107.8,100.0,100.0,117.2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.53,134.35,111.96,134.35,0.0,6,0,0,0.0,0.0,0.0,380,375,105,372,453,7,11,11,201,138,138,9,25,25,337,250,337,302,382,400,1,1,369,392,435,436,108,48,48,387,369,419,369,419,369,BKN
Players,1641727,Dariq Whitehead,Dariq,1610612751,BKN,20.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,666.67,800.0,0.0,1,0,0,0.0,0.0,0.0,439,375,1,1,492,471,471,471,1,1,1,227,221,221,337,250,337,302,382,400,1,1,369,392,435,436,487,4,4,387,369,419,369,419,369,BKN
Players,1641736,Reece Beekman,Reece,1610612751,BKN,23.0,4,4,0,1.0,0.5,143.4,100.0,100.0,106.4,100.0,100.0,37.1,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.17,73.97,98.48,82.07,98.48,0.857,7,1,1,0.3,0.3,1.0,359,275,1,1,458,28,308,308,183,138,138,46,221,221,1,250,10,302,382,400,1,1,15,22,270,187,480,379,379,3,306,362,252,379,1,BKN
Players,1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,29.0,24,10,14,0.417,1.9,91.5,89.4,89.4,131.0,122.1,122.1,-39.5,-32.7,-32.7,0.458,1.83,27.5,0.0,0.1,0.045,15.0,15.0,0.425,0.498,0.248,0.268,99.08,103.66,86.38,103.66,0.099,104,7,20,0.3,0.8,0.35,114,154,410,330,354,416,408,408,415,406,406,433,425,425,10,103,72,302,253,352,412,411,274,287,87,82,261,226,226,188,142,122,237,191,284,BKN
