group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1629004,Svi Mykhailiuk,Svi,1610612760,OKC,24.0,16,5,11,0.313,33.696666666666665,2,0,0,0,18,13,12,34,1,0,3,1,18.6,187,237,332,354,213,155,217,150,305,308,284,347,249,96,1,196,260,243,OKC
Players,1630177,Theo Maledon,Theo,1610612760,OKC,20.0,15,8,7,0.533,38.053333333333335,5,0,0,10,16,5,6,28,0,0,3,3,21.5,193,171,238,163,197,84,217,150,110,279,163,250,227,180,1,196,188,229,OKC
Players,1629647,Darius Bazley,Darius,1610612760,OKC,21.0,25,11,14,0.44,79.595,2,2,0,12,37,20,17,74,0,2,4,5,40.6,87,114,383,255,95,155,151,150,89,421,351,395,373,180,367,249,124,156,OKC
Players,1629658,Jaylen Hoard,Jaylen,1610612760,OKC,22.0,4,1,3,0.25,5.638333333333334,0,0,0,0,0,4,2,6,0,0,0,0,0.0,344,351,109,373,367,225,217,150,305,1,142,136,87,180,1,1,319,414,OKC
Players,1629660,Ty Jerome,Ty,1610612760,OKC,23.0,5,3,2,0.6,5.991666666666666,0,0,0,0,6,0,0,0,0,0,2,0,4.9,328,284,79,99,363,225,217,150,305,166,1,1,1,180,1,146,319,345,OKC
Players,1629718,Charlie Brown Jr.,Charlie,1610612760,OKC,24.0,1,1,0,1.0,5.05,0,0,0,0,0,4,0,4,0,0,0,0,1.2,406,351,1,1,374,225,217,150,305,1,142,1,51,180,1,1,319,398,OKC
Players,203121,Darius Miller,Darius,1610612760,OKC,31.0,1,1,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,406,351,1,1,437,225,217,150,305,1,1,1,1,180,1,1,319,414,OKC
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,22.0,24,13,11,0.542,89.275,13,4,6,12,45,22,17,72,1,1,11,13,58.9,95,77,332,156,76,19,84,24,89,443,368,395,368,96,265,394,43,110,OKC
Players,202689,Kemba Walker,Kemba,1610612760,OKC,31.0,23,9,14,0.391,70.92333333333333,2,0,1,4,28,15,25,48,2,3,2,8,58.3,104,152,383,306,110,155,217,144,177,374,305,440,309,50,403,146,74,113,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,29.0,3,1,2,0.333,7.71,0,0,0,0,8,0,2,6,0,1,0,1,8.4,363,351,79,330,348,225,217,150,305,195,1,136,87,180,265,1,260,305,OKC
Players,1630197,Aleksej Pokusevski,Aleksej,1610612760,OKC,19.0,7,5,2,0.714,18.591666666666665,0,3,0,0,4,4,0,8,1,1,3,2,24.0,299,237,79,54,284,225,121,150,305,130,142,1,107,96,265,196,219,215,OKC
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,26.0,17,9,8,0.529,48.14,2,2,0,8,23,8,6,36,0,1,8,2,34.8,175,152,264,165,167,155,151,150,125,341,210,250,264,180,265,338,219,175,OKC
Players,1629676,Isaiah Roby,Isaiah,1610612760,OKC,23.0,15,6,9,0.4,24.808333333333334,0,0,0,2,15,8,2,10,1,1,3,4,17.2,193,214,289,288,255,225,217,150,221,271,210,136,140,96,265,196,151,249,OKC
Players,1628396,Tony Bradley,Tony,1610612760,OKC,23.0,3,2,1,0.667,2.493333333333333,0,0,0,0,0,0,0,4,0,0,0,0,0.0,363,318,25,67,413,225,217,150,305,1,1,1,51,180,1,1,319,414,OKC
Players,1630221,Josh Hall,Josh,1610612760,OKC,20.0,1,1,0,1.0,5.05,0,0,0,2,0,4,0,4,0,0,1,1,1.0,406,351,1,1,374,225,217,150,221,1,142,1,51,180,1,87,260,407,OKC
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,22.0,15,11,4,0.733,51.281666666666666,7,6,1,24,23,8,11,46,1,1,3,22,99.3,193,114,142,48,157,54,55,144,36,341,210,332,304,96,265,196,16,45,OKC
