group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
Players,1629610,DaQuan Jeffries,DaQuan,1610612759,SAS,23.0,1,0,1,0.0,0.2,0.0,0.0,0.0,200.0,200.0,200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.46,138.46,115.38,138.46,0.0,0,0,0,0.0,0.0,0.0,406,405,25,405,445,430,430,430,441,443,443,444,445,445,291,219,291,263,360,374,1,1,355,368,409,409,16,30,30,347,355,401,355,401,355
Players,201942,DeMar DeRozan,DeMar,1610612759,SAS,31.0,32,14,18,0.438,4.5,110.5,108.5,108.5,116.2,115.1,115.1,-5.7,-6.5,-6.5,0.323,2.86,13.8,0.035,0.13,0.083,4.8,4.8,0.462,0.584,0.385,0.404,98.43,99.82,83.18,99.82,0.203,294,42,93,1.3,2.9,0.452,22,64,433,257,23,210,190,190,277,311,311,256,253,253,33,41,176,172,192,187,217,216,241,175,12,12,326,365,365,40,5,4,9,11,185
Players,1627749,Dejounte Murray,Dejounte,1610612759,SAS,24.0,35,16,19,0.457,4.0,112.3,109.9,109.9,115.3,113.6,113.6,-3.0,-3.7,-3.7,0.165,1.4,19.4,0.045,0.16,0.105,13.9,13.9,0.556,0.582,0.181,0.189,98.44,100.26,83.55,100.26,0.114,292,23,45,0.7,1.3,0.511,9,40,441,237,46,191,171,171,268,295,295,234,228,228,111,108,102,152,128,123,369,368,152,177,144,150,324,356,356,149,33,40,74,99,113
Players,1628401,Derrick White,Derrick,1610612759,SAS,26.0,17,7,10,0.412,3.8,114.4,110.0,110.0,121.1,117.6,117.6,-6.6,-7.6,-7.6,0.081,1.5,12.5,0.0,0.086,0.042,8.3,8.5,0.438,0.536,0.148,0.151,96.01,99.33,82.78,99.33,0.049,130,6,16,0.4,0.9,0.375,175,193,302,281,67,170,170,170,321,346,346,263,262,262,207,95,191,263,279,332,278,283,258,228,210,223,376,373,373,295,149,131,181,154,251
Players,1630170,Devin Vassell,Devin,1610612759,SAS,20.0,6,2,4,0.333,0.7,81.0,80.0,80.0,156.2,150.0,150.0,-75.3,-70.0,-70.0,0.333,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.253,121.75,125.17,104.31,125.17,-0.105,10,0,3,0.0,0.5,0.0,317,318,142,330,421,399,391,391,425,429,429,425,423,423,23,219,56,263,360,374,1,1,355,368,84,80,30,50,50,424,355,295,355,267,355
Players,1629234,Drew Eubanks,Drew,1610612759,SAS,24.0,3,0,3,0.0,1.4,126.9,125.0,125.0,75.0,66.7,66.7,51.9,58.3,58.3,0.0,0.0,0.0,0.0,0.111,0.071,100.0,100.0,0.0,0.0,0.1,0.101,89.68,96.0,80.0,96.0,0.0,8,0,0,0.0,0.0,0.0,363,405,109,405,371,75,50,50,21,18,18,15,15,15,291,219,291,263,224,229,453,453,355,368,315,326,431,413,413,347,355,401,355,401,355
Players,203476,Gorgui Dieng,Gorgui,1610612759,SAS,31.0,6,2,4,0.333,2.6,91.2,88.9,88.9,79.1,71.9,71.9,12.1,17.0,17.0,0.111,0.5,25.0,0.083,0.125,0.107,50.0,50.0,1.0,1.0,0.103,0.106,85.85,91.42,76.19,91.42,0.125,27,1,1,0.2,0.2,1.0,317,318,142,330,240,371,361,361,27,22,22,114,82,82,146,189,56,65,197,119,449,450,9,14,306,318,438,437,437,118,284,356,295,381,1
Players,1627751,Jakob Poeltl,Jakob,1610612759,SAS,25.0,26,12,14,0.462,3.6,111.6,106.9,106.9,113.9,112.0,112.0,-2.2,-5.1,-5.1,0.015,0.33,5.0,0.073,0.2,0.138,15.0,14.7,0.583,0.64,0.092,0.099,94.13,96.98,80.82,96.98,0.074,189,7,12,0.3,0.5,0.583,81,93,383,231,84,199,204,204,252,281,281,229,243,243,289,210,279,85,73,60,382,375,132,129,328,332,404,406,406,227,130,165,226,284,81
Players,1628966,Keita Bates-Diop,Keita,1610612759,SAS,25.0,2,0,2,0.0,1.6,136.1,100.0,100.0,137.5,137.5,137.5,-1.4,-37.5,-37.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.667,0.667,0.3,0.381,105.25,121.33,101.11,121.33,0.378,8,2,3,1.0,1.5,0.667,386,405,79,405,356,35,261,261,399,413,413,219,394,394,291,219,291,1,1,1,1,1,89,116,48,20,155,69,69,6,245,295,24,73,53
Players,1629640,Keldon Johnson,Keldon,1610612759,SAS,21.0,27,13,14,0.481,3.5,105.3,103.1,103.1,111.8,111.1,111.1,-6.5,-8.0,-8.0,0.0,0.0,0.0,0.043,0.173,0.112,12.5,12.3,0.481,0.506,0.149,0.159,98.13,99.5,82.92,99.5,0.05,196,12,26,0.4,1.0,0.462,72,77,383,220,97,264,231,231,216,271,271,261,266,266,291,219,291,155,106,107,348,349,227,255,208,210,332,369,369,293,75,89,135,150,174
Players,1629022,Lonnie Walker IV,Lonnie,1610612759,SAS,22.0,20,8,12,0.4,3.0,100.3,99.2,99.2,107.2,104.1,104.1,-6.9,-4.9,-4.9,0.073,1.5,16.7,0.0,0.105,0.057,11.1,10.8,0.538,0.558,0.119,0.126,94.65,96.56,80.47,96.56,0.081,120,7,13,0.4,0.7,0.538,137,171,349,288,172,318,292,292,161,181,181,266,241,241,220,95,124,263,243,281,328,326,161,205,264,270,396,409,409,208,130,152,183,229,102
Players,201988,Patty Mills,Patty,1610612759,SAS,32.0,30,13,17,0.433,3.4,114.8,110.5,110.5,111.3,106.7,106.7,3.5,3.8,3.8,0.088,3.0,15.0,0.01,0.048,0.029,5.0,5.1,0.464,0.523,0.14,0.147,99.37,103.43,86.2,103.43,0.06,219,11,28,0.4,0.9,0.393,38,77,425,264,121,165,163,163,206,213,213,174,172,172,198,28,148,252,341,358,219,220,239,236,228,230,304,296,296,260,86,77,173,157,238
Players,1629683,Quinndary Weatherspoon,Quinndary,1610612759,SAS,24.0,1,0,1,0.0,2.8,136.1,133.3,133.3,100.0,100.0,100.0,36.1,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.125,0.127,103.68,104.73,87.27,104.73,0.24,6,1,1,1.0,1.0,1.0,406,405,25,405,210,35,28,28,105,140,140,31,37,37,291,219,291,263,360,374,1,1,1,1,253,265,186,266,267,21,284,356,24,131,1
Players,200752,Rudy Gay,Rudy,1610612759,SAS,34.0,23,10,13,0.435,2.9,101.1,97.2,97.2,102.8,99.3,99.3,-1.7,-2.1,-2.1,0.03,0.33,2.9,0.038,0.1,0.068,8.6,8.4,0.34,0.475,0.214,0.23,99.53,103.3,86.08,103.3,0.062,141,7,25,0.3,1.1,0.28,104,137,369,261,191,311,309,309,129,138,138,222,212,212,282,210,289,166,252,243,285,281,316,289,108,99,298,298,298,256,130,92,209,124,317
