TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,8,5,3,0.625,45.8,14.0,14.0,2.3,44.2,5.8,11.6,14.0,44.2,2,2,10,4,2,7,8,12,4,5,7,11,12
1610612739,Cleveland Cavaliers,10,7,3,0.7,51.1,17.3,23.5,6.2,32.1,9.9,4.9,11.1,34.6,1,1,10,3,1,4,5,10,13,9,2,9,5
1610612744,Golden State Warriors,7,4,3,0.571,49.9,25.0,11.4,18.2,36.4,13.6,31.8,0.0,22.7,3,3,10,5,4,2,9,5,10,11,11,1,2
1610612745,Houston Rockets,4,4,0,1.0,46.0,14.3,7.1,10.7,21.4,10.7,17.9,14.3,14.3,7,3,1,1,8,6,13,8,15,10,8,12,1
1610612754,Indiana Pacers,5,1,4,0.2,54.2,0.0,8.3,0.0,33.3,29.2,20.8,12.5,41.7,4,9,15,13,7,12,12,13,12,15,10,10,11
1610612748,Miami Heat,2,1,1,0.5,45.3,36.4,0.0,18.2,54.5,0.0,45.5,0.0,54.5,14,9,2,6,14,1,15,5,2,1,16,1,14
1610612749,Milwaukee Bucks,4,2,2,0.5,43.8,8.1,10.8,18.9,54.1,8.1,18.9,0.0,27.0,7,6,6,6,6,9,10,4,3,7,9,1,3
1610612750,Minnesota Timberwolves,1,0,1,0.0,41.7,0.0,40.0,40.0,40.0,0.0,0.0,60.0,40.0,16,15,2,15,16,12,1,2,6,1,1,16,7
1610612740,New Orleans Pelicans,4,3,1,0.75,44.4,16.0,36.0,0.0,32.0,8.0,32.0,28.0,32.0,7,5,2,2,10,5,4,13,14,6,12,15,4
1610612760,Oklahoma City Thunder,3,1,2,0.333,49.4,0.0,10.0,10.0,40.0,0.0,5.0,0.0,40.0,11,9,6,11,12,12,11,9,6,1,3,1,7
1610612755,Philadelphia 76ers,5,1,4,0.2,48.6,4.0,18.0,6.0,44.0,26.0,10.0,8.0,68.0,4,9,15,13,3,11,6,11,5,14,6,7,16
1610612757,Portland Trail Blazers,3,0,3,0.0,55.0,10.0,40.0,35.0,40.0,20.0,45.0,0.0,40.0,11,15,10,15,11,8,1,3,6,13,15,1,7
1610612759,San Antonio Spurs,2,1,1,0.5,47.0,0.0,40.0,0.0,0.0,40.0,40.0,0.0,40.0,14,9,2,6,15,12,1,13,16,16,14,1,7
1610612761,Toronto Raptors,5,2,3,0.4,58.7,5.7,17.1,14.3,40.0,14.3,5.7,20.0,45.7,4,6,10,10,5,10,7,7,6,12,4,14,13
1610612762,Utah Jazz,4,2,2,0.5,53.0,0.0,4.5,0.0,36.4,9.1,9.1,9.1,36.4,7,6,6,6,9,12,14,13,10,8,5,8,6
1610612764,Washington Wizards,3,1,2,0.333,58.6,18.2,0.0,63.6,72.7,0.0,36.4,18.2,54.5,11,9,6,11,13,3,15,1,1,1,13,13,14
