close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1628415,Dillon Brooks,1610612763,MEM,G-F,26.0,32,32,0.488,2.28,5.97,0.382,0.364,0.019
1630217,Desmond Bane,1610612763,MEM,G,24.0,76,75,0.484,2.03,5.8,0.349,0.367,-0.018
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,22.0,78,77,0.43,1.88,5.27,0.358,0.362,-0.005
1629630,Ja Morant,1610612763,MEM,G,22.0,57,57,0.425,1.82,5.25,0.348,0.366,-0.019
203500,Steven Adams,1610612763,MEM,C,28.0,76,71,0.365,2.03,5.12,0.396,0.358,0.038
1630533,Ziaire Williams,1610612763,MEM,F,20.0,62,62,0.481,1.35,4.11,0.329,0.366,-0.036
1629634,Brandon Clarke,1610612763,MEM,F,25.0,64,63,0.44,1.36,3.63,0.375,0.359,0.016
203937,Kyle Anderson,1610612763,MEM,F-G,28.0,69,66,0.442,1.33,3.61,0.369,0.365,0.004
1629001,De'Anthony Melton,1610612763,MEM,G,24.0,73,72,0.376,1.47,3.52,0.416,0.364,0.052
1626145,Tyus Jones,1610612763,MEM,G,26.0,72,71,0.491,1.11,3.15,0.352,0.363,-0.011
1629723,John Konchar,1610612763,MEM,G,26.0,72,67,0.426,1.11,3.14,0.354,0.364,-0.01
1630214,Xavier Tillman,1610612763,MEM,F,23.0,52,41,0.405,0.98,2.54,0.386,0.353,0.033
1629681,Killian Tillie,1610612763,MEM,F-C,24.0,32,22,0.436,0.81,2.44,0.333,0.361,-0.028
1630583,Santi Aldama,1610612763,MEM,F-C,21.0,29,23,0.471,0.55,2.24,0.246,0.336,-0.09
1629783,Shaq Buchanan,1610612763,MEM,G,25.0,1,1,1.0,0.0,2.0,0.0,0.4,-0.4
1629633,Jarrett Culver,1610612763,MEM,G-F,23.0,33,26,0.42,0.52,1.82,0.283,0.368,-0.085
1630241,Sam Merrill,1610612763,MEM,G,26.0,6,5,0.409,0.5,1.5,0.333,0.342,-0.009
1630582,Yves Pons,1610612763,MEM,F,23.0,9,5,0.44,0.22,1.22,0.182,0.33,-0.148
1629751,Dakota Mathias,1610612763,MEM,G,26.0,3,2,0.5,0.0,1.0,0.0,0.32,-0.32
1629610,DaQuan Jeffries,1610612763,MEM,G-F,24.0,2,1,0.25,0.5,0.5,1.0,0.284,0.716
1630257,Jon Teske,1610612763,MEM,C,25.0,2,1,0.5,0.5,0.5,1.0,0.284,0.716
