PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
1630639,A.J. Lawson,A.J.,1610612742,DAL,23.0,10,7,3,0.7,29.94333333333333,109.8,2.4,0.067,0.105,0.0,0.0,1.2,1.0,9.6,3.6,7.2,26.4,-0.958,56,37,53,25,162,100,187,188,185,162,162,40,1,88,31,51,36,119
1631260,AJ Green,AJ,1610612749,MIL,24.0,6,2,4,0.333,67.42333333333333,111.6,4.8,0.127,0.18,0.0,0.0,0.0,0.0,8.0,8.5,6.4,33.1,-1.006,95,101,84,113,135,124,97,98,113,162,162,142,142,53,108,36,124,140
203932,Aaron Gordon,Aaron,1610612743,DEN,28.0,12,7,5,0.583,444.77166666666665,112.9,4.1,0.122,0.173,0.8,0.179,0.6,0.175,11.4,8.1,11.1,40.0,-0.987,43,37,161,54,27,132,119,107,117,110,104,97,88,135,94,155,194,128
1630174,Aaron Nesmith,Aaron,1610612754,IND,24.0,17,8,9,0.471,559.3616666666667,117.7,4.2,0.12,0.19,0.7,0.177,0.6,0.164,10.6,9.9,8.2,34.2,-1.085,17,24,200,84,12,177,114,110,99,123,107,96,96,111,142,86,140,174
1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,10,6,4,0.6,156.87833333333333,100.0,5.3,0.122,0.2,1.4,0.231,0.7,0.158,10.1,15.1,6.9,29.8,-0.73,56,51,84,36,90,55,78,106,92,50,66,77,97,96,201,45,67,55
201143,Al Horford,Al,1610612738,BOS,38.0,19,16,3,0.842,574.8883333333333,106.6,6.1,0.177,0.252,0.9,0.192,1.0,0.25,9.6,7.0,7.2,36.9,-0.857,9,1,53,10,11,79,52,50,56,91,93,53,58,89,68,50,172,73
202692,Alec Burks,Alec,1610612752,NYK,32.0,6,2,4,0.333,120.55166666666666,128.5,4.8,0.165,0.262,0.3,0.077,0.3,0.125,7.8,8.4,9.9,41.2,-1.306,95,101,84,113,113,203,98,60,52,157,154,118,111,47,106,126,197,204
1629599,Amir Coffey,Amir,1610612746,LAC,27.0,6,2,4,0.333,112.22666666666667,112.9,2.6,0.071,0.123,0.6,0.154,0.3,0.125,11.5,11.5,9.6,38.5,-1.022,95,101,84,113,118,133,180,180,167,131,122,115,111,142,172,115,181,148
1641748,Andre Jackson Jr.,Andre,1610612749,MIL,22.0,5,1,4,0.2,59.693333333333335,106.6,3.6,0.09,0.146,3.0,0.625,0.6,0.167,6.6,9.6,6.6,25.3,-0.899,122,136,84,157,142,77,137,159,145,5,6,90,92,33,135,40,27,86
1629614,Andrew Nembhard,Andrew,1610612754,IND,24.0,17,8,9,0.471,554.2733333333333,119.4,2.7,0.076,0.118,0.4,0.103,0.3,0.08,9.5,11.4,7.3,34.3,-1.106,17,24,200,84,13,184,171,174,171,149,147,125,122,83,169,53,141,179
1641710,Anthony Black,Anthony,1610612753,ORL,20.0,2,2,0,1.0,10.766666666666667,133.3,3.3,0.143,0.2,3.3,1.0,0.0,0.0,33.4,0.0,13.4,46.8,-1.353,192,101,1,1,190,207,154,83,92,4,1,142,142,211,1,189,208,207
203076,Anthony Davis,Anthony,1610612747,LAL,31.0,5,1,4,0.2,207.92166666666665,114.8,10.9,0.297,0.438,0.3,0.069,1.4,0.444,8.3,10.2,11.8,40.9,-1.02,122,136,84,157,64,158,11,11,12,154,158,29,25,57,148,167,196,147
1630162,Anthony Edwards,Anthony,1610612750,MIN,22.0,16,9,7,0.563,648.6033333333334,110.6,5.2,0.157,0.216,1.3,0.24,0.5,0.148,11.8,7.2,8.3,32.5,-0.932,24,18,184,65,8,113,82,67,87,53,60,102,102,145,72,87,112,100
