season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612749,MIL,Milwaukee Bucks,42000406,2021-07-20,MIL vs. PHX,W,48.0,37,82,0.451,6,27,0.222,25,29,0.862,11,42,53,20,19.0,10,6,4,17,21,105,7.0,1,1,1,1,7,112,125,97,160,143,160,19,30,45,56,12,11,104,166,18,30,71,24,65,109,56,1,2020,2021,True,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000406,2021-07-20,PHX @ MIL,L,48.0,38,86,0.442,6,25,0.24,16,19,0.842,6,31,37,14,15.0,11,4,6,21,17,98,-7.0,1,86,86,86,7,99,79,110,160,157,156,92,108,62,148,104,139,161,129,8,69,124,82,138,143,108,1,2020,2021,False,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000405,2021-07-17,MIL @ PHX,W,48.0,50,87,0.575,14,28,0.5,9,17,0.529,11,26,37,26,12.0,7,1,5,17,20,123,4.0,1,1,1,1,7,3,74,6,53,137,13,157,128,168,56,157,139,32,79,63,157,103,24,90,27,73,1,2020,2021,False,PHX,MIL
2020-21,1610612756,PHX,Phoenix Suns,42000405,2021-07-17,PHX vs. MIL,L,48.0,48,87,0.552,13,19,0.684,10,11,0.909,8,27,35,23,9.0,9,5,1,20,17,119,-4.0,1,86,86,86,7,13,74,13,65,170,1,153,160,17,105,145,154,68,21,31,48,2,67,138,42,95,1,2020,2021,True,PHX,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000404,2021-07-14,MIL vs. PHX,W,48.0,39,97,0.402,7,29,0.241,24,29,0.828,17,31,48,22,5.0,11,3,9,18,24,109,6.0,1,1,1,1,7,88,14,150,153,130,155,25,30,72,5,104,34,79,3,8,101,161,34,25,86,64,1,2020,2021,True,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000404,2021-07-14,PHX @ MIL,L,48.0,40,78,0.513,7,23,0.304,16,19,0.842,5,35,40,18,17.0,3,9,3,24,18,103,-6.0,1,86,86,86,7,76,157,30,153,159,126,92,108,62,157,56,111,131,152,149,8,36,135,115,121,102,1,2020,2021,False,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000403,2021-07-11,PHX @ MIL,L,48.0,40,83,0.482,9,31,0.29,11,16,0.688,6,30,36,21,15.0,3,3,2,24,18,100,-20.0,1,86,86,86,7,76,119,58,124,111,135,143,136,134,148,122,146,92,129,149,101,15,135,115,136,156,1,2020,2021,False,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000403,2021-07-11,MIL vs. PHX,W,48.0,43,90,0.478,14,36,0.389,20,26,0.769,13,34,47,28,9.0,8,2,3,18,24,120,20.0,1,1,1,1,7,48,49,63,53,61,61,52,45,107,28,67,42,15,21,40,136,36,34,25,36,14,1,2020,2021,True,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000402,2021-07-08,MIL @ PHX,L,48.0,42,93,0.452,9,31,0.29,15,23,0.652,18,28,46,21,9.0,8,7,2,17,19,108,-10.0,1,86,86,86,7,61,33,96,124,111,135,97,69,142,2,141,54,92,21,40,15,15,24,105,96,122,1,2020,2021,False,PHX,MIL
2020-21,1610612756,PHX,Phoenix Suns,42000402,2021-07-08,PHX vs. MIL,W,48.0,43,88,0.489,20,40,0.5,12,14,0.857,11,32,43,26,13.0,7,2,7,19,17,118,10.0,1,1,1,1,7,48,64,55,5,30,13,133,147,47,56,93,78,32,99,63,136,142,57,138,46,46,1,2020,2021,True,PHX,MIL
