season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2020-21,1610612756,PHX,Phoenix Suns,42000406,2021-07-20,PHX @ MIL,L,48.0,16.0,5.0,11.0,44.0,10.0,14.0,11.0,50.0,0,0,0,0,7,57,153,77,67,38,100,84,122,1,2020,2021,False,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000406,2021-07-20,MIL vs. PHX,W,48.0,10.0,14.0,11.0,50.0,16.0,5.0,11.0,44.0,0,0,0,0,7,125,61,77,43,102,11,84,90,1,2020,2021,True,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000405,2021-07-17,MIL @ PHX,W,48.0,16.0,12.0,21.0,46.0,17.0,14.0,12.0,52.0,0,0,0,0,7,57,86,5,60,115,100,95,129,1,2020,2021,False,PHX,MIL
2020-21,1610612756,PHX,Phoenix Suns,42000405,2021-07-17,PHX vs. MIL,L,48.0,17.0,14.0,12.0,52.0,16.0,12.0,21.0,46.0,0,0,0,0,7,46,61,58,33,102,79,164,105,1,2020,2021,True,PHX,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000404,2021-07-14,MIL vs. PHX,W,48.0,24.0,19.0,15.0,48.0,5.0,7.0,0.0,40.0,0,0,0,0,7,9,25,36,50,8,25,1,59,1,2020,2021,True,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000404,2021-07-14,PHX @ MIL,L,48.0,5.0,7.0,0.0,40.0,24.0,19.0,15.0,48.0,0,0,0,0,7,158,137,167,102,158,137,128,112,1,2020,2021,False,MIL,PHX
2020-21,1610612749,MIL,Milwaukee Bucks,42000403,2021-07-11,MIL vs. PHX,W,48.0,17.0,20.0,16.0,54.0,10.0,2.0,6.0,40.0,0,0,0,0,7,46,19,27,24,38,2,28,59,1,2020,2021,True,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000403,2021-07-11,PHX @ MIL,L,48.0,10.0,2.0,6.0,40.0,17.0,20.0,16.0,54.0,0,0,0,0,7,125,166,134,102,115,147,136,139,1,2020,2021,False,MIL,PHX
2020-21,1610612756,PHX,Phoenix Suns,42000402,2021-07-08,PHX vs. MIL,W,48.0,15.0,19.0,7.0,28.0,16.0,23.0,17.0,54.0,0,0,0,0,7,70,25,123,164,102,159,145,139,1,2020,2021,True,PHX,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000402,2021-07-08,MIL @ PHX,L,48.0,16.0,23.0,17.0,54.0,15.0,19.0,7.0,28.0,0,0,0,0,7,57,7,21,24,87,137,38,4,1,2020,2021,False,PHX,MIL
2020-21,1610612756,PHX,Phoenix Suns,42000401,2021-07-06,PHX vs. MIL,W,48.0,16.0,7.0,20.0,44.0,10.0,3.0,17.0,42.0,0,0,0,0,7,57,137,8,67,38,6,145,70,1,2020,2021,True,PHX,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000401,2021-07-06,MIL @ PHX,L,48.0,10.0,3.0,17.0,42.0,16.0,7.0,20.0,44.0,0,0,0,0,7,125,165,21,82,102,25,157,90,1,2020,2021,False,PHX,MIL
2020-21,1610612737,ATL,Atlanta Hawks,42000306,2021-07-03,ATL vs. MIL,L,48.0,19.0,17.0,10.0,40.0,25.0,23.0,13.0,40.0,0,0,0,0,7,29,39,88,102,163,159,114,59,1,2020,2021,True,ATL,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000306,2021-07-03,MIL @ ATL,W,48.0,25.0,23.0,13.0,40.0,19.0,17.0,10.0,40.0,0,0,0,0,7,5,7,47,102,138,122,77,59,1,2020,2021,False,ATL,MIL
2020-21,1610612749,MIL,Milwaukee Bucks,42000305,2021-07-01,MIL vs. ATL,W,48.0,14.0,19.0,13.0,66.0,10.0,23.0,7.0,36.0,0,0,0,0,7,85,25,47,5,38,159,38,38,1,2020,2021,True,MIL,ATL
2020-21,1610612737,ATL,Atlanta Hawks,42000305,2021-07-01,ATL @ MIL,L,48.0,10.0,23.0,7.0,36.0,14.0,19.0,13.0,66.0,0,0,0,0,7,125,7,123,125,81,137,114,165,1,2020,2021,False,MIL,ATL
