player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1628993,Alize Johnson,Alize,1610612759,SAS,27.0,4,1,3,0.25,7.4,111.6,111.1,111.1,91.3,92.1,92.1,20.3,19.0,19.0,0.042,0.25,8.3,0.063,0.211,0.143,33.3,33.7,0.5,0.509,0.145,0.148,102.65,102.45,85.38,102.45,0.07,63,3,6,0.8,1.5,0.5,509,507,29,484,481,231,271,271,9,15,15,10,12,12,509,513,489,133,55,63,534,534,382,437,381,387,207,197,197,381,509,519,491,508,140,SAS
1631104,Blake Wesley,Blake,1610612759,SAS,20.0,37,9,28,0.243,18.1,102.2,103.3,103.3,118.1,116.7,116.7,-16.0,-13.4,-13.4,0.201,1.51,24.6,0.016,0.101,0.057,16.3,16.4,0.367,0.393,0.18,0.184,104.7,104.74,87.29,104.74,0.031,1459,69,215,1.9,5.8,0.321,365,426,312,491,292,491,469,469,496,467,467,514,506,506,116,311,98,445,358,425,508,509,516,514,224,231,57,57,57,519,358,322,368,266,514,SAS
1629646,Charles Bassey,Charles,1610612759,SAS,22.0,35,9,26,0.257,14.5,108.6,109.1,109.1,111.8,111.5,111.5,-3.2,-2.4,-2.4,0.131,1.17,20.0,0.14,0.232,0.185,17.1,17.1,0.656,0.658,0.152,0.156,103.37,103.25,86.05,103.25,0.121,1090,87,135,2.5,3.9,0.644,379,426,273,482,356,358,351,351,270,229,229,346,327,327,228,399,170,10,31,12,517,516,31,44,350,354,144,133,133,87,331,369,284,369,24,SAS
1630170,Devin Vassell,Devin,1610612759,SAS,22.0,38,12,26,0.316,31.0,105.9,107.1,107.1,118.4,118.8,118.8,-12.4,-11.7,-11.7,0.173,2.39,16.5,0.006,0.125,0.062,6.9,6.9,0.525,0.55,0.24,0.246,104.4,103.67,86.39,103.67,0.108,2546,261,595,6.9,15.7,0.439,359,404,273,456,92,431,407,407,498,506,506,500,491,491,151,123,269,511,252,384,81,80,310,337,81,82,66,109,109,141,154,136,63,49,327,SAS
1628984,Devonte' Graham,Devonte',1610612759,SAS,28.0,73,31,42,0.425,18.3,106.7,107.5,107.5,114.1,113.7,113.7,-7.3,-6.2,-6.2,0.207,3.7,26.6,0.013,0.081,0.045,7.2,7.2,0.512,0.552,0.165,0.17,102.37,102.17,85.14,102.17,0.083,2857,161,431,2.2,5.9,0.374,92,191,493,385,286,413,396,396,378,353,353,426,407,407,108,29,79,474,466,490,103,104,363,332,296,298,228,232,232,287,250,211,321,261,480,SAS
1631230,Dominick Barlow,Dominick,1610612759,SAS,20.0,28,5,23,0.179,14.6,104.7,105.2,105.2,117.2,115.9,115.9,-12.4,-10.7,-10.7,0.079,1.6,17.8,0.1,0.131,0.115,11.1,11.0,0.535,0.567,0.107,0.111,104.77,105.11,87.59,105.11,0.064,887,46,86,1.6,3.1,0.535,411,459,226,516,355,455,440,440,482,438,438,501,482,482,383,292,225,52,230,127,367,362,280,270,503,502,55,45,45,419,402,411,396,425,99,SAS
203926,Doug McDermott,Doug,1610612759,SAS,31.0,64,19,45,0.297,20.5,107.7,108.7,108.7,118.0,118.4,118.4,-10.3,-9.7,-9.7,0.098,1.57,13.0,0.016,0.085,0.049,8.3,8.3,0.575,0.59,0.186,0.191,105.01,104.39,86.99,104.39,0.071,2876,239,523,3.7,8.2,0.457,181,324,511,460,239,382,364,364,493,498,498,480,471,471,317,300,377,440,450,470,166,165,140,197,204,204,46,71,71,377,179,167,180,169,262,SAS
203476,Gorgui Dieng,Gorgui,1610612759,SAS,33.0,31,3,28,0.097,11.6,99.0,99.6,99.6,120.1,118.2,118.2,-21.1,-18.6,-18.6,0.221,1.66,25.5,0.063,0.22,0.135,15.4,15.4,0.474,0.493,0.177,0.181,102.61,103.07,85.89,103.07,0.076,765,45,117,1.5,3.8,0.385,396,481,312,527,422,512,502,502,517,494,494,524,523,523,94,274,87,130,47,77,498,499,444,465,237,245,209,148,148,339,405,386,420,374,471,SAS
1631110,Jeremy Sochan,Jeremy,1610612759,SAS,20.0,56,15,41,0.268,26.0,108.5,110.6,110.6,116.7,117.6,117.6,-8.2,-7.0,-7.0,0.132,1.46,16.9,0.06,0.14,0.098,11.5,11.5,0.483,0.509,0.195,0.198,103.78,102.37,85.31,102.37,0.074,3101,250,552,4.5,9.9,0.453,253,369,487,477,162,360,296,296,473,485,485,435,419,419,227,327,257,139,201,173,401,400,430,436,167,176,106,209,209,349,166,154,136,126,278,SAS
1631160,Jordan Hall,Jordan,1610612759,SAS,21.0,9,1,8,0.111,9.2,94.8,94.9,94.9,108.6,108.0,108.0,-13.8,-13.1,-13.1,0.22,1.57,22.0,0.033,0.129,0.075,14.0,14.0,0.375,0.438,0.197,0.201,101.62,101.91,84.93,101.91,0.054,175,9,28,1.0,3.1,0.321,471,507,87,526,455,522,518,518,130,102,102,508,502,502,95,299,128,279,239,288,475,475,511,502,159,166,284,253,253,466,477,472,471,423,513,SAS
1630563,Joshua Primo,Joshua,1610612759,SAS,20.0,4,3,1,0.75,23.3,110.3,112.7,112.7,114.7,111.0,111.0,-4.5,1.7,1.7,0.237,1.64,30.5,0.019,0.113,0.064,18.6,18.7,0.404,0.467,0.173,0.175,106.05,106.68,88.9,106.68,0.053,205,9,26,2.3,6.5,0.346,509,481,9,17,201,291,201,201,403,196,196,369,187,187,76,278,49,400,295,364,523,523,504,484,267,275,25,26,26,470,477,479,314,231,500,SAS
1630577,Julian Champagnie,Julian,1610612759,SAS,22.0,17,7,10,0.412,18.8,106.8,108.2,108.2,118.7,118.8,118.8,-12.0,-10.6,-10.6,0.043,0.91,6.4,0.027,0.147,0.085,7.1,6.9,0.581,0.6,0.181,0.187,105.24,104.51,87.09,104.51,0.086,697,59,130,3.5,7.6,0.454,442,442,105,400,278,412,377,377,501,505,505,492,480,480,507,452,511,323,184,235,90,84,126,168,220,217,39,67,67,273,378,373,206,187,274,SAS
1628966,Keita Bates-Diop,Keita,1610612759,SAS,27.0,67,18,49,0.269,21.7,107.5,108.1,108.1,116.2,116.6,116.6,-8.7,-8.5,-8.5,0.099,1.84,15.0,0.042,0.13,0.084,8.2,8.1,0.568,0.609,0.165,0.169,103.68,103.18,85.98,103.18,0.099,3122,236,465,3.5,6.9,0.508,145,339,523,474,225,390,381,381,463,462,462,455,452,452,313,232,316,218,234,243,157,155,167,136,301,303,115,141,141,191,184,196,200,217,134,SAS
1629640,Keldon Johnson,Keldon,1610612759,SAS,23.0,63,17,46,0.27,32.8,107.8,110.2,110.2,119.9,121.4,121.4,-12.2,-11.3,-11.3,0.137,1.37,11.8,0.025,0.133,0.076,8.6,8.5,0.512,0.551,0.273,0.278,103.49,101.73,84.78,101.73,0.103,4374,503,1113,8.0,17.7,0.452,189,347,514,473,62,379,311,311,515,525,525,497,487,487,208,347,411,345,222,282,185,180,362,334,34,38,128,264,264,162,42,37,36,31,281,SAS
