player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1628993,Alize Johnson,Alize,1610612759,SAS,27.0,4,1,3,0.25,30.0,0.145,0.111,0.103,0.0,0.083,0.091,0.154,0.182,0.296,0.263,0.067,0.4,0.25,0.0,0.0,0.273,0.308,0.1,509,507,29,484,513,381,481,520,492,443,401,262,240,69,121,500,530,114,491,1,433,60,503,SAS
1631104,Blake Wesley,Blake,1610612759,SAS,20.0,37,9,28,0.243,669.0,0.18,0.124,0.17,0.117,0.109,0.117,0.14,0.077,0.15,0.131,0.268,0.288,0.269,0.093,0.306,0.231,0.137,0.122,365,426,312,491,341,224,462,302,378,414,344,306,441,363,424,114,489,90,382,477,341,346,460,SAS
1629646,Charles Bassey,Charles,1610612759,SAS,22.0,35,9,26,0.257,508.0,0.152,0.192,0.141,0.025,0.023,0.133,0.167,0.543,0.343,0.4,0.185,0.232,0.216,0.559,0.103,0.343,0.152,0.167,379,426,273,482,366,350,220,423,465,483,288,232,17,30,10,214,438,182,22,103,501,311,308,SAS
1630170,Devin Vassell,Devin,1610612759,SAS,22.0,38,12,26,0.316,1178.0,0.24,0.249,0.265,0.35,0.325,0.234,0.214,0.031,0.189,0.148,0.206,0.151,0.225,0.167,0.157,0.11,0.154,0.258,359,404,273,456,242,81,79,58,31,48,118,159,511,244,359,185,220,160,241,229,23,300,59,SAS
1628984,Devonte' Graham,Devonte',1610612759,SAS,28.0,73,31,42,0.425,1338.0,0.165,0.145,0.174,0.357,0.343,0.188,0.193,0.062,0.117,0.103,0.275,0.132,0.206,0.151,0.075,0.136,0.19,0.176,92,191,493,385,207,296,397,286,25,30,183,189,486,471,490,105,154,218,276,68,63,208,269,SAS
1631230,Dominick Barlow,Dominick,1610612759,SAS,20.0,28,5,23,0.179,408.0,0.107,0.132,0.11,0.0,0.013,0.13,0.134,0.393,0.187,0.245,0.109,0.106,0.179,0.487,0.145,0.308,0.159,0.118,411,459,226,516,386,503,442,511,492,497,299,320,75,252,142,384,99,308,46,200,470,287,471,SAS
203926,Doug McDermott,Doug,1610612759,SAS,31.0,64,19,45,0.297,1314.0,0.186,0.205,0.208,0.363,0.311,0.117,0.113,0.075,0.131,0.116,0.122,0.139,0.082,0.05,0.169,0.207,0.101,0.209,181,324,511,460,210,204,175,159,24,64,343,369,447,439,462,349,171,498,466,246,266,429,151,SAS
203476,Gorgui Dieng,Gorgui,1610612759,SAS,33.0,31,3,28,0.097,358.0,0.177,0.158,0.172,0.244,0.272,0.094,0.081,0.31,0.32,0.318,0.308,0.302,0.103,0.5,0.152,0.432,0.168,0.159,396,481,312,527,395,237,350,294,162,117,392,431,126,46,68,77,501,488,38,212,531,260,342,SAS
1631110,Jeremy Sochan,Jeremy,1610612759,SAS,20.0,56,15,41,0.268,1458.0,0.195,0.188,0.196,0.107,0.15,0.174,0.187,0.253,0.21,0.222,0.166,0.219,0.184,0.184,0.306,0.24,0.184,0.179,253,369,487,477,194,167,237,213,392,350,214,197,158,197,174,244,408,295,210,476,355,225,252,SAS
1631160,Jordan Hall,Jordan,1610612759,SAS,21.0,9,1,8,0.111,83.0,0.197,0.153,0.193,0.176,0.231,0.226,0.22,0.158,0.18,0.174,0.268,0.226,0.067,0.0,0.25,0.222,0.156,0.169,471,507,87,526,479,159,376,219,284,186,133,151,279,267,280,112,425,505,491,406,311,291,302,SAS
