group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,1627846,Abdel Nader,,1610612738,BOS,24.0,2,0,2,0.0,3.9,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,-1.0,1.6,0,0,1.5,380,404,338,404,53,90,114,89,221,294,221,305,312,305,283,103,164,288,284,245,228,205,60,332,166,331,249,185,18,248
,201143,Al Horford,,1610612738,BOS,32.0,37,24,13,0.649,3.7,0.5,0.9,0.543,0.2,0.5,0.5,0.1,0.2,0.286,0.2,0.5,0.7,0.4,0.2,0.1,0.1,0.1,0.4,0.1,1.3,0.3,3.2,11,0,3.1,44,12,133,75,73,88,139,79,44,103,32,296,245,303,94,92,81,50,133,192,88,139,173,264,120,160,88,28,18,87
,203382,Aron Baynes,,1610612738,BOS,31.0,14,8,6,0.571,1.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-0.1,0.2,0,0,0.1,245,216,255,134,367,333,375,333,221,294,221,305,312,305,283,314,341,288,284,245,228,205,341,254,354,235,400,185,18,401
,1628464,Daniel Theis,,1610612738,BOS,26.0,10,5,5,0.5,2.1,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.2,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.3,-0.4,1.0,0,0,0.9,277,268,269,198,280,304,368,1,149,262,1,305,232,305,180,277,279,288,284,245,93,205,299,292,325,269,335,185,18,333
,202328,Greg Monroe,,1610612738,BOS,28.0,13,5,8,0.385,2.8,0.2,0.4,0.6,0.0,0.0,0.0,0.5,0.5,0.857,0.5,0.3,0.8,0.4,0.1,0.0,0.0,0.0,0.3,0.4,0.9,-2.1,2.3,4,1,2.1,253,268,216,311,192,234,296,59,221,294,221,101,112,106,11,212,74,60,225,245,228,205,208,110,198,407,166,66,12,178
,1627824,Guerschon Yabusele,,1610612738,BOS,22.0,3,2,1,0.667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,-1.0,-0.3,0,0,0.0,360,329,377,57,395,333,379,333,221,294,221,305,312,305,283,346,367,288,32,245,228,205,179,332,354,331,447,185,18,403
,1628444,Jabari Bird,,1610612738,BOS,23.0,2,1,1,0.5,2.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,-3.5,1.5,0,0,1.0,380,354,377,198,281,333,248,333,221,294,221,305,312,305,283,346,367,288,284,245,5,205,2,332,354,433,266,185,18,308
,1627759,Jaylen Brown,,1610612738,BOS,21.0,37,24,13,0.649,3.0,0.4,0.7,0.481,0.2,0.4,0.4,0.1,0.1,0.5,0.1,0.2,0.3,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.9,0.3,1.5,2,0,1.6,44,12,133,75,154,160,185,133,97,130,75,296,288,265,209,271,282,214,185,192,228,107,197,290,199,160,270,112,18,235
,1628369,Jayson Tatum,,1610612738,BOS,20.0,42,26,16,0.619,3.4,0.7,1.2,0.588,0.1,0.2,0.6,0.3,0.4,0.8,0.0,0.6,0.7,0.2,0.3,0.1,0.1,0.1,0.3,0.2,1.9,0.3,3.3,3,0,3.3,14,6,79,96,110,45,81,62,105,193,25,162,164,148,252,62,104,127,49,172,56,55,230,188,65,169,80,84,18,70
,1626780,Jonathan Gibson,,1610612738,BOS,30.0,2,1,1,0.5,1.7,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,0,0,1.0,380,354,377,198,337,90,114,89,221,98,221,305,312,305,283,346,367,288,284,245,228,205,374,332,166,394,327,185,18,308
,1628443,Kadeem Allen,,1610612738,BOS,25.0,3,0,3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,0.0,0,0,0.0,360,404,311,404,423,333,379,333,221,294,221,305,312,305,283,346,367,288,284,245,228,205,374,332,354,366,403,185,18,403
,202681,Kyrie Irving,,1610612738,BOS,26.0,34,21,13,0.618,3.5,1.4,3.0,0.475,0.3,1.0,0.265,1.1,1.3,0.822,0.1,0.3,0.4,0.6,0.3,0.1,0.1,0.3,0.2,0.8,4.2,0.6,5.7,1,0,5.7,61,33,133,97,92,5,8,137,35,11,168,12,16,138,163,248,227,27,54,86,158,14,320,30,6,134,16,139,18,13
,202694,Marcus Morris Sr.,,1610612738,BOS,28.0,20,9,11,0.45,3.1,0.4,1.0,0.4,0.2,0.6,0.333,0.3,0.4,0.714,0.1,0.7,0.8,0.1,0.1,0.1,0.0,0.0,0.5,0.3,1.3,-0.3,2.4,1,0,2.5,194,182,162,269,149,137,114,201,68,72,109,175,167,204,180,50,77,268,195,119,228,205,97,153,131,256,157,139,18,139
,203935,Marcus Smart,,1610612738,BOS,24.0,30,19,11,0.633,3.2,0.3,0.7,0.381,0.0,0.3,0.125,0.4,0.5,0.8,0.1,0.5,0.6,0.6,0.1,0.1,0.0,0.0,0.3,0.5,1.0,0.2,2.8,0,0,2.4,99,53,162,86,134,206,195,230,213,183,212,120,119,148,227,103,144,22,156,68,228,182,217,86,188,186,121,185,18,142
,1628400,Semi Ojeleye,,1610612738,BOS,23.0,17,12,5,0.706,1.5,0.1,0.2,0.333,0.0,0.0,0.0,0.1,0.1,1.0,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.9,0.9,0,0,0.7,224,133,269,48,353,323,347,260,221,294,221,290,309,1,236,264,283,204,284,245,158,205,320,190,348,327,341,185,18,359
,203499,Shane Larkin,,1610612738,BOS,25.0,11,9,2,0.818,2.6,0.3,0.6,0.429,0.1,0.3,0.333,0.2,0.2,1.0,0.1,0.5,0.6,0.2,0.2,0.1,0.0,0.0,0.1,0.1,0.8,1.9,1.9,0,0,1.9,264,182,338,29,216,199,211,174,158,180,109,207,248,1,195,90,121,147,108,141,228,205,364,299,219,40,209,185,18,200
,1626179,Terry Rozier,,1610612738,BOS,24.0,34,20,14,0.588,3.0,0.4,0.9,0.414,0.2,0.5,0.5,0.2,0.2,0.857,0.1,0.4,0.4,0.4,0.1,0.1,0.0,0.0,0.4,0.1,1.1,-0.1,2.4,0,0,2.4,61,41,107,117,158,158,160,194,49,104,32,212,231,106,236,183,216,67,171,86,228,205,105,252,154,225,164,185,18,149
