player_id,player,team_id,team,age,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
201142,Kevin Durant,1610612744,GSW,29.0,68,68,0.469,240,552,0.435,0.00493,0.306,176,360,0.489,0.163,64,192,0.333
201939,Stephen Curry,1610612744,GSW,30.0,51,51,0.421,166,355,0.468,0.00599,0.152,73,128,0.57,0.269,93,227,0.41
202691,Klay Thompson,1610612744,GSW,28.0,73,72,0.297,152,339,0.448,0.00507,0.213,112,244,0.459,0.083,40,95,0.421
2733,Shaun Livingston,1610612744,GSW,32.0,71,65,0.599,86,196,0.439,0.00439,0.59,86,193,0.446,0.009,0,3,0.0
201156,Nick Young,1610612744,GSW,33.0,80,69,0.409,73,196,0.372,0.00459,0.198,39,95,0.411,0.211,34,101,0.337
1626188,Quinn Cook,1610612744,GSW,25.0,33,29,0.506,57,118,0.483,0.005639999999999999,0.309,38,72,0.528,0.197,19,46,0.413
2738,Andre Iguodala,1610612744,GSW,34.0,64,42,0.237,26,73,0.356,0.00432,0.143,15,44,0.341,0.094,11,29,0.379
203110,Draymond Green,1610612744,GSW,28.0,70,32,0.086,13,50,0.26,0.003,0.055,9,32,0.281,0.031,4,18,0.222
1627775,Patrick McCaw,1610612744,GSW,22.0,57,24,0.18,9,37,0.243,0.0025700000000000002,0.112,8,23,0.348,0.068,1,14,0.071
2561,David West,1610612744,GSW,37.0,73,26,0.082,16,30,0.533,0.0055000000000000005,0.076,15,28,0.536,0.005,1,2,0.5
201580,JaVale McGee,1610612744,GSW,30.0,65,11,0.058,5,12,0.417,0.00417,0.053,5,11,0.455,0.005,0,1,0.0
201956,Omri Casspi,1610612744,GSW,30.0,53,10,0.051,4,10,0.4,0.0045000000000000005,0.031,3,6,0.5,0.021,1,4,0.25
1628395,Jordan Bell,1610612744,GSW,23.0,57,8,0.059,3,10,0.3,0.003,0.053,3,9,0.333,0.006,0,1,0.0
1626172,Kevon Looney,1610612744,GSW,22.0,66,8,0.053,5,9,0.556,0.005560000000000001,0.047,5,8,0.625,0.006,0,1,0.0
2585,Zaza Pachulia,1610612744,GSW,34.0,69,4,0.018,3,4,0.75,0.0075,0.018,3,4,0.75,0.0,0,0,
1627745,Damian Jones,1610612744,GSW,23.0,15,1,0.053,0,1,0.0,0.0,0.053,0,1,0.0,0.0,0,0,
