season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612738,BOS,Boston Celtics,42200307,2023-05-29,BOS vs. MIA,L,48.0,0.488,0.512,0.548,0.048,0.321,0.095,0.131,0.25,0.5,0.391,0.609,1.0,0.0,0.563,0.438,0,0,0,0,9,161,8,56,128,90,117,114,8,22,141,26,1,147,107,62,1,2022,2023,True,BOS,MIA
2022-23,1610612748,MIA,Miami Heat,42200307,2023-05-29,MIA @ BOS,W,48.0,0.674,0.326,0.544,0.175,0.408,0.165,0.049,0.184,0.369,0.5,0.5,0.857,0.143,0.619,0.381,0,0,0,0,9,30,139,61,9,31,28,165,40,128,76,84,63,94,64,104,1,2022,2023,False,BOS,MIA
2022-23,1610612738,BOS,Boston Celtics,42200306,2023-05-27,BOS @ MIA,W,48.0,0.551,0.449,0.519,0.115,0.202,0.115,0.279,0.058,0.404,0.444,0.556,0.857,0.143,0.529,0.471,0,0,0,0,9,129,38,79,53,156,92,3,162,99,115,51,63,94,125,43,1,2022,2023,False,MIA,BOS
2022-23,1610612748,MIA,Miami Heat,42200306,2023-05-27,MIA vs. BOS,L,48.0,0.677,0.323,0.369,0.058,0.408,0.039,0.223,0.107,0.311,0.526,0.474,0.857,0.143,0.667,0.333,0,0,0,0,9,29,140,166,117,31,161,19,127,159,66,103,63,94,30,132,1,2022,2023,True,MIA,BOS
2022-23,1610612738,BOS,Boston Celtics,42200305,2023-05-25,BOS vs. MIA,W,48.0,0.506,0.494,0.436,0.055,0.436,0.109,0.127,0.245,0.382,0.375,0.625,0.875,0.125,0.575,0.425,0,0,0,0,9,154,15,140,125,19,97,120,9,113,150,16,52,108,101,68,1,2022,2023,True,BOS,MIA
2022-23,1610612748,MIA,Miami Heat,42200305,2023-05-25,MIA @ BOS,L,48.0,0.705,0.295,0.639,0.103,0.278,0.165,0.082,0.196,0.536,0.387,0.613,0.889,0.111,0.5,0.5,0,0,0,0,9,17,152,11,64,117,29,157,31,14,144,25,44,119,137,27,1,2022,2023,False,BOS,MIA
2022-23,1610612738,BOS,Boston Celtics,42200304,2023-05-23,BOS @ MIA,W,48.0,0.464,0.536,0.431,0.086,0.466,0.155,0.103,0.233,0.345,0.48,0.52,0.889,0.111,0.651,0.349,0,0,0,0,9,165,4,142,74,11,39,142,12,147,94,75,44,119,46,123,1,2022,2023,False,MIA,BOS
2022-23,1610612748,MIA,Miami Heat,42200304,2023-05-23,MIA vs. BOS,L,48.0,0.59,0.41,0.525,0.061,0.242,0.101,0.232,0.141,0.465,0.462,0.538,0.75,0.25,0.529,0.471,0,0,0,0,9,104,65,75,111,138,108,17,79,54,107,61,116,48,125,43,1,2022,2023,True,MIA,BOS
2022-23,1610612743,DEN,Denver Nuggets,42200314,2023-05-22,DEN @ LAL,W,48.0,0.612,0.388,0.513,0.088,0.319,0.08,0.168,0.062,0.425,0.483,0.517,0.917,0.083,0.61,0.39,0,0,0,0,9,86,83,90,73,94,133,65,159,79,90,76,35,134,67,100,1,2022,2023,False,LAL,DEN
2022-23,1610612747,LAL,Los Angeles Lakers,42200314,2023-05-22,LAL vs. DEN,L,48.0,0.767,0.233,0.577,0.018,0.216,0.099,0.207,0.153,0.559,0.406,0.594,0.875,0.125,0.5,0.5,0,0,0,0,9,3,166,35,158,152,111,29,62,9,137,31,52,108,137,27,1,2022,2023,True,LAL,DEN
