SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2020-21,1626192,Pat Connaughton,Pat,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,22.926666666666666,0.0,0.0,0.0,0.0,23.0,6.3,10.5,67.0,0.0,0.0,4.2,8.4,19.1,1,1,1,1,907,711,691,555,1226,1566,578,1072,164,521,1,1086,214,1527,1,22:56
2020-21,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,22.785,0.0,4.2,0.0,4.2,23.2,4.2,14.7,59.0,2.1,2.1,10.5,2.1,47.6,1,1,1,1,916,711,397,555,1055,1571,447,1378,328,291,1580,1729,999,599,1,22:47
2020-21,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,42.446666666666665,4.5,5.7,4.5,33.9,11.3,5.7,12.4,38.4,5.7,1.1,2.3,13.6,89.1,1,1,1,1,64,405,289,309,30,811,535,1217,1078,67,1340,646,49,44,1,42:27
2020-21,1626164,Devin Booker,Devin,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,46.25,4.2,0.0,4.2,10.4,10.4,14.5,11.4,51.9,0.0,3.1,4.2,6.2,25.0,1,933,933,933,17,441,691,340,542,746,1181,1129,543,521,1717,1079,404,1390,1,46:15
2020-21,1629661,Cameron Johnson,Cameron,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,16.066666666666666,0.0,0.0,0.0,0.0,0.0,20.9,9.0,29.9,3.0,0.0,0.0,0.0,37.6,1,933,933,933,1161,711,691,555,1226,1,1556,956,1457,171,1,1,1193,981,1,16:04
2020-21,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,36.19166666666667,5.3,2.7,0.0,10.6,13.3,11.9,8.0,55.7,2.7,1.3,6.6,4.0,40.7,1,933,933,933,359,318,581,555,531,985,967,860,422,216,1441,1485,693,869,1,36:12
2020-21,201950,Jrue Holiday,Jrue,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,46.28333333333333,2.1,3.1,5.2,4.1,16.6,5.2,11.4,43.6,0.0,2.1,1.0,1.0,50.1,1,1,1,1,16,691,525,263,1065,1218,502,1127,868,521,1578,476,1189,525,1,46:17
2020-21,101108,Chris Paul,Chris,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,39.21666666666667,3.7,0.0,0.0,12.2,12.2,11.0,13.5,49.0,0.0,0.0,6.1,2.4,43.9,1,933,933,933,200,500,691,555,431,888,904,1302,648,521,1,1422,944,750,1,39:13
2020-21,1628470,Torrey Craig,Torrey,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,0.8133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,933,933,933,1818,711,691,555,1226,1,1,1,1731,521,1,1,1193,1720,1,0:49
2020-21,201572,Brook Lopez,Brook,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,26.755,3.6,7.2,0.0,17.9,5.4,5.4,7.2,28.7,0.0,0.0,3.6,0.0,38.8,1,1,1,1,765,511,207,555,218,435,516,796,1498,521,1,934,1193,939,1,26:45
2020-21,200782,P.J. Tucker,P.J.,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,36.45333333333333,0.0,0.0,0.0,0.0,18.4,6.6,9.2,44.8,0.0,0.0,2.6,1.3,14.1,1,1,1,1,344,711,691,555,1226,1354,601,978,817,521,1,727,1142,1625,1,36:27
2020-21,1626163,Frank Kaminsky,Frank,1610612756,PHX,Phoenix Suns,0042000406,2021-07-20T00:00:00,PHX @ MIL,L,10.995,0.0,0.0,8.7,26.2,0.0,21.8,21.8,34.9,0.0,0.0,0.0,0.0,56.3,1,933,933,933,1375,711,691,91,67,1,1599,1679,1233,521,1,1,1193,372,1,10:60
2020-21,203114,Khris Middleton,Khris,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,40.63333333333333,2.4,0.0,2.4,4.7,17.7,2.4,11.8,37.8,0.0,0.0,3.5,2.4,44.3,1,1,1,1,129,664,691,516,1008,1301,376,1161,1109,521,1,921,956,735,1,40:38
2020-21,201952,Jeff Teague,Jeff,1610612749,MIL,Milwaukee Bucks,0042000406,2021-07-20T00:00:00,MIL vs. PHX,W,1.7166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1737,711,691,555,1226,1,1,1,410,521,1,1,1193,1720,1,1:43
