season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612745,HOU,Houston Rockets,41800226,2019-05-10,HOU vs. GSW,L,48.0,0.562,0.438,0.442,0.035,0.451,0.062,0.106,0.221,0.407,0.4,0.6,0.647,0.353,0.5,0.5,0,0,0,0,9,129,35,123,145,9,153,148,13,74,133,31,134,30,132,26,1,2018,2019,True,HOU,GSW,MAY
2018-19,1610612745,HOU,Houston Rockets,41800225,2019-05-08,HOU @ GSW,L,48.0,0.481,0.519,0.424,0.04,0.364,0.131,0.212,0.182,0.384,0.476,0.524,0.75,0.25,0.576,0.424,0,0,0,0,9,155,10,137,135,47,74,43,40,95,99,66,101,55,95,68,1,2018,2019,False,GSW,HOU,MAY
2018-19,1610612745,HOU,Houston Rockets,41800224,2019-05-06,HOU vs. GSW,W,48.0,0.438,0.562,0.393,0.018,0.455,0.098,0.152,0.143,0.375,0.409,0.591,0.529,0.471,0.462,0.538,0,0,0,0,9,162,3,146,158,8,122,118,78,103,129,35,153,11,147,16,1,2018,2019,True,HOU,GSW,MAY
2018-19,1610612745,HOU,Houston Rockets,41800223,2019-05-04,HOU vs. GSW,W,53.0,0.548,0.452,0.429,0.016,0.429,0.103,0.143,0.071,0.413,0.333,0.667,0.611,0.389,0.444,0.556,0,0,0,0,5,137,28,132,162,17,113,132,150,69,156,7,141,24,154,11,1,2018,2019,True,HOU,GSW,MAY
2018-19,1610612745,HOU,Houston Rockets,41800222,2019-04-30,HOU @ GSW,L,48.0,0.481,0.519,0.349,0.018,0.468,0.128,0.183,0.138,0.33,0.316,0.684,0.647,0.353,0.472,0.528,0,0,0,0,9,156,9,156,157,6,79,82,86,129,159,6,134,30,144,20,1,2018,2019,False,GSW,HOU,APR
2018-19,1610612745,HOU,Houston Rockets,41800221,2019-04-28,HOU @ GSW,L,48.0,0.365,0.635,0.34,0.04,0.42,0.13,0.24,0.2,0.3,0.412,0.588,0.5,0.5,0.452,0.548,0,0,0,0,9,164,1,159,136,19,75,18,28,146,128,37,155,6,152,13,1,2018,2019,False,GSW,HOU,APR
2018-19,1610612745,HOU,Houston Rockets,41800175,2019-04-24,HOU vs. UTA,W,48.0,0.543,0.457,0.46,0.04,0.39,0.06,0.15,0.17,0.42,0.348,0.652,0.692,0.308,0.472,0.528,0,0,0,0,9,143,22,114,136,29,155,122,52,60,154,11,121,41,144,20,1,2018,2019,True,HOU,UTA,APR
2018-19,1610612745,HOU,Houston Rockets,41800174,2019-04-22,HOU @ UTA,L,48.0,0.418,0.582,0.242,0.0,0.56,0.121,0.198,0.187,0.242,0.364,0.636,0.588,0.412,0.5,0.5,0,0,0,0,9,163,2,164,163,2,93,63,37,159,150,14,147,18,132,26,1,2018,2019,False,UTA,HOU,APR
2018-19,1610612745,HOU,Houston Rockets,41800173,2019-04-20,HOU @ UTA,W,48.0,0.477,0.523,0.346,0.019,0.433,0.096,0.221,0.135,0.327,0.611,0.389,0.533,0.467,0.576,0.424,0,0,0,0,9,157,8,157,155,13,126,35,89,132,37,128,152,13,95,68,1,2018,2019,False,UTA,HOU,APR
2018-19,1610612745,HOU,Houston Rockets,41800172,2019-04-17,HOU vs. UTA,W,48.0,0.475,0.525,0.356,0.034,0.432,0.127,0.212,0.127,0.322,0.381,0.619,0.529,0.471,0.447,0.553,0,0,0,0,9,158,7,155,148,15,84,44,99,135,142,23,153,11,153,12,1,2018,2019,True,HOU,UTA,APR
2018-19,1610612745,HOU,Houston Rockets,41800171,2019-04-14,HOU vs. UTA,W,48.0,0.568,0.432,0.541,0.033,0.369,0.098,0.09,0.197,0.508,0.485,0.515,0.6,0.4,0.521,0.479,0,0,0,0,9,126,39,56,150,44,121,154,30,18,93,72,142,19,125,39,1,2018,2019,True,HOU,UTA,APR
