game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21700003,2017-10-18,CHA,DET,1,90,102.0
21700017,2017-10-20,ATL,CHA,2,109,91.0
21700044,2017-10-23,CHA,MIL,3,94,103.0
21700055,2017-10-25,DEN,CHA,4,110,93.0
21700070,2017-10-27,HOU,CHA,5,93,109.0
21700088,2017-10-29,ORL,CHA,6,120,113.0
21700096,2017-10-30,CHA,MEM,7,104,99.0
21700105,2017-11-01,MIL,CHA,8,126,121.0
21700126,2017-11-03,CHA,SAS,9,101,108.0
21700143,2017-11-05,CHA,MIN,10,94,112.0
21700152,2017-11-07,CHA,NYK,11,113,118.0
21700170,2017-11-10,CHA,BOS,12,87,90.0
21700207,2017-11-15,CLE,CHA,13,107,115.0
21700222,2017-11-17,CHA,CHI,14,120,123.0
21700228,2017-11-18,LAC,CHA,15,102,87.0
21700241,2017-11-20,MIN,CHA,16,118,102.0
21700253,2017-11-22,WAS,CHA,17,129,124.0
21700270,2017-11-24,CHA,CLE,18,99,100.0
21700277,2017-11-25,SAS,CHA,19,86,106.0
21700307,2017-11-29,CHA,TOR,20,113,126.0
21700321,2017-12-01,CHA,MIA,21,100,105.0
21700339,2017-12-04,ORL,CHA,22,104,94.0
21700358,2017-12-06,GSW,CHA,23,87,101.0
21700367,2017-12-08,CHI,CHA,24,111,119.0
21700377,2017-12-09,LAL,CHA,25,99,110.0
21700394,2017-12-11,CHA,OKC,26,116,103.0
21700412,2017-12-13,CHA,HOU,27,96,108.0
21700418,2017-12-15,MIA,CHA,28,98,104.0
21700429,2017-12-16,POR,CHA,29,91,93.0
21700441,2017-12-18,NYK,CHA,30,109,91.0
21700454,2017-12-20,TOR,CHA,31,111,129.0
21700476,2017-12-22,CHA,MIL,32,104,109.0
21700481,2017-12-23,MIL,CHA,33,111,106.0
21700506,2017-12-27,BOS,CHA,34,91,102.0
21700528,2017-12-29,CHA,GSW,35,111,100.0
21700542,2017-12-31,CHA,LAC,36,98,106.0
21700552,2018-01-02,CHA,SAC,37,131,111.0
21700577,2018-01-05,CHA,LAL,38,108,94.0
21700603,2018-01-10,DAL,CHA,39,111,115.0
21700618,2018-01-12,UTA,CHA,40,99,88.0
21700629,2018-01-13,OKC,CHA,41,91,101.0
21700638,2018-01-15,CHA,DET,42,118,107.0
21700653,2018-01-17,WAS,CHA,43,133,109.0
21700676,2018-01-20,MIA,CHA,44,105,106.0
21700687,2018-01-22,SAC,CHA,45,112,107.0
21700701,2018-01-24,NOP,CHA,46,96,101.0
21700714,2018-01-26,ATL,CHA,47,121,110.0
21700727,2018-01-27,CHA,MIA,48,91,95.0
21700738,2018-01-29,CHA,IND,49,96,105.0
21700755,2018-01-31,CHA,ATL,50,123,110.0
21700766,2018-02-02,IND,CHA,51,133,126.0
21700789,2018-02-04,CHA,PHX,52,115,110.0
21700794,2018-02-05,CHA,DEN,53,104,121.0
21700814,2018-02-08,CHA,POR,54,103,109.0
21700824,2018-02-09,CHA,UTA,55,94,106.0
21700833,2018-02-11,TOR,CHA,56,103,123.0
21700854,2018-02-14,CHA,ORL,57,104,102.0
21700867,2018-02-22,BKN,CHA,58,111,96.0
21700875,2018-02-23,CHA,WAS,59,122,105.0
21700892,2018-02-25,DET,CHA,60,114,98.0
21700907,2018-02-27,CHI,CHA,61,118,103.0
21700916,2018-02-28,CHA,BOS,62,106,134.0
21700927,2018-03-02,CHA,PHI,63,99,110.0
21700944,2018-03-04,CHA,TOR,64,98,103.0
21700957,2018-03-06,PHI,CHA,65,114,128.0
21700972,2018-03-08,BKN,CHA,66,111,125.0
21700987,2018-03-10,PHX,CHA,67,122,115.0
21701011,2018-03-13,CHA,NOP,68,115,119.0
21701021,2018-03-15,CHA,ATL,69,129,117.0
21701038,2018-03-17,CHA,NYK,70,101,124.0
21701052,2018-03-19,CHA,PHI,71,94,108.0
21701067,2018-03-21,CHA,BKN,72,111,105.0
21701072,2018-03-22,MEM,CHA,73,140,79.0
21701093,2018-03-24,CHA,DAL,74,102,98.0
21701103,2018-03-26,NYK,CHA,75,137,128.0
21701116,2018-03-28,CLE,CHA,76,105,118.0
21701138,2018-03-31,CHA,WAS,77,93,107.0
21701143,2018-04-01,PHI,CHA,78,102,119.0
21701160,2018-04-03,CHA,CHI,79,114,120.0
21701182,2018-04-06,CHA,ORL,80,137,100.0
21701197,2018-04-08,IND,CHA,81,117,123.0
21701213,2018-04-10,CHA,IND,82,119,93.0
