season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2021-22,1610612742,42100171,2022-04-16,UTA,DAL,UTA,1610612762,93,99,L,-6,rnd1,1
2021-22,1610612742,42100172,2022-04-18,UTA,DAL,UTA,1610612762,110,104,W,6,rnd1,2
2021-22,1610612742,42100173,2022-04-21,DAL,UTA,UTA,1610612762,126,118,W,8,rnd1,3
2021-22,1610612742,42100174,2022-04-23,DAL,UTA,UTA,1610612762,99,100,L,-1,rnd1,4
2021-22,1610612742,42100175,2022-04-25,UTA,DAL,UTA,1610612762,102,77,W,25,rnd1,5
2021-22,1610612742,42100176,2022-04-28,DAL,UTA,UTA,1610612762,98,96,W,2,rnd1,6
2021-22,1610612742,42100221,2022-05-02,DAL,PHX,PHX,1610612756,114,121,L,-7,sf,1
2021-22,1610612742,42100222,2022-05-04,DAL,PHX,PHX,1610612756,109,129,L,-20,sf,2
2021-22,1610612742,42100223,2022-05-06,PHX,DAL,PHX,1610612756,103,94,W,9,sf,3
2021-22,1610612742,42100224,2022-05-08,PHX,DAL,PHX,1610612756,111,101,W,10,sf,4
2021-22,1610612742,42100225,2022-05-10,DAL,PHX,PHX,1610612756,80,110,L,-30,sf,5
2021-22,1610612742,42100226,2022-05-12,PHX,DAL,PHX,1610612756,113,86,W,27,sf,6
2021-22,1610612742,42100227,2022-05-15,DAL,PHX,PHX,1610612756,123,90,W,33,sf,7
2021-22,1610612742,42100311,2022-05-18,DAL,GSW,GSW,1610612744,87,112,L,-25,conf,1
2021-22,1610612742,42100312,2022-05-20,DAL,GSW,GSW,1610612744,117,126,L,-9,conf,2
2021-22,1610612742,42100313,2022-05-22,GSW,DAL,GSW,1610612744,100,109,L,-9,conf,3
2021-22,1610612742,42100314,2022-05-24,GSW,DAL,GSW,1610612744,119,109,W,10,conf,4
2021-22,1610612742,42100315,2022-05-26,DAL,GSW,GSW,1610612744,110,120,L,-10,conf,5
