season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42015,1610612744,GSW,Golden State Warriors,Spotup,Offensive,0.667,24,0.173,1.055,0.398,0.057,0.048,0.064,0.015,0.399,0.533,18.9,20.0,6.8,17.1,10.3,2015-16,2015,2016
42015,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,1.0,21,0.195,1.095,0.411,0.05,0.052,0.045,0.017,0.402,0.565,20.0,21.9,7.5,18.3,10.8,2015-16,2015,2016
42015,1610612748,MIA,Miami Heat,Spotup,Offensive,0.533,14,0.233,1.0,0.409,0.051,0.054,0.051,0.009,0.408,0.507,23.8,23.8,8.8,21.5,12.7,2015-16,2015,2016
42015,1610612760,OKC,Oklahoma City Thunder,Spotup,Offensive,0.6,18,0.164,1.022,0.389,0.022,0.052,0.022,0.006,0.378,0.528,18.1,18.4,6.6,16.8,10.3,2015-16,2015,2016
42015,1610612761,TOR,Toronto Raptors,Spotup,Offensive,0.133,20,0.188,0.783,0.303,0.054,0.056,0.051,0.003,0.314,0.396,19.6,15.4,5.3,17.5,12.2,2015-16,2015,2016
42015,1610612757,POR,Portland Trail Blazers,Spotup,Offensive,0.8,11,0.189,1.072,0.415,0.025,0.055,0.03,0.004,0.403,0.56,21.5,23.0,8.2,19.7,11.5,2015-16,2015,2016
42015,1610612759,SAS,San Antonio Spurs,Spotup,Offensive,0.467,10,0.195,0.98,0.386,0.066,0.076,0.051,0.005,0.394,0.5,19.8,19.4,6.6,17.1,10.5,2015-16,2015,2016
42015,1610612737,ATL,Atlanta Hawks,Spotup,Offensive,0.2,10,0.193,0.879,0.355,0.039,0.077,0.034,0.014,0.343,0.465,20.7,18.2,6.6,18.6,12.0,2015-16,2015,2016
42015,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.267,6,0.279,0.904,0.354,0.074,0.064,0.069,0.011,0.362,0.463,31.3,28.3,9.7,27.3,17.7,2015-16,2015,2016
42015,1610612754,IND,Indiana Pacers,Spotup,Offensive,0.733,7,0.175,1.066,0.402,0.057,0.066,0.057,0.0,0.41,0.547,17.4,18.6,6.1,15.3,9.1,2015-16,2015,2016
42015,1610612765,DET,Detroit Pistons,Spotup,Offensive,0.867,4,0.241,1.089,0.425,0.067,0.056,0.067,0.011,0.433,0.55,22.5,24.5,8.5,20.0,11.5,2015-16,2015,2016
42015,1610612742,DAL,Dallas Mavericks,Spotup,Offensive,0.333,5,0.185,0.917,0.364,0.042,0.052,0.042,0.01,0.365,0.472,19.2,17.6,6.4,17.6,11.2,2015-16,2015,2016
42015,1610612746,LAC,LA Clippers,Spotup,Offensive,0.933,6,0.115,1.095,0.446,0.081,0.054,0.068,0.014,0.459,0.554,12.3,13.5,4.8,10.8,6.0,2015-16,2015,2016
42015,1610612766,CHA,Charlotte Hornets,Spotup,Offensive,0.4,7,0.116,0.926,0.365,0.062,0.025,0.062,0.0,0.395,0.446,11.6,10.7,3.9,10.6,6.7,2015-16,2015,2016
42015,1610612745,HOU,Houston Rockets,Spotup,Offensive,0.0,5,0.167,0.722,0.295,0.031,0.062,0.031,0.01,0.278,0.386,19.4,14.0,5.2,17.6,12.4,2015-16,2015,2016
42015,1610612763,MEM,Memphis Grizzlies,Spotup,Offensive,0.067,4,0.165,0.739,0.308,0.029,0.043,0.029,0.014,0.304,0.377,17.3,12.8,5.0,16.3,11.3,2015-16,2015,2016
