group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1630185,Nico Mannion,Nico,1610612744,GSW,20.0,1,1,0,1.0,3.2,50.0,50.0,50.0,71.4,83.3,83.3,-21.4,-33.3,-33.3,0.5,0.0,33.3,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.222,0.222,113.45,105.88,88.24,105.88,0.125,8,0,2,0.0,2.0,0.0,406,351,1,1,151,425,421,421,18,38,38,351,385,386,5,219,23,263,8,19,1,1,355,368,94,107,59,234,234,118,355,323,355,40,355,GSW
Players,1628539,Mychal Mulder,Mychal,1610612744,GSW,27.0,6,3,3,0.5,1.4,91.1,85.7,85.7,108.4,95.0,95.0,-17.4,-9.3,-9.3,0.0,0.0,0.0,0.083,0.0,0.043,33.3,33.3,0.0,0.0,0.115,0.126,106.2,116.8,97.33,116.8,-0.137,21,0,2,0.0,0.3,0.0,317,284,109,176,373,373,378,378,174,106,106,336,279,279,291,219,291,65,360,324,438,439,355,368,269,269,125,94,94,431,355,323,355,328,355,GSW
Players,1630164,James Wiseman,James,1610612744,GSW,20.0,5,1,4,0.2,1.4,80.0,66.7,66.7,177.6,180.0,180.0,-97.6,-113.3,-113.3,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.0,1.0,1.0,0.077,0.091,88.29,94.6,78.83,94.6,0.026,12,1,1,0.2,0.2,1.0,328,351,142,387,376,400,408,408,435,440,440,428,440,440,291,219,291,263,11,134,1,1,9,14,364,350,434,422,422,329,284,356,273,372,1,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,33.0,28,15,13,0.536,3.5,119.9,117.5,117.5,123.0,118.2,118.2,-3.0,-0.7,-0.7,0.259,1.27,12.6,0.018,0.175,0.09,9.9,9.8,0.554,0.639,0.39,0.408,101.44,104.52,87.1,104.52,0.212,211,32,74,1.1,2.6,0.432,58,51,369,161,110,107,92,92,336,350,350,235,203,203,44,114,190,228,103,170,304,303,155,130,9,9,260,270,270,35,12,13,17,15,204,GSW
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,25.0,13,9,4,0.692,2.1,139.3,132.8,132.8,114.8,111.3,111.3,24.5,21.5,21.5,0.08,0.0,50.0,0.138,0.139,0.138,0.0,0.0,1.0,1.0,0.029,0.031,102.15,106.22,88.52,106.22,0.066,58,2,2,0.2,0.2,1.0,218,152,142,60,303,28,33,33,264,274,274,60,67,67,208,219,8,23,172,59,1,1,9,14,407,407,243,228,228,241,245,323,306,388,1,GSW
Players,203145,Kent Bazemore,Kent,1610612744,GSW,31.0,18,8,10,0.444,2.8,112.1,108.1,108.1,121.0,117.9,117.9,-8.9,-9.8,-9.8,0.057,2.0,8.7,0.034,0.109,0.07,4.3,4.4,0.472,0.481,0.162,0.167,103.76,107.02,89.19,107.02,0.058,111,8,18,0.4,1.0,0.444,163,171,302,247,195,193,193,193,320,347,347,283,283,283,243,57,242,175,234,238,211,213,234,283,179,190,182,215,215,270,112,124,135,131,191,GSW
Players,1626162,Kelly Oubre Jr.,Kelly,1610612744,GSW,25.0,20,10,10,0.5,3.3,117.7,115.2,115.2,120.5,118.4,118.4,-2.8,-3.2,-3.2,0.0,0.0,0.0,0.053,0.104,0.077,0.0,0.0,0.519,0.582,0.181,0.185,102.93,104.97,87.48,104.97,0.1,145,13,27,0.7,1.4,0.481,137,137,302,176,128,133,114,114,314,351,351,232,222,222,291,219,291,132,247,213,1,1,175,178,145,157,216,256,256,171,71,81,75,92,160,GSW
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,22.0,9,4,5,0.444,2.4,109.0,110.2,110.2,120.7,113.7,113.7,-11.7,-3.5,-3.5,0.0,0.0,0.0,0.042,0.1,0.068,7.7,7.8,0.65,0.723,0.236,0.238,109.57,112.31,93.59,112.31,0.118,49,5,10,0.6,1.1,0.5,271,259,171,247,269,226,168,168,318,297,297,305,226,226,291,219,291,158,252,242,267,271,97,84,79,90,82,123,123,136,174,183,93,119,117,GSW
Players,1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,28.0,17,7,10,0.412,1.9,96.6,87.0,87.0,108.4,107.5,107.5,-11.8,-20.5,-20.5,0.0,0.0,0.0,0.079,0.119,0.1,37.5,37.5,0.6,0.6,0.088,0.1,108.23,114.29,95.24,114.29,0.033,77,2,5,0.1,0.3,0.4,175,193,302,281,316,342,374,374,173,222,222,306,352,352,291,219,291,73,213,134,448,448,120,161,342,330,96,106,106,321,245,252,326,343,224,GSW
Players,1628395,Jordan Bell,Jordan,1610612744,GSW,26.0,1,1,0,1.0,0.1,0.0,0.0,0.0,200.0,200.0,200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,166.67,200.0,0.25,0,0,0,0.0,0.0,0.0,406,351,1,1,447,430,430,430,441,443,443,444,445,445,291,219,291,263,360,374,1,1,355,368,409,409,6,11,11,19,355,401,355,401,355,GSW
Players,1629672,Eric Paschall,Eric,1610612744,GSW,24.0,6,4,2,0.667,3.3,128.4,121.4,121.4,95.9,97.4,97.4,32.5,24.0,24.0,0.0,0.0,0.0,0.048,0.143,0.095,0.0,0.0,0.75,0.752,0.102,0.114,95.77,97.75,81.45,97.75,0.11,42,3,4,0.5,0.7,0.75,317,259,79,67,133,64,66,66,75,129,129,39,58,58,291,219,291,141,155,146,1,1,53,68,309,297,380,398,398,156,213,269,106,217,40,GSW
Players,203110,Draymond Green,Draymond,1610612744,GSW,31.0,28,12,16,0.429,3.3,112.4,110.3,110.3,126.4,124.4,124.4,-14.1,-14.1,-14.1,0.387,4.0,43.6,0.061,0.135,0.096,10.9,10.9,0.478,0.476,0.138,0.144,102.13,103.93,86.61,103.93,0.085,194,10,23,0.4,0.8,0.435,58,93,410,265,141,190,166,166,360,383,383,318,327,327,15,13,14,112,180,144,327,327,228,287,231,236,245,283,283,201,92,98,179,175,199,GSW
Players,1627814,Damion Lee,Damion,1610612744,GSW,28.0,17,7,10,0.412,1.6,117.9,113.8,113.8,139.6,124.1,124.1,-21.7,-10.3,-10.3,0.1,1.0,13.3,0.061,0.167,0.105,13.3,13.4,0.5,0.551,0.191,0.192,97.13,104.79,87.32,104.79,0.065,58,4,10,0.2,0.6,0.4,175,193,302,281,358,129,123,123,403,382,382,352,289,289,169,125,180,114,113,122,365,361,179,213,131,147,350,263,263,244,189,183,253,248,224,GSW
