SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2015-16,1610612761,TOR,Toronto Raptors,0021501218,2016-04-13T00:00:00,TOR @ BKN,W,51.1,14.9,9.6,17.0,53.2,7.4,12.8,19.1,51.1,0,0,0,1,155,1454,1775,624,399,126,1250,2021,1922,1.0
2015-16,1610612745,HOU,Houston Rockets,0021501224,2016-04-13T00:00:00,HOU vs. SAC,W,46.2,27.9,12.5,28.8,63.5,20.2,9.6,16.3,36.5,0,0,0,1,155,114,1242,50,63,1788,687,1750,543,1.0
2015-16,1610612749,MIL,Milwaukee Bucks,0021501225,2016-04-13T00:00:00,MIL vs. IND,L,47.5,20.8,6.9,17.8,47.5,15.8,7.9,13.9,51.5,0,0,0,1231,155,596,2146,545,847,1149,437,1394,1946,1.0
2015-16,1610612739,CLE,Cleveland Cavaliers,0021501220,2016-04-13T00:00:00,CLE vs. DET,L,53.5,10.1,17.2,7.1,50.5,14.1,19.2,7.1,24.2,0,0,0,1231,21,2114,551,2065,596,890,2117,389,47,1.0
2015-16,1610612766,CHA,Charlotte Hornets,0021501219,2016-04-13T00:00:00,CHA vs. ORL,W,47.1,13.7,3.9,6.9,41.2,13.7,5.9,20.6,51.0,0,0,0,1,155,1623,2395,2086,1546,831,184,2120,1903,1.0
2015-16,1610612748,MIA,Miami Heat,0021501217,2016-04-13T00:00:00,MIA @ BOS,L,53.9,9.0,18.0,6.7,58.4,19.1,11.2,20.2,67.4,0,0,0,1231,155,2235,458,2100,166,1642,980,2108,2432,1.0
2015-16,1610612763,MEM,Memphis Grizzlies,0021501227,2016-04-13T00:00:00,MEM @ GSW,L,48.0,17.0,21.0,10.0,46.0,19.0,11.0,34.0,38.0,0,0,0,1231,155,1130,225,1666,1003,1627,932,2452,656,1.0
2015-16,1610612750,MIN,Minnesota Timberwolves,0021501226,2016-04-13T00:00:00,MIN vs. NOP,W,45.7,22.9,9.5,24.8,76.2,10.5,11.4,17.1,43.8,0,0,0,1,155,392,1780,135,4,383,1011,1845,1215,1.0
2015-16,1610612742,DAL,Dallas Mavericks,0021501223,2016-04-13T00:00:00,DAL vs. SAS,L,53.3,25.6,16.7,6.7,22.2,15.6,6.7,12.2,46.7,0,0,0,1231,155,214,600,2108,2438,1103,285,1131,1526,1.0
2015-16,1610612737,ATL,Atlanta Hawks,0021501221,2016-04-13T00:00:00,ATL @ WAS,L,44.9,12.1,9.3,17.8,29.9,15.0,12.1,21.5,46.7,0,0,0,1231,155,1851,1813,550,2304,1009,1156,2177,1530,1.0
