close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201935,James Harden,1610612745,HOU,G,26.0,82,82,1.0,6.24,13.29,0.47,0.446,0.024
2730,Dwight Howard,1610612745,HOU,C,30.0,70,70,1.0,5.74,12.09,0.475,0.467,0.008
203991,Clint Capela,1610612745,HOU,F-C,22.0,77,77,1.0,4.45,10.08,0.442,0.466,-0.024
201976,Patrick Beverley,1610612745,HOU,G,27.0,71,71,1.0,3.9,9.21,0.424,0.44,-0.017
2772,Trevor Ariza,1610612745,HOU,F,31.0,80,80,1.0,4.09,9.11,0.449,0.449,-0.001
203093,Terrence Jones,1610612745,HOU,F,24.0,49,49,1.0,4.51,8.82,0.512,0.454,0.058
201563,Michael Beasley,1610612745,HOU,F,27.0,19,19,1.0,3.53,7.68,0.459,0.449,0.01
2746,Josh Smith,1610612745,HOU,F,30.0,55,55,1.0,3.24,7.51,0.431,0.466,-0.035
201147,Corey Brewer,1610612745,HOU,G-F,30.0,82,82,1.0,3.43,7.34,0.467,0.44,0.027
202700,Donatas Motiejunas,1610612745,HOU,F-C,25.0,36,36,1.0,2.86,6.72,0.426,0.462,-0.036
1891,Jason Terry,1610612745,HOU,G,38.0,71,71,1.0,2.87,5.69,0.505,0.437,0.068
1626149,Montrezl Harrell,1610612745,HOU,F,22.0,32,32,1.0,2.34,5.63,0.417,0.443,-0.027
203909,KJ McDaniels,1610612745,HOU,G-F,23.0,25,25,1.0,1.44,3.2,0.45,0.429,0.021
1626155,Sam Dekker,1610612745,HOU,F,22.0,1,1,1.0,1.0,3.0,0.333,0.455,-0.122
202726,Andrew Goudelock,1610612745,HOU,G,27.0,4,4,1.0,1.0,2.75,0.364,0.429,-0.066
