player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1628499,Antonius Cleveland,Antonius,1610612742,DAL,26.0,11,6,5,0.545,45.73833333333334,3,0,2,8,15,9,12,38,3,2,8,3,30.9,441,425,71,203,483,473,482,452,462,46,38,52,42,406,83,69,470,485,DAL
1626246,Boban Marjanović,Boban,1610612742,DAL,31.0,44,21,23,0.477,421.89166666666665,36,99,6,214,135,102,156,426,10,15,56,51,579.4,291,235,282,259,360,316,81,414,179,158,158,206,171,271,274,211,281,297,DAL
201584,Courtney Lee,Courtney,1610612742,DAL,34.0,24,15,9,0.625,345.48833333333334,17,12,11,30,104,103,147,390,6,0,33,5,224.4,385,321,109,121,382,380,395,366,405,129,160,199,168,338,1,141,452,397,DAL
1626153,Delon Wright,Delon,1610612742,DAL,28.0,73,42,31,0.575,1569.7166666666667,89,75,81,276,483,437,512,1620,22,30,93,94,1454.0,2,51,391,185,139,167,142,135,138,361,405,451,405,155,401,289,177,121,DAL
1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,27.0,71,40,31,0.563,2119.5383333333334,112,112,98,250,629,594,703,2128,39,32,178,90,1518.0,21,66,391,197,29,118,59,106,151,453,512,521,498,77,410,495,182,112,DAL
203939,Dwight Powell,Dwight,1610612742,DAL,28.0,40,25,15,0.625,1060.5383333333334,36,64,24,272,359,286,338,1076,22,13,102,116,868.9,310,203,179,121,234,316,168,307,141,284,290,325,301,155,242,315,129,238,DAL
200826,J.J. Barea,J.J.,1610612742,DAL,36.0,29,15,14,0.517,449.6816666666667,27,17,21,86,120,121,157,466,2,7,27,41,436.6,363,321,168,212,353,342,361,325,326,146,176,207,179,418,170,122,315,337,DAL
1628973,Jalen Brunson,Jalen,1610612742,DAL,23.0,57,34,23,0.596,1022.0733333333334,58,29,59,204,290,273,361,1010,4,11,74,118,920.8,190,109,282,164,242,242,302,184,191,243,281,340,287,378,224,238,125,230,DAL
1629729,Josh Reaves,Josh,1610612742,DAL,23.0,4,2,2,0.5,28.31833333333333,0,0,0,6,0,6,6,20,0,0,5,1,16.1,498,480,23,217,501,498,482,479,475,1,21,25,23,480,1,43,495,504,DAL
1628382,Justin Jackson,Justin,1610612742,DAL,25.0,65,39,26,0.6,1044.631666666667,37,38,48,162,304,282,406,1172,10,15,69,45,683.8,85,74,328,153,236,310,266,210,230,253,285,373,321,271,274,228,304,277,DAL
204001,Kristaps Porziņģis,Kristaps,1610612742,DAL,24.0,57,32,25,0.561,1813.7766666666664,140,165,64,364,516,473,614,1652,115,33,185,222,2341.0,190,133,307,198,91,67,21,173,88,387,435,501,417,7,419,504,41,33,DAL
1629029,Luka Dončić,Luka,1610612742,DAL,21.0,61,36,25,0.59,2047.245,171,160,151,780,611,562,647,2082,14,67,153,456,3221.6,140,99,307,168,45,39,24,37,9,446,495,511,492,234,516,452,4,5,DAL
1628467,Maxi Kleber,Maxi,1610612742,DAL,28.0,74,42,32,0.568,1889.7033333333331,76,79,46,222,541,548,615,1934,83,14,176,96,1535.6,1,51,397,194,74,196,135,218,171,402,487,502,465,19,256,494,168,110,DAL
203077,Michael Kidd-Gilchrist,Michael,1610612742,DAL,26.0,25,12,13,0.48,280.6933333333333,17,15,0,32,67,73,71,220,6,5,37,13,169.4,382,351,153,253,397,380,375,479,400,112,124,126,121,338,142,155,411,414,DAL
203552,Seth Curry,Seth,1610612742,DAL,29.0,64,38,26,0.594,1575.7133333333334,119,91,114,160,473,456,523,1598,9,14,113,75,1232.0,100,81,328,165,138,106,102,72,232,355,417,461,401,289,256,351,225,168,DAL
203501,Tim Hardaway Jr.,Tim,1610612742,DAL,28.0,71,41,30,0.577,2091.353333333333,134,118,121,236,579,588,707,2056,5,45,125,162,1673.9,21,60,383,180,35,75,54,66,162,422,508,522,488,359,467,387,79,89,DAL
203504,Trey Burke,Trey,1610612742,DAL,27.0,33,16,17,0.485,520.0333333333333,30,25,19,78,135,148,122,476,2,15,33,29,460.5,346,304,202,245,335,335,318,332,334,158,197,181,184,418,274,141,346,332,DAL
1626161,Willie Cauley-Stein,Willie,1610612742,DAL,26.0,54,16,38,0.296,1097.4466666666667,73,72,45,328,357,331,353,1012,61,18,121,70,1163.0,232,304,467,454,229,203,149,221,106,283,335,333,288,31,306,375,232,188,DAL
