TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,19,11,8,0.579,922.0,106.2,32.5,0.747,6.8,4.0,12.4,10.6,10.9,44.3,3,3,15,3,3,5,9,6,12,12,1,6,5,6
1610612739,Cleveland Cavaliers,22,12,10,0.545,1066.0,111.1,31.3,0.744,5.9,4.4,14.3,12.2,12.9,45.9,1,2,16,5,1,11,14,8,14,9,5,10,10,13
1610612744,Golden State Warriors,21,16,5,0.762,1013.0,102.0,35.7,0.732,7.8,5.8,14.4,12.8,12.2,45.8,2,1,10,1,2,1,4,11,8,4,7,11,7,11
1610612745,Houston Rockets,17,11,6,0.647,816.0,107.0,34.2,0.755,8.1,5.5,13.7,9.9,12.4,45.9,4,3,12,2,4,7,7,4,5,5,3,3,8,12
1610612754,Indiana Pacers,7,3,4,0.429,336.0,103.4,31.9,0.735,8.1,2.7,14.3,8.7,9.0,33.7,9,9,1,8,10,2,11,10,4,16,6,1,2,1
1610612748,Miami Heat,5,1,4,0.2,240.0,112.2,31.4,0.655,8.8,6.4,20.6,16.2,10.2,45.6,13,13,1,13,13,13,13,16,2,2,16,16,4,10
1610612749,Milwaukee Bucks,7,3,4,0.429,341.0,108.8,32.5,0.698,6.5,6.6,15.5,14.5,9.0,43.4,9,9,1,8,9,9,8,15,13,1,9,13,3,5
1610612750,Minnesota Timberwolves,5,1,4,0.2,240.0,116.0,36.6,0.745,5.0,3.2,13.6,14.6,8.0,44.4,13,13,1,13,13,15,2,7,16,14,2,14,1,8
1610612740,New Orleans Pelicans,9,5,4,0.556,432.0,107.0,37.7,0.762,8.1,5.0,19.9,13.0,18.6,45.3,8,5,1,4,8,8,1,3,6,7,15,12,16,9
1610612760,Oklahoma City Thunder,6,2,4,0.333,288.0,106.9,34.7,0.713,8.8,4.2,15.3,15.2,11.7,44.3,11,11,1,11,11,6,6,13,1,10,8,15,6,7
1610612755,Philadelphia 76ers,10,5,5,0.5,485.0,105.0,35.7,0.769,7.7,4.1,16.4,9.6,13.2,38.4,6,5,10,6,6,3,3,2,9,11,12,2,11,3
1610612757,Portland Trail Blazers,4,0,4,0.0,192.0,113.9,32.3,0.781,8.3,3.8,18.5,10.5,16.8,54.0,16,16,1,16,16,14,10,1,3,13,13,5,15,16
1610612759,San Antonio Spurs,5,1,4,0.2,240.0,111.9,29.2,0.709,7.6,3.0,13.8,10.4,14.8,35.2,13,13,1,13,13,12,16,14,10,15,4,4,13,2
1610612761,Toronto Raptors,10,4,6,0.4,485.0,116.4,30.4,0.719,5.6,6.0,16.2,10.8,14.2,46.9,6,8,12,10,6,16,15,12,15,3,11,7,12,14
1610612762,Utah Jazz,11,5,6,0.455,528.0,106.1,35.6,0.754,7.5,5.0,18.9,12.2,12.5,40.4,5,5,12,7,5,4,5,5,11,7,14,9,9,4
1610612764,Washington Wizards,6,2,4,0.333,288.0,110.8,31.5,0.736,7.8,5.2,16.0,11.8,15.8,48.7,11,11,1,11,11,10,12,9,7,6,10,8,14,15
