TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,67,20,47,0.299,46.5,114.4,32.0,0.708,7.5,4.9,18.6,14.4,14.2,51.3,23,26,28,27,24,28,28,29,19,14,28,29,23,27
1610612738,Boston Celtics,72,48,24,0.667,48.0,106.5,35.1,0.731,8.2,5.6,15.0,13.1,13.1,43.1,11,5,5,5,13,4,8,16,7,3,5,18,19,3
1610612751,Brooklyn Nets,72,35,37,0.486,47.2,109.2,36.2,0.736,6.3,4.4,16.5,12.8,12.7,45.1,11,14,14,14,22,10,2,12,27,23,15,15,14,9
1610612766,Charlotte Hornets,65,23,42,0.354,49.9,112.8,32.7,0.706,6.8,4.2,17.3,13.5,12.2,52.0,26,23,21,22,1,25,24,30,26,24,22,27,5,28
1610612741,Chicago Bulls,65,22,43,0.338,47.8,108.9,31.1,0.719,9.9,4.0,17.6,12.6,12.4,49.2,26,24,23,24,15,9,29,23,1,28,25,10,8,23
1610612739,Cleveland Cavaliers,65,19,46,0.292,48.4,114.8,33.4,0.738,6.9,3.2,20.0,12.7,14.4,53.6,26,28,26,29,8,30,20,9,24,30,30,13,25,30
1610612742,Dallas Mavericks,75,43,32,0.573,48.0,111.2,36.1,0.74,6.1,4.8,14.1,13.3,16.2,48.4,1,12,13,13,14,18,3,8,30,15,1,24,29,19
1610612743,Denver Nuggets,73,46,27,0.63,49.2,110.4,33.8,0.725,8.1,4.7,16.4,12.3,12.6,48.8,3,6,6,6,2,16,19,20,8,18,13,9,11,21
1610612765,Detroit Pistons,66,20,46,0.303,49.1,112.3,32.4,0.717,7.5,4.6,17.6,13.4,12.9,52.7,24,26,26,26,3,22,26,25,16,19,24,25,17,29
1610612744,Golden State Warriors,65,15,50,0.231,47.5,113.0,32.3,0.722,8.1,4.5,17.6,13.3,14.7,47.9,26,30,30,30,17,26,27,21,9,22,26,22,28,16
