player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1626246,Boban Marjanović,Boban,1610612742,DAL,32.0,33,14,19,0.424,271.0,0.231,0.27,0.239,0.024,0.054,0.316,0.29,0.618,0.391,0.452,0.093,0.171,0.054,0.25,0.385,0.33,0.276,0.26,364,357,213,360,413,86,48,89,454,459,47,63,7,14,8,441,283,505,169,523,504,78,53,DAL
1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,28.0,60,36,24,0.6,1921.0,0.12,0.131,0.134,0.201,0.191,0.046,0.048,0.265,0.165,0.186,0.108,0.103,0.217,0.153,0.159,0.183,0.07,0.128,140,82,309,143,62,479,440,454,231,273,503,506,155,320,254,389,77,190,267,224,193,502,454,DAL
203939,Dwight Powell,Dwight,1610612742,DAL,29.0,58,36,22,0.621,966.0,0.129,0.146,0.114,0.018,0.028,0.282,0.281,0.457,0.238,0.285,0.134,0.149,0.248,0.375,0.276,0.306,0.308,0.151,157,82,274,129,260,452,393,496,460,481,67,74,56,141,86,298,213,117,78,439,477,51,372,DAL
200755,JJ Redick,JJ,1610612742,DAL,37.0,44,22,22,0.5,723.0,0.184,0.169,0.204,0.41,0.358,0.173,0.141,0.028,0.117,0.098,0.134,0.16,0.094,0.054,0.105,0.173,0.172,0.193,290,252,274,251,315,223,312,188,11,19,247,333,514,471,509,300,247,485,449,109,150,278,210,DAL
1628973,Jalen Brunson,Jalen,1610612742,DAL,24.0,68,40,28,0.588,1697.0,0.196,0.228,0.204,0.171,0.151,0.195,0.198,0.089,0.166,0.151,0.294,0.196,0.178,0.007,0.144,0.154,0.237,0.216,47,48,379,156,103,171,120,190,290,361,198,197,402,319,350,84,353,290,494,191,101,129,137,DAL
1630182,Josh Green,Josh,1610612742,DAL,20.0,39,20,19,0.513,445.0,0.112,0.111,0.113,0.042,0.077,0.093,0.116,0.267,0.162,0.188,0.13,0.145,0.222,0.061,0.2,0.207,0.134,0.102,326,279,213,244,371,505,478,498,441,445,424,390,151,335,248,313,200,172,438,301,277,370,497,DAL
1626196,Josh Richardson,Josh,1610612742,DAL,27.0,59,35,24,0.593,1790.0,0.181,0.175,0.191,0.17,0.185,0.165,0.143,0.149,0.114,0.122,0.183,0.18,0.26,0.143,0.167,0.181,0.145,0.173,151,94,309,155,88,238,287,234,292,292,265,329,286,479,441,210,311,101,284,242,186,341,294,DAL
204001,Kristaps Porziņģis,Kristaps,1610612742,DAL,25.0,43,26,17,0.605,1327.0,0.259,0.279,0.278,0.238,0.232,0.275,0.263,0.331,0.315,0.318,0.104,0.157,0.139,0.468,0.302,0.229,0.288,0.273,297,201,182,142,176,45,32,37,171,188,74,94,108,46,63,409,236,415,48,471,343,65,38,DAL
1629029,Luka Dončić,Luka,1610612742,DAL,22.0,66,40,26,0.606,2262.0,0.35,0.327,0.329,0.28,0.297,0.427,0.452,0.128,0.293,0.259,0.52,0.499,0.215,0.171,0.317,0.169,0.386,0.336,70,48,341,139,15,3,10,5,107,67,17,6,308,64,122,6,537,195,247,487,139,17,7,DAL
1628467,Maxi Kleber,Maxi,1610612742,DAL,29.0,50,31,19,0.62,1341.0,0.103,0.101,0.114,0.208,0.188,0.073,0.061,0.197,0.213,0.21,0.106,0.084,0.145,0.276,0.059,0.203,0.077,0.111,238,130,213,130,172,517,498,495,222,288,463,493,220,202,216,397,46,400,147,55,262,492,484,DAL
