season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612747,LAL,Los Angeles Lakers,21801219,2019-04-09,LAL vs. POR,L,48.0,0.691,0.309,0.594,0.099,0.297,0.287,0.109,0.158,0.495,0.633,0.367,1.0,0.0,0.725,0.275,0,0,0,0,135,662,1795,631,1108,1255,24,2039,980,614,320,2130,1,2000,225,2225,1,2018,2019,True,LAL,POR,APR
2018-19,1610612747,LAL,Los Angeles Lakers,21801208,2019-04-07,LAL vs. UTA,W,48.0,0.719,0.281,0.69,0.124,0.186,0.168,0.124,0.071,0.566,0.538,0.462,1.0,0.0,0.609,0.391,0,0,0,0,135,378,2075,79,672,2275,513,1812,2293,150,992,1448,1,2000,1143,1308,1,2018,2019,True,LAL,UTA,APR
2018-19,1610612747,LAL,Los Angeles Lakers,21801192,2019-04-05,LAL @ LAC,W,48.0,0.667,0.333,0.475,0.016,0.344,0.221,0.18,0.156,0.459,0.586,0.414,0.786,0.214,0.651,0.349,0,0,0,0,135,926,1492,1872,2369,772,166,815,1027,983,601,1844,1605,826,719,1728,1,2018,2019,False,LAC,LAL,APR
2018-19,1610612747,LAL,Los Angeles Lakers,21801179,2019-04-04,LAL vs. GSW,L,48.0,0.644,0.356,0.644,0.089,0.267,0.2,0.089,0.133,0.556,0.621,0.379,0.875,0.125,0.676,0.324,0,0,0,0,135,1229,1232,237,1298,1590,261,2250,1436,193,388,2060,977,1393,494,1956,1,2018,2019,True,LAL,GSW,APR
2018-19,1610612747,LAL,Los Angeles Lakers,21801161,2019-04-02,LAL @ OKC,L,48.0,0.536,0.464,0.466,0.117,0.466,0.078,0.068,0.214,0.35,0.625,0.375,0.688,0.313,0.65,0.35,0,0,0,0,135,2240,218,1948,799,98,1892,2381,299,2106,360,2080,2067,381,734,1712,1,2018,2019,False,OKC,LAL,APR
2018-19,1610612747,LAL,Los Angeles Lakers,21801147,2019-03-31,LAL @ NOP,W,48.0,0.624,0.376,0.508,0.138,0.346,0.185,0.146,0.246,0.369,0.636,0.364,0.6,0.4,0.625,0.375,0,0,0,0,135,1494,964,1561,517,750,372,1437,108,1947,303,2143,2280,147,964,1461,1,2018,2019,False,NOP,LAL,MAR
2018-19,1610612747,LAL,Los Angeles Lakers,21801135,2019-03-29,LAL vs. CHA,W,48.0,0.582,0.418,0.512,0.124,0.419,0.124,0.07,0.163,0.388,0.606,0.394,0.778,0.222,0.667,0.333,0,0,0,0,135,1935,521,1520,666,261,1121,2371,912,1773,487,1961,1636,770,542,1838,1,2018,2019,True,LAL,CHA,MAR
2018-19,1610612747,LAL,Los Angeles Lakers,21801121,2019-03-27,LAL @ UTA,L,48.0,0.722,0.278,0.56,0.18,0.27,0.02,0.17,0.05,0.38,0.5,0.5,0.778,0.222,0.568,0.432,0,0,0,0,135,359,2099,1003,197,1557,2418,1011,2406,1847,1269,1037,1636,770,1563,882,1,2018,2019,False,UTA,LAL,MAR
2018-19,1610612747,LAL,Los Angeles Lakers,21801116,2019-03-26,LAL vs. WAS,W,48.0,0.629,0.371,0.597,0.081,0.266,0.25,0.137,0.169,0.516,0.73,0.27,0.909,0.091,0.771,0.229,0,0,0,0,135,1421,1032,606,1452,1596,77,1590,798,424,58,2403,684,1691,79,2381,1,2018,2019,True,LAL,WAS,MAR
2018-19,1610612747,LAL,Los Angeles Lakers,21801102,2019-03-24,LAL vs. SAC,W,48.0,0.529,0.471,0.468,0.018,0.351,0.279,0.18,0.144,0.45,0.808,0.192,0.615,0.385,0.744,0.256,0,0,0,0,135,2267,191,1933,2328,709,32,818,1238,1083,6,2454,2262,184,140,2319,1,2018,2019,True,LAL,SAC,MAR
