team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612754,Indiana Pacers,IND,82,82,0.508,26.78,45.41,0.59,0.59,0.508,26.78,45.41,0.59,0.0,0.0,0.0,
1610612764,Washington Wizards,WAS,82,82,0.483,27.4,44.78,0.612,0.612,0.483,27.4,44.78,0.612,0.0,0.0,0.0,
1610612759,San Antonio Spurs,SAS,81,81,0.453,24.85,41.79,0.595,0.595,0.453,24.85,41.79,0.595,0.0,0.0,0.0,
1610612765,Detroit Pistons,DET,81,81,0.469,24.9,41.65,0.598,0.598,0.469,24.9,41.65,0.598,0.0,0.0,0.0,
1610612761,Toronto Raptors,TOR,81,81,0.451,25.14,41.04,0.613,0.613,0.451,25.14,41.04,0.613,0.0,0.0,0.0,
1610612762,Utah Jazz,UTA,81,81,0.444,23.69,40.69,0.582,0.582,0.444,23.69,40.69,0.582,0.0,0.0,0.0,
1610612743,Denver Nuggets,DEN,80,80,0.463,22.94,40.58,0.565,0.565,0.463,22.94,40.58,0.565,0.0,0.0,0.0,
1610612738,Boston Celtics,BOS,81,81,0.434,21.95,39.74,0.552,0.552,0.434,21.95,39.74,0.552,0.0,0.0,0.0,
1610612737,Atlanta Hawks,ATL,82,82,0.442,24.12,39.66,0.608,0.608,0.442,24.12,39.66,0.608,0.0,0.0,0.0,
1610612756,Phoenix Suns,PHX,80,81,0.435,22.51,39.3,0.573,0.573,0.435,22.51,39.3,0.573,0.0,0.0,0.0,
1610612755,Philadelphia 76ers,PHI,81,81,0.453,22.99,39.16,0.587,0.587,0.453,22.99,39.16,0.587,0.0,0.0,0.0,
1610612766,Charlotte Hornets,CHA,81,81,0.447,24.35,39.15,0.622,0.622,0.447,24.35,39.15,0.622,0.0,0.0,0.0,
1610612742,Dallas Mavericks,DAL,81,81,0.432,23.02,38.96,0.591,0.591,0.432,23.02,38.96,0.591,0.0,0.0,0.0,
1610612757,Portland Trail Blazers,POR,81,81,0.449,24.41,38.88,0.628,0.628,0.449,24.41,38.88,0.628,0.0,0.0,0.0,
1610612751,Brooklyn Nets,BKN,79,79,0.44,22.24,38.87,0.572,0.572,0.44,22.24,38.87,0.572,0.0,0.0,0.0,
1610612749,Milwaukee Bucks,MIL,82,82,0.423,22.65,38.82,0.583,0.583,0.423,22.65,38.82,0.583,0.0,0.0,0.0,
1610612746,LA Clippers,LAC,81,81,0.438,22.48,38.64,0.582,0.582,0.438,22.48,38.64,0.582,0.0,0.0,0.0,
1610612763,Memphis Grizzlies,MEM,82,82,0.444,22.0,38.44,0.572,0.572,0.444,22.0,38.44,0.572,0.0,0.0,0.0,
1610612758,Sacramento Kings,SAC,82,82,0.444,22.32,38.4,0.581,0.581,0.444,22.32,38.4,0.581,0.0,0.0,0.0,
1610612739,Cleveland Cavaliers,CLE,82,82,0.439,21.63,38.38,0.564,0.564,0.439,21.63,38.38,0.564,0.0,0.0,0.0,
1610612747,Los Angeles Lakers,LAL,81,81,0.416,22.44,38.37,0.585,0.585,0.416,22.44,38.37,0.585,0.0,0.0,0.0,
1610612760,Oklahoma City Thunder,OKC,82,82,0.43,21.39,38.34,0.558,0.558,0.43,21.39,38.34,0.558,0.0,0.0,0.0,
1610612744,Golden State Warriors,GSW,81,81,0.427,22.26,38.15,0.583,0.583,0.427,22.26,38.15,0.583,0.0,0.0,0.0,
1610612745,Houston Rockets,HOU,82,82,0.432,21.83,37.89,0.576,0.576,0.432,21.83,37.89,0.576,0.0,0.0,0.0,
1610612750,Minnesota Timberwolves,MIN,82,82,0.429,20.39,37.17,0.549,0.549,0.429,20.39,37.17,0.549,0.0,0.0,0.0,
1610612753,Orlando Magic,ORL,82,82,0.439,21.74,36.83,0.59,0.59,0.439,21.74,36.83,0.59,0.0,0.0,0.0,
1610612752,New York Knicks,NYK,82,82,0.433,21.5,36.83,0.584,0.584,0.433,21.5,36.83,0.584,0.0,0.0,0.0,
1610612740,New Orleans Pelicans,NOP,81,81,0.411,21.6,35.81,0.603,0.603,0.411,21.6,35.81,0.603,0.0,0.0,0.0,
1610612748,Miami Heat,MIA,81,81,0.411,21.15,35.32,0.599,0.599,0.411,21.15,35.32,0.599,0.0,0.0,0.0,
1610612741,Chicago Bulls,CHI,81,81,0.404,20.75,34.86,0.595,0.595,0.404,20.75,34.86,0.595,0.0,0.0,0.0,
