GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,2744,Al Jefferson,Al,1610612766,CHA,31.0,9,4,5,0.444,3.0,88.3,89.6,89.6,82.1,77.1,77.1,6.1,12.5,12.5,0.091,0.0,8.3,0.083,0.143,0.113,0.0,0.0,0.364,0.364,0.183,0.187,82.98,84.96,70.8,84.96,0.109,48,4,11,0.4,1.2,0.364,289,270,153,258,177,364,337,337,51,47,47,161,101,101,168,238,222,78,147,103,1,1,264,310,145,154,410,419,419,142,197,197,131,91,224
Players,203469,Cody Zeller,Cody,1610612766,CHA,23.0,35,17,18,0.486,2.7,117.4,111.6,111.6,96.3,96.4,96.4,21.1,15.2,15.2,0.017,1.0,4.8,0.084,0.091,0.088,4.8,4.9,0.75,0.78,0.087,0.091,97.71,100.07,83.4,100.07,0.093,198,9,12,0.3,0.3,0.75,70,88,361,230,221,84,91,91,109,141,141,64,81,81,282,131,270,77,243,174,183,185,40,45,325,323,272,283,283,178,126,187,212,315,33
Players,201584,Courtney Lee,Courtney,1610612766,CHA,30.0,29,20,9,0.69,2.7,105.5,100.0,100.0,102.3,100.0,100.0,3.2,0.0,0.0,0.111,5.0,17.9,0.019,0.088,0.049,3.6,3.6,0.324,0.421,0.111,0.115,98.04,101.85,84.87,101.85,0.062,173,5,17,0.2,0.6,0.294,117,45,223,57,217,215,232,232,178,171,171,177,198,198,143,5,89,223,259,294,168,168,291,286,294,288,264,239,239,239,179,152,262,224,289
Players,202343,Elliot Williams,Elliot,1610612766,CHA,27.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3000.0,3600.36,0.0,1,0,0,0.0,0.0,0.0,404,362,1,1,431,415,415,415,1,1,1,199,198,198,287,238,287,270,356,370,1,1,342,359,390,391,432,3,3,329,342,379,342,379,342
Players,1626163,Frank Kaminsky,Frank,1610612766,CHA,23.0,12,8,4,0.667,3.0,115.3,113.8,113.8,75.5,74.2,74.2,39.8,39.5,39.5,0.087,2.0,13.3,0.098,0.102,0.1,6.7,6.8,0.15,0.213,0.137,0.14,95.99,97.43,81.19,97.43,0.036,80,1,10,0.1,0.8,0.1,257,195,127,61,181,99,68,68,38,39,39,39,36,36,178,64,148,59,224,133,215,216,334,350,234,237,315,339,339,285,279,204,317,161,339
Players,203087,Jeremy Lamb,Jeremy,1610612766,CHA,24.0,14,6,8,0.429,2.2,81.4,81.4,81.4,76.3,74.6,74.6,5.1,6.8,6.8,0.125,0.0,14.3,0.07,0.211,0.136,0.0,0.0,0.167,0.167,0.176,0.177,92.84,93.98,78.32,93.98,0.06,59,2,12,0.1,0.9,0.167,242,235,204,269,272,380,368,368,40,40,40,165,146,146,131,238,123,100,53,69,1,1,332,355,158,173,364,393,393,242,249,187,282,157,324
Players,202391,Jeremy Lin,Jeremy,1610612766,CHA,27.0,29,17,12,0.586,3.5,119.3,115.6,115.6,102.9,103.5,103.5,16.4,12.1,12.1,0.155,2.25,16.1,0.044,0.09,0.068,7.1,7.3,0.607,0.725,0.179,0.186,99.91,101.29,84.41,101.29,0.173,224,15,28,0.5,1.0,0.536,117,88,264,114,114,71,54,54,183,238,238,83,106,106,110,57,106,149,251,225,228,232,82,65,153,157,210,251,251,59,76,102,89,140,85
Players,203268,Jorge Gutierrez,Jorge,1610612766,CHA,27.0,1,0,1,0.0,0.1,0.0,0.0,0.0,227.3,100.0,100.0,-227.3,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.86,342.86,285.71,342.86,0.0,0,0,0,0.0,0.0,0.0,404,408,31,408,425,415,415,415,433,171,171,435,423,423,287,238,287,270,356,370,1,1,342,359,390,391,17,11,11,329,342,379,342,379,342
Players,202689,Kemba Walker,Kemba,1610612766,CHA,26.0,41,22,19,0.537,3.7,112.5,109.6,109.6,97.9,98.7,98.7,14.6,10.9,10.9,0.121,0.62,5.2,0.055,0.133,0.093,8.5,8.7,0.431,0.551,0.379,0.389,99.96,100.89,84.08,100.89,0.184,324,40,102,1.0,2.5,0.392,22,25,379,165,89,137,116,116,122,161,161,96,113,113,136,203,265,126,164,154,276,277,212,171,15,17,207,263,263,48,12,7,20,10,198
Players,101107,Marvin Williams,Marvin,1610612766,CHA,30.0,38,20,18,0.526,3.2,113.0,110.0,110.0,107.0,107.9,107.9,6.0,2.1,2.1,0.053,2.0,9.5,0.041,0.167,0.101,4.8,4.8,0.55,0.581,0.123,0.127,101.5,102.52,85.43,102.52,0.104,261,13,30,0.3,0.8,0.433,38,45,361,173,157,126,109,109,229,284,284,162,177,177,232,64,210,155,93,127,183,183,109,139,259,263,161,220,220,151,88,92,169,171,159
