season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612758,SAC,Sacramento Kings,22200096,2022-10-31,SAC @ CHA,W,48.0,37,85,0.435,17,44,0.386,24,28,0.857,10,32,42,26,19.0,8,4,6,19,26,115,7.0,1,1,1,1,159,2011,1571,1886,266,199,901,361,550,517,1152,1290,1332,962,2129,800,1183,1653,926,139,1131,748,1,2022,2023,False,CHA,SAC
2022-23,1610612754,IND,Indiana Pacers,22200098,2022-10-31,IND @ BKN,L,48.0,41,87,0.471,11,39,0.282,16,23,0.696,10,28,38,23,24.0,11,5,9,24,18,109,-7.0,1,1231,1231,1231,159,1300,1290,1300,1370,531,1988,1497,1179,2022,1152,1964,1873,1575,2430,196,809,2301,2002,1536,1643,1650,1,2022,2023,False,BKN,IND
2022-23,1610612763,MEM,Memphis Grizzlies,22200101,2022-10-31,MEM @ UTA,L,48.0,38,92,0.413,6,26,0.231,23,42,0.548,18,34,52,14,16.0,8,4,6,17,30,105,-16.0,1,1231,1231,1231,159,1853,655,2163,2321,2146,2303,451,14,2424,83,936,219,2445,1578,800,1183,1653,463,20,1924,2162,1,2022,2023,False,UTA,MEM
2022-23,1610612761,TOR,Toronto Raptors,22200099,2022-10-31,TOR vs. ATL,W,48.0,46,92,0.5,14,34,0.412,33,40,0.825,12,32,44,25,7.0,13,9,4,22,27,139,30.0,1,1,1,1,159,455,655,753,671,1119,660,24,31,824,708,1290,1048,1149,43,55,90,859,1607,97,53,40,1,2022,2023,True,TOR,ATL
2022-23,1610612751,BKN,Brooklyn Nets,22200098,2022-10-31,BKN vs. IND,W,48.0,43,80,0.538,11,30,0.367,19,20,0.95,6,33,39,26,20.0,11,9,5,18,24,116,7.0,1,1,1,1,159,904,2133,323,1370,1693,1107,994,1627,66,2058,1113,1747,962,2253,196,90,1279,678,321,1052,748,1,2022,2023,True,BKN,IND
2022-23,1610612749,MIL,Milwaukee Bucks,22200100,2022-10-31,MIL vs. DET,W,48.0,38,87,0.437,11,40,0.275,23,29,0.793,14,36,50,20,16.0,5,5,3,21,24,110,2.0,1,1,1,1,159,1853,1290,1861,1370,441,2051,451,465,1156,371,629,356,2061,1578,1735,809,457,1383,321,1567,1108,1,2022,2023,True,MIL,DET
2022-23,1610612745,HOU,Houston Rockets,22200102,2022-10-31,HOU @ LAC,L,48.0,34,88,0.386,8,28,0.286,17,23,0.739,7,37,44,17,15.0,9,8,10,16,18,93,-2.0,1,1231,1231,1231,159,2300,1138,2357,2063,1934,1952,1320,1179,1703,1859,491,1048,2338,1368,533,161,2372,318,1536,2378,1287,1,2022,2023,False,LAC,HOU
2022-23,1610612755,PHI,Philadelphia 76ers,22200097,2022-10-31,PHI @ WAS,W,48.0,46,83,0.554,12,30,0.4,14,20,0.7,4,33,37,26,14.0,14,3,4,20,18,118,7.0,1,1,1,1,159,455,1826,204,1088,1693,727,1831,1627,1985,2330,1113,1993,962,1120,26,1603,859,1156,1536,892,748,1,2022,2023,False,WAS,PHI
2022-23,1610612764,WAS,Washington Wizards,22200097,2022-10-31,WAS vs. PHI,L,48.0,38,81,0.469,10,25,0.4,25,26,0.962,9,32,41,22,16.0,8,4,3,18,20,111,-7.0,1,1231,1231,1231,159,1853,2048,1340,1634,2224,727,279,773,39,1392,1290,1487,1756,1578,800,1183,457,678,1079,1483,1650,1,2022,2023,True,WAS,PHI
2022-23,1610612762,UTA,Utah Jazz,22200101,2022-10-31,UTA vs. MEM,W,48.0,42,89,0.472,19,47,0.404,18,22,0.818,11,37,48,26,16.0,10,6,4,30,17,121,16.0,1,1,1,1,159,1088,1004,1286,113,97,725,1153,1318,870,915,491,549,962,1578,329,512,859,2424,1784,682,275,1,2022,2023,True,UTA,MEM
2022-23,1610612766,CHA,Charlotte Hornets,22200096,2022-10-31,CHA vs. SAC,L,48.0,43,84,0.512,14,29,0.483,8,14,0.571,6,32,38,31,21.0,11,6,4,26,19,108,-7.0,1,1231,1231,1231,159,904,1693,610,671,1815,182,2390,2256,2395,2058,1290,1873,253,2335,196,512,859,2237,1306,1718,1650,1,2022,2023,True,CHA,SAC
2022-23,1610612746,LAC,LA Clippers,22200102,2022-10-31,LAC vs. HOU,W,48.0,37,87,0.425,9,36,0.25,12,17,0.706,8,38,46,23,14.0,7,10,8,18,16,95,2.0,1,1,1,1,159,2011,1290,2032,1864,851,2211,2091,1994,1959,1632,367,787,1575,1120,1116,50,2168,678,1999,2331,1108,1,2022,2023,True,LAC,HOU
2022-23,1610612765,DET,Detroit Pistons,22200100,2022-10-31,DET @ MIL,L,48.0,41,92,0.446,8,29,0.276,18,21,0.857,13,30,43,19,12.0,9,3,5,24,21,108,-2.0,1,1231,1231,1231,159,1300,655,1730,2063,1815,2039,1153,1464,517,511,1641,1188,2182,665,533,1603,1279,2002,855,1718,1287,1,2022,2023,False,MIL,DET
2022-23,1610612737,ATL,Atlanta Hawks,22200099,2022-10-31,ATL @ TOR,L,48.0,39,84,0.464,11,29,0.379,20,25,0.8,7,30,37,28,18.0,1,4,9,27,22,109,-30.0,1,1231,1231,1231,159,1655,1693,1406,1370,1815,967,820,901,1049,1859,1641,1993,605,1985,2438,1183,2301,2323,631,1643,2415,1,2022,2023,False,TOR,ATL
2022-23,1610612756,PHX,Phoenix Suns,22200094,2022-10-30,PHX vs. HOU,W,48.0,45,84,0.536,12,40,0.3,22,30,0.733,10,26,36,29,12.0,9,8,1,22,25,124,15.0,1,1,1,1,159,576,1693,339,1088,441,1841,550,381,1749,1152,2190,2096,474,665,533,161,52,1607,225,500,300,1,2022,2023,True,PHX,HOU
2022-23,1610612738,BOS,Boston Celtics,22200089,2022-10-30,BOS vs. WAS,W,48.0,36,79,0.456,21,47,0.447,19,20,0.95,4,43,47,29,14.0,4,5,6,15,20,112,18.0,1,1,1,1,159,2138,2215,1574,51,97,375,994,1627,66,2330,70,661,474,1120,2048,809,1653,205,1079,1389,221,1,2022,2023,True,BOS,WAS
2022-23,1610612753,ORL,Orlando Magic,22200093,2022-10-30,ORL @ DAL,L,48.0,37,81,0.457,11,29,0.379,20,27,0.741,11,36,47,20,12.0,2,5,1,23,22,105,-9.0,1,1231,1231,1231,159,2011,2048,1556,1370,1815,967,820,659,1689,915,629,661,2061,665,2387,809,52,1831,631,1924,1798,1,2022,2023,False,DAL,ORL
2022-23,1610612743,DEN,Denver Nuggets,22200095,2022-10-30,DEN @ LAL,L,48.0,41,96,0.427,15,40,0.375,13,18,0.722,13,35,48,24,9.0,3,8,5,15,17,110,-11.0,1,1231,1231,1231,159,1300,316,2003,514,441,996,1971,1891,1826,511,784,549,1355,179,2261,161,1279,205,1784,1567,1929,1,2022,2023,False,LAL,DEN
2022-23,1610612745,HOU,Houston Rockets,22200094,2022-10-30,HOU @ PHX,L,48.0,38,87,0.437,11,34,0.324,22,26,0.846,17,32,49,18,15.0,7,1,8,25,22,109,-15.0,1,1231,1231,1231,159,1853,1290,1861,1370,1119,1611,550,773,616,124,1290,445,2275,1368,1116,2279,2168,2141,631,1643,2131,1,2022,2023,False,PHX,HOU
2022-23,1610612764,WAS,Washington Wizards,22200089,2022-10-30,WAS @ BOS,L,48.0,38,98,0.388,7,32,0.219,11,16,0.688,15,36,51,22,10.0,5,6,5,20,15,94,-18.0,1,1231,1231,1231,159,1853,213,2344,2214,1425,2337,2187,2089,2069,253,629,286,1756,290,1735,512,1279,1156,2144,2358,2211,1,2022,2023,False,BOS,WAS
2022-23,1610612746,LAC,LA Clippers,22200088,2022-10-30,LAC vs. NOP,L,48.0,36,86,0.419,11,39,0.282,8,13,0.615,8,31,39,24,15.0,3,6,1,15,15,91,-21.0,1,1231,1231,1231,159,2138,1432,2116,1370,531,1988,2390,2320,2335,1632,1475,1747,1355,1368,2261,512,52,205,2144,2404,2299,1,2022,2023,True,LAC,NOP
2022-23,1610612744,GSW,Golden State Warriors,22200091,2022-10-30,GSW @ DET,L,48.0,39,92,0.424,12,39,0.308,24,25,0.96,13,29,42,23,15.0,8,4,3,24,25,114,-14.0,1,1231,1231,1231,159,1655,655,2049,1088,531,1773,361,901,42,511,1817,1332,1575,1368,800,1183,457,2002,225,1210,2081,1,2022,2023,False,DET,GSW
2022-23,1610612742,DAL,Dallas Mavericks,22200093,2022-10-30,DAL vs. ORL,W,48.0,41,83,0.494,11,35,0.314,21,28,0.75,5,32,37,15,4.0,10,1,5,22,23,114,9.0,1,1,1,1,159,1300,1826,918,1370,984,1709,693,550,1579,2219,1290,1993,2419,3,329,2279,1279,1607,460,1210,587,1,2022,2023,True,DAL,ORL
