player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1626210,Alan Williams,Alan,1610612751,BKN,26.0,5,1,4,0.2,5.1,0.923,0.077,0.889,0.111,0.0,0.0,0.111,0.0,0.778,0.75,0.25,0.0,0.0,0.75,0.25,8,13,0.615,488,499,59,496,498,76,451,16,161,454,481,352,495,39,88,421,451,316,175,340,473,489,25,BKN
203459,Allen Crabbe,Allen,1610612751,BKN,27.0,43,19,24,0.442,26.4,0.306,0.694,0.189,0.058,0.712,0.15,0.099,0.116,0.131,0.872,0.128,0.99,0.01,0.956,0.044,137,373,0.367,331,307,245,340,149,498,29,506,295,16,153,398,407,498,28,487,143,311,23,496,279,247,457,BKN
1627747,Caris LeVert,Caris,1610612751,BKN,24.0,40,19,21,0.475,26.6,0.681,0.319,0.581,0.015,0.263,0.09,0.156,0.177,0.567,0.314,0.686,0.458,0.542,0.348,0.652,207,483,0.429,352,307,202,296,145,210,317,195,435,317,354,209,126,137,427,88,441,13,474,44,193,188,299,BKN
1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,23.0,81,42,39,0.519,30.2,0.581,0.419,0.496,0.154,0.41,0.114,0.094,0.141,0.342,0.155,0.845,0.53,0.47,0.288,0.712,659,1517,0.434,22,95,438,237,79,299,228,296,83,175,271,409,281,357,499,16,432,22,493,26,12,7,277,BKN
201960,DeMarre Carroll,DeMarre,1610612751,BKN,32.0,67,36,31,0.537,25.4,0.461,0.539,0.325,0.035,0.427,0.18,0.248,0.156,0.29,0.62,0.38,0.962,0.038,0.78,0.22,227,575,0.395,179,146,335,221,166,420,107,457,363,154,95,40,215,409,230,285,181,272,149,370,178,148,418,BKN
1629058,Dzanan Musa,Dzanan,1610612751,BKN,20.0,9,4,5,0.444,4.4,0.545,0.455,0.842,0.105,0.158,0.0,0.0,0.0,0.737,0.75,0.25,1.0,0.0,0.778,0.222,9,22,0.409,470,459,67,335,509,338,189,39,171,389,481,497,495,62,88,421,1,316,151,366,468,470,374,BKN
202334,Ed Davis,Ed,1610612751,BKN,30.0,81,42,39,0.519,17.9,0.993,0.007,0.788,0.0,0.0,0.015,0.212,0.121,0.788,0.602,0.398,0.0,0.0,0.602,0.398,186,302,0.616,22,95,438,237,288,38,488,67,461,454,479,86,384,34,249,266,451,316,334,185,226,273,23,BKN
201162,Jared Dudley,Jared,1610612751,BKN,33.0,59,28,31,0.475,20.7,0.368,0.632,0.334,0.07,0.554,0.098,0.112,0.15,0.265,0.875,0.125,1.0,0.0,0.941,0.059,101,239,0.423,240,219,335,298,237,477,50,447,263,64,330,351,243,428,23,489,1,316,30,489,309,313,320,BKN
1628386,Jarrett Allen,Jarrett,1610612751,BKN,21.0,80,42,38,0.525,26.2,0.921,0.079,0.754,0.005,0.021,0.064,0.225,0.103,0.749,0.83,0.17,1.0,0.0,0.833,0.167,335,568,0.59,42,95,426,233,152,77,450,86,456,437,417,67,442,54,39,476,1,316,86,433,103,150,36,BKN
203925,Joe Harris,Joe,1610612751,BKN,27.0,76,41,35,0.539,30.2,0.484,0.516,0.367,0.027,0.527,0.095,0.106,0.147,0.34,0.801,0.199,0.989,0.011,0.893,0.107,374,748,0.5,88,103,397,220,81,393,134,430,394,77,339,375,257,359,49,466,144,310,46,473,84,90,107,BKN
1629066,Rodions Kurucs,Rodions,1610612751,BKN,21.0,63,36,27,0.571,20.5,0.59,0.41,0.539,0.019,0.326,0.12,0.135,0.159,0.521,0.59,0.41,0.914,0.086,0.683,0.317,202,449,0.45,218,146,271,192,239,293,234,252,425,252,256,286,195,168,259,256,254,199,256,263,203,206,226,BKN
