close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
202684,Tristan Thompson,1610612739,CLE,C-F,25.0,81,79,0.407,2.86,5.1,0.562,0.594,-0.032
201567,Kevin Love,1610612739,CLE,F,27.0,77,76,0.38,3.21,5.08,0.632,0.599,0.032
202389,Timofey Mozgov,1610612739,CLE,C,29.0,76,74,0.44,2.13,4.08,0.523,0.602,-0.079
2563,Dahntay Jones,1610612739,CLE,G-F,35.0,1,1,0.167,1.0,3.0,0.333,0.511,-0.178
101112,Channing Frye,1610612739,CLE,F,33.0,68,61,0.406,1.68,2.88,0.582,0.601,-0.019
202681,Kyrie Irving,1610612739,CLE,G,24.0,53,48,0.268,1.51,2.3,0.656,0.586,0.07
2544,LeBron James,1610612739,CLE,F,31.0,76,71,0.272,1.16,2.28,0.509,0.594,-0.085
203521,Matthew Dellavedova,1610612739,CLE,G,25.0,76,60,0.211,1.22,1.84,0.664,0.583,0.082
202697,Iman Shumpert,1610612739,CLE,G,26.0,54,41,0.217,1.06,1.56,0.679,0.611,0.068
2747,JR Smith,1610612739,CLE,G-F,30.0,77,62,0.203,0.96,1.52,0.632,0.599,0.034
2210,Richard Jefferson,1610612739,CLE,F,36.0,73,47,0.2,0.75,1.14,0.663,0.591,0.072
2592,James Jones,1610612739,CLE,G-F,35.0,39,25,0.358,0.74,1.1,0.674,0.593,0.081
2590,Mo Williams,1610612739,CLE,G,33.0,36,20,0.184,0.69,1.08,0.641,0.573,0.068
201619,Sasha Kaun,1610612739,CLE,C,31.0,15,9,0.516,0.4,1.07,0.375,0.546,-0.171
203099,Jared Cunningham,1610612739,CLE,G,25.0,30,17,0.263,0.7,1.03,0.677,0.58,0.098
203925,Joe Harris,1610612739,CLE,G,24.0,3,2,0.5,1.0,1.0,1.0,0.613,0.387
203895,Jordan McRae,1610612739,CLE,G,25.0,16,8,0.232,0.38,0.81,0.462,0.558,-0.096
