season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2023-24,1610612742,DAL,Dallas Mavericks,42300405,2024-06-17,DAL @ BOS,L,48.0,35,78,0.449,11,37,0.297,7,13,0.538,7,28,35,18,13.0,4,4,2,20,15,88,-18.0,1,83,83,83,7,123,138,98,87,34,121,158,138,162,124,120,134,136,91,131,85,12,93,134,154,141,1,2023,2024,False,BOS,DAL
2023-24,1610612738,BOS,Boston Celtics,42300405,2024-06-17,BOS vs. DAL,W,48.0,38,89,0.427,13,39,0.333,17,20,0.85,15,36,51,25,9.0,9,2,4,15,20,106,18.0,1,1,1,1,7,83,30,122,48,25,90,57,78,43,14,24,13,49,19,18,132,57,17,56,75,23,1,2023,2024,True,BOS,DAL
2023-24,1610612742,DAL,Dallas Mavericks,42300404,2024-06-14,DAL vs. BOS,W,48.0,46,91,0.505,15,37,0.405,15,22,0.682,13,39,52,21,9.0,7,2,5,17,19,122,38.0,1,1,1,1,7,16,15,38,21,34,41,84,59,135,31,7,7,103,19,53,132,81,44,73,13,2,1,2023,2024,True,DAL,BOS
2023-24,1610612738,BOS,Boston Celtics,42300404,2024-06-14,BOS @ DAL,L,48.0,29,80,0.363,14,41,0.341,12,13,0.923,4,27,31,18,14.0,2,5,2,19,17,84,-38.0,1,83,83,83,7,158,121,157,33,16,89,117,138,11,158,129,153,136,102,158,65,12,79,104,158,162,1,2023,2024,False,DAL,BOS
2023-24,1610612738,BOS,Boston Celtics,42300403,2024-06-12,BOS @ DAL,W,48.0,38,82,0.463,17,46,0.37,13,14,0.929,6,30,36,26,9.0,4,6,1,19,17,106,7.0,1,1,1,1,7,83,100,82,10,5,69,109,127,10,140,104,128,35,19,131,39,4,79,104,75,53,1,2023,2024,False,DAL,BOS
2023-24,1610612742,DAL,Dallas Mavericks,42300403,2024-06-12,DAL vs. BOS,L,48.0,38,86,0.442,9,25,0.36,14,16,0.875,7,36,43,15,9.0,5,1,6,17,19,99,-7.0,1,83,83,83,7,83,62,106,119,155,75,100,118,26,124,24,71,160,19,96,154,101,44,73,113,106,1,2023,2024,True,DAL,BOS
2023-24,1610612738,BOS,Boston Celtics,42300402,2024-06-09,BOS vs. DAL,W,48.0,38,84,0.452,10,39,0.256,19,20,0.95,10,31,41,29,11.0,10,5,3,15,17,105,7.0,1,1,1,1,7,83,82,94,102,25,146,38,78,7,69,93,91,19,55,11,65,34,17,104,85,53,1,2023,2024,True,BOS,DAL
2023-24,1610612742,DAL,Dallas Mavericks,42300402,2024-06-09,DAL @ BOS,L,48.0,38,80,0.475,6,26,0.231,16,24,0.667,9,34,43,21,15.0,5,3,5,17,15,98,-7.0,1,83,83,83,7,83,121,64,158,147,155,70,44,138,89,45,71,103,130,96,109,81,44,134,116,106,1,2023,2024,False,BOS,DAL
2023-24,1610612742,DAL,Dallas Mavericks,42300401,2024-06-06,DAL @ BOS,L,48.0,35,84,0.417,7,27,0.259,12,19,0.632,10,33,43,9,11.0,8,1,9,16,16,89,-18.0,1,83,83,83,7,123,82,132,150,139,138,117,88,155,69,61,71,164,55,34,154,155,32,122,150,141,1,2023,2024,False,BOS,DAL
2023-24,1610612738,BOS,Boston Celtics,42300401,2024-06-06,BOS vs. DAL,W,48.0,39,82,0.476,16,42,0.381,13,19,0.684,10,37,47,23,14.0,6,9,1,16,16,107,18.0,1,1,1,1,7,71,100,60,13,13,57,109,88,131,69,16,31,73,102,73,7,4,32,122,72,23,1,2023,2024,True,BOS,DAL
